name,web_name,position,team,element,kickoff_time,opponent_team,total_points,value,was_home,team_last_5_points_h2h,team_last_5_points_vs_all,tot_assists_last_5_h2h,tot_assists_last_5,tot_bonus_last_5_h2h,tot_bonus_last_5,tot_bps_last_5_h2h,tot_bps_last_5,tot_clean_sheets_last_5_h2h,tot_clean_sheets_last_5,tot_goals_conceded_last_5_h2h,tot_goals_conceded_last_5,tot_goals_scored_last_5_h2h,tot_goals_scored_last_5,tot_own_goals_last_5_h2h,tot_own_goals_last_5,tot_penalties_missed_last_5_h2h,tot_penalties_missed_last_5,tot_penalties_saved_last_5_h2h,tot_penalties_saved_last_5,tot_red_cards_last_5_h2h,tot_red_cards_last_5,tot_yellow_cards_last_5_h2h,tot_yellow_cards_last_5,tot_saves_last_5_h2h,tot_saves_last_5,tot_total_points_last_5_h2h,tot_total_points_last_5,tot_team_points_last_5_h2h,tot_team_points_last_5,avg_ict_index_last_5_h2h,avg_ict_index_last_5,avg_influence_last_5_h2h,avg_influence_last_5,avg_creativity_last_5_h2h,avg_creativity_last_5,avg_threat_last_5_h2h,avg_threat_last_5,avg_selected_last_5_h2h,avg_selected_last_5,avg_minutes_last_5_h2h,avg_minutes_last_5
Taylor Harwood-Bellis,Harwood-Bellis,DEF,Southampton,461,2024-12-22T14:00:00Z,West Ham United,2.2,41,True,1,3,0,0,0,2,9,47,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,1,2.0,2.0,19.0,19.0,1.0,1.0,2.0,3.0,970348.0,952257.0,72.0,68.0
Alphonse Areola,Areola,GK,West Ham,513,2024-12-21T15:00:00Z,Brighton & Hove Albion,0.0,42,True,5,5,0,0,3,0,81,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,17,0,6,6,3.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,1390410.0,511194.0,54.0,0.0
Lisandro Martínez,Martinez,DEF,Manchester United,380,2024-12-22T14:00:00Z,Wolverhampton Wanderers,2.6,44,False,7,4,0,1,0,1,31,46,0,0,3,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,10,13,4,1.0,4.0,9.0,19.0,3.0,12.0,1.0,6.0,488921.0,402138.0,40.0,68.0
Richarlison de Andrade,Richarlison,FWD,Spurs,497,2024-12-22T16:30:00Z,Liverpool,0.0,68,True,4,4,2,0,0,0,69,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,3,3,5.0,0.0,23.0,0.0,7.0,0.0,23.0,0.0,115318.0,37575.0,25.0,0.0
Joško Gvardiol,Gvardiol,DEF,Manchester City,350,2024-12-21T12:30:00Z,Everton,2.8,61,True,6,3,0,0,0,0,22,52,0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,16,6,4,2.0,4.0,9.0,22.0,6.0,4.0,5.0,9.0,1184563.0,2775789.0,40.0,86.0
Harry Clarke,H.Clarke,DEF,Ipswich,266,2024-12-21T15:00:00Z,Newcastle United,0.8,40,True,2,2,0,0,0,0,-5,13,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,1.0,2.0,7.0,11.0,4.0,4.0,4.0,8.0,7828.0,7512.0,73.0,65.0
Joachim Andersen,Andersen,DEF,Fulham,191,2024-12-22T14:00:00Z,Chelsea,0.0,42,False,2,5,0,0,0,0,27,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,1.0,0.0,9.0,0.0,1.0,0.0,3.0,0.0,912780.0,513355.0,43.0,0.0
Moisés Caicedo Corozo,Caicedo,MID,Chelsea,157,2024-12-22T14:00:00Z,Fulham,3.0,49,True,13,13,0,1,0,0,69,94,2,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,8,12,3.0,4.0,13.0,16.0,14.0,23.0,2.0,4.0,101175.0,154995.0,88.0,90.0
Carlos Henrique Casimiro,Casemiro,MID,Manchester United,368,2024-12-22T14:00:00Z,Wolverhampton Wanderers,0.6,48,False,6,6,0,0,0,0,43,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,13,4,4.0,0.0,16.0,1.0,10.0,0.0,14.0,0.0,220062.0,70108.0,71.0,3.0
Roman Dixon,Dixon,DEF,Everton,627,2024-12-22T14:00:00Z,Manchester City,0.0,40,False,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8397.0,8479.0,0.0,0.0
Jhon Durán,Duran,FWD,Aston Villa,38,2024-12-21T12:30:00Z,Newcastle United,4.2,58,False,5,11,0,0,0,4,17,110,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,4,24,4,10,2.0,7.0,6.0,28.0,2.0,7.0,9.0,38.0,84744.0,312053.0,13.0,57.0
Jacob Murphy,J.Murphy,MID,Newcastle United,402,2024-12-21T15:00:00Z,Aston Villa,7.0,49,True,8,8,2,3,0,3,58,142,0,2,3,6,0,3,0,0,0,0,0,0,0,0,0,1,0,0,18,42,10,8,5.0,9.0,12.0,40.0,16.0,29.0,18.0,22.0,163869.0,47108.0,44.0,62.0
Sean Longstaff,Longstaff,MID,Newcastle United,410,2024-12-21T15:00:00Z,Aston Villa,1.2,47,True,8,8,0,0,0,0,24,25,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,8,2.0,1.0,4.0,2.0,5.0,7.0,9.0,5.0,98549.0,61125.0,47.0,31.0
Leander Dendoncker,Dendoncker,MID,Aston Villa,33,2024-12-21T12:30:00Z,Newcastle United,0.0,45,False,7,10,0,0,0,0,25,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,10,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,9422.0,25678.0,32.0,0.0
Trevoh Chalobah,Chalobah,DEF,Crystal Palace,159,2024-12-21T17:30:00Z,Bournemouth,3.6,44,False,8,8,0,0,0,1,50,82,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,19,11,8,2.0,3.0,11.0,21.0,2.0,1.0,3.0,9.0,86804.0,61535.0,50.0,66.0
Ryan Manning,Manning,DEF,Southampton,467,2024-12-22T14:00:00Z,West Ham United,0.8,43,True,1,2,0,0,0,0,5,20,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3.0,3.0,14.0,13.0,12.0,12.0,5.0,4.0,6677.0,6706.0,66.0,61.0
Vitalii Mykolenko,Mykolenko,DEF,Everton,231,2024-12-22T14:00:00Z,Manchester City,6.0,43,False,4,5,0,1,0,4,52,95,0,3,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,30,2,6,2.0,2.0,10.0,15.0,3.0,5.0,2.0,2.0,373303.0,465092.0,72.0,90.0
Ryan Christie,Christie,MID,Bournemouth,63,2024-12-22T14:00:00Z,Crystal Palace,3.4,49,True,13,13,0,1,0,2,56,101,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,8,12,4.0,8.0,15.0,27.0,21.0,35.0,7.0,14.0,8273.0,14589.0,67.0,85.0
Fábio Silva,Fábio Silva,FWD,Wolverhampton Wanderers,545,2024-12-22T14:00:00Z,Manchester United,0.0,50,True,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3.0,0.0,4.0,0.0,4.0,0.0,19.0,0.0,17357.0,10904.0,4.0,0.0
Kepa Arrizabalaga,Arrizabalaga,GK,Bournemouth,152,2024-12-22T14:00:00Z,Crystal Palace,4.4,45,True,13,13,0,0,3,3,59,100,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,10,20,16,25,14,12,2.0,3.0,16.0,29.0,0.0,0.0,0.0,0.0,186556.0,94518.0,54.0,90.0
Frank Onyeka,Onyeka,MID,Brentford,102,2024-12-21T15:00:00Z,Brighton & Hove Albion,0.0,49,False,5,4,1,0,0,0,25,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,4,1.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,2668.0,1576.0,33.0,0.0
Youssef Ramalho Chermiti,Y. Chermiti,FWD,Everton,237,2024-12-22T14:00:00Z,Manchester City,0.0,49,False,6,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4061.0,1328.0,0.0,0.0
Morgan Gibbs-White,Gibbs-White,MID,Nott'm Forest,433,2024-12-21T15:00:00Z,Brentford,5.2,63,False,12,12,1,2,1,7,51,118,1,1,3,7,0,1,0,0,0,0,0,0,0,0,1,2,0,0,13,29,6,11,3.0,8.0,13.0,33.0,11.0,33.0,6.0,19.0,133377.0,128979.0,54.0,76.0
Noni Madueke,Madueke,MID,Chelsea,177,2024-12-22T14:00:00Z,Fulham,4.8,63,True,13,13,0,2,0,4,32,81,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,25,9,12,4.0,8.0,10.0,22.0,9.0,13.0,16.0,45.0,194149.0,750130.0,27.0,44.0
Nélson Cabral Semedo,N.Semedo,DEF,Wolverhampton Wanderers,559,2024-12-22T14:00:00Z,Manchester United,2.0,45,True,3,3,0,1,0,0,79,56,1,1,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,13,0,3,3.0,3.0,17.0,18.0,7.0,8.0,3.0,1.0,46704.0,27326.0,81.0,68.0
Tommy Doyle,Doyle,MID,Wolverhampton Wanderers,544,2024-12-22T14:00:00Z,Manchester United,0.8,48,True,3,3,0,0,0,0,15,30,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,3,1.0,2.0,2.0,6.0,2.0,9.0,2.0,3.0,3449.0,4803.0,19.0,17.0
Tom Heaton,Heaton,GK,Manchester United,374,2024-12-22T14:00:00Z,Wolverhampton Wanderers,0.0,40,False,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25683.0,25039.0,0.0,0.0
Lucas Bergvall,Bergvall,MID,Spurs,481,2024-12-22T16:30:00Z,Liverpool,1.0,44,True,4,4,0,0,0,0,4,26,0,1,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,5,0,3,1.0,2.0,7.0,7.0,6.0,7.0,1.0,1.0,91704.0,91557.0,31.0,35.0
Lesley Ugochukwu,Ugochukwu,MID,Southampton,188,2024-12-22T14:00:00Z,West Ham United,0.0,45,True,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,30565.0,29833.0,7.0,8.0
Evan Ferguson,Ferguson,FWD,Brighton & Hove Albion,123,2024-12-21T15:00:00Z,Brentford,1.2,55,True,3,3,0,0,0,0,6,22,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,2,0.0,2.0,0.0,2.0,2.0,8.0,2.0,8.0,309919.0,33478.0,9.0,25.0
Christian Eriksen,Eriksen,MID,Manchester United,370,2024-12-22T14:00:00Z,Wolverhampton Wanderers,0.0,53,False,6,6,0,0,0,0,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,4,1.0,0.0,3.0,0.0,9.0,0.0,1.0,0.0,139182.0,21159.0,32.0,0.0
Danny Ings,Ings,FWD,West Ham,523,2024-12-21T15:00:00Z,Brighton & Hove Albion,0.6,50,True,5,5,0,0,0,0,5,4,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,6,1.0,1.0,2.0,1.0,1.0,6.0,4.0,5.0,148979.0,176242.0,22.0,16.0
Jean-Ricner Bellegarde,Bellegarde,MID,Wolverhampton Wanderers,535,2024-12-22T14:00:00Z,Manchester United,1.8,50,True,3,3,0,0,0,0,14,19,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,2.0,2.0,6.0,4.0,12.0,9.0,4.0,5.0,4635.0,7528.0,47.0,27.0
Tim Ream,Ream,DEF,Fulham,253,2024-12-22T14:00:00Z,Chelsea,0.0,45,False,4,6,0,0,2,0,54,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,7,1.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,125915.0,612.0,54.0,0.0
Benoît Badiashile,B.Badiashile,DEF,Chelsea,153,2024-12-22T14:00:00Z,Fulham,0.4,43,True,13,13,0,0,0,0,26,-3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,9,12,1.0,0.0,5.0,4.0,2.0,0.0,1.0,0.0,17849.0,14247.0,23.0,23.0
Radu Drăgușin,Dragusin,DEF,Spurs,486,2024-12-22T16:30:00Z,Liverpool,1.8,43,True,4,4,0,0,0,0,-4,22,0,1,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,2.0,2.0,19.0,18.0,1.0,1.0,4.0,2.0,39947.0,37867.0,88.0,86.0
Jack Stephens,Stephens,DEF,Southampton,472,2024-12-22T14:00:00Z,West Ham United,0.0,40,True,2,2,0,0,0,0,-1,-26,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-4,0,1,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,75679.0,75463.0,26.0,13.0
Mateo Kovačić,Kovačić,MID,Manchester City,354,2024-12-21T12:30:00Z,Everton,0.6,54,True,4,4,0,0,0,0,11,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,4,0.0,1.0,2.0,4.0,2.0,5.0,1.0,3.0,80178.0,153450.0,15.0,25.0
Nicolás Domínguez,Dominguez,MID,Nott'm Forest,431,2024-12-21T15:00:00Z,Brentford,1.0,48,False,12,12,0,0,3,0,50,24,0,0,4,4,1,0,0,0,0,0,0,0,0,0,1,2,0,0,13,5,6,11,3.0,2.0,18.0,5.0,8.0,6.0,8.0,10.0,2856.0,3900.0,60.0,49.0
Ben Doak,Doak,MID,Liverpool,318,2024-12-22T16:30:00Z,Leicester City,0.0,45,True,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.0,1971.0,0.0,0.0
Phil Foden,Foden,MID,Manchester City,348,2024-12-21T12:30:00Z,Everton,2.4,91,True,4,4,1,0,1,2,78,63,2,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,13,10,4,5.0,5.0,14.0,13.0,19.0,14.0,22.0,18.0,1545199.0,449938.0,65.0,46.0
Mason Mount,Mount,MID,Manchester United,382,2024-12-22T14:00:00Z,Wolverhampton Wanderers,0.8,63,False,6,6,2,0,3,0,47,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,10,4,3.0,0.0,9.0,0.0,14.0,1.0,7.0,0.0,233327.0,12825.0,31.0,21.0
Gabriel Martinelli Silva,Martinelli,MID,Arsenal,9,2024-12-21T17:30:00Z,Ipswich Town,2.6,67,True,6,12,0,0,0,0,6,40,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,15,2,10,5.0,6.0,13.0,15.0,17.0,20.0,24.0,29.0,308683.0,295386.0,53.0,63.0
Yasin Ayari,Ayari,MID,Brighton & Hove Albion,600,2024-12-21T15:00:00Z,Brentford,1.6,50,True,3,3,0,0,0,0,8,40,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,2,1.0,4.0,2.0,8.0,4.0,16.0,3.0,13.0,1872.0,3700.0,13.0,46.0
Mikel Merino,Merino,MID,Arsenal,633,2024-12-21T17:30:00Z,Ipswich Town,1.2,60,True,8,11,0,0,0,0,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,10,2.0,2.0,4.0,4.0,7.0,9.0,9.0,11.0,8063.0,7556.0,21.0,26.0
Facundo Buonanotte,Buonanotte,MID,Leicester City,117,2024-12-22T14:00:00Z,Liverpool,2.6,50,False,4,4,0,0,0,0,13,20,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,1.0,1.0,4.0,5.0,4.0,4.0,2.0,2.0,37249.0,134450.0,14.0,33.0
Caoimhin Kelleher,Kelleher,GK,Liverpool,325,2024-12-22T16:30:00Z,Leicester City,3.2,45,True,12,12,0,0,0,0,8,36,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,12,11,10,0.0,1.0,3.0,12.0,0.0,0.0,0.0,0.0,88425.0,404174.0,11.0,47.0
Odeluga Offiah,Offiah,DEF,Brighton & Hove Albion,139,2024-12-21T15:00:00Z,Brentford,0.0,40,True,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.0,7170.0,0.0,0.0
Lino da Cruz Sousa,Sousa,DEF,Aston Villa,56,2024-12-21T12:30:00Z,Newcastle United,0.0,40,False,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6978.0,6916.0,0.0,0.0
Amario Cozier-Duberry,Cozier-Duberry,MID,Brighton & Hove Albion,118,2024-12-21T15:00:00Z,Brentford,0.0,45,True,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760.0,3320.0,0.0,0.0
Emerson Leite de Souza Junior,E.Royal,DEF,Spurs,487,2024-12-22T16:30:00Z,Liverpool,0.0,45,True,4,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,3,3,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,78314.0,1007.0,12.0,0.0
Kai Havertz,Havertz,FWD,Arsenal,4,2024-12-21T17:30:00Z,Ipswich Town,4.2,79,True,11,11,0,1,0,1,16,69,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,19,2,10,6.0,6.0,19.0,17.0,12.0,14.0,28.0,28.0,1106028.0,1106013.0,80.0,78.0
Scott Carson,Carson,GK,Manchester City,344,2024-12-21T12:30:00Z,Everton,0.0,40,True,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25462.0,21722.0,0.0,0.0
Ethan Brierley,Brierley,MID,Brentford,87,2024-12-21T15:00:00Z,Brighton & Hove Albion,0.0,44,False,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602.0,8352.0,0.0,0.0
Andrey Nascimento dos Santos,Andrey Santos,MID,Chelsea,150,2024-12-22T14:00:00Z,Fulham,0.0,45,True,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6191.0,330.0,0.0,0.0
Rico Henry,Henry,DEF,Brentford,92,2024-12-21T15:00:00Z,Brighton & Hove Albion,0.0,43,False,6,6,0,0,0,0,21,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,153225.0,3014.0,35.0,0.0
Mateusz Lis,Lis,GK,Southampton,465,2024-12-22T14:00:00Z,West Ham United,0.0,40,True,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10581.0,10460.0,0.0,0.0
Yoane Wissa,Wissa,FWD,Brentford,110,2024-12-21T15:00:00Z,Brighton & Hove Albion,4.0,63,False,6,6,0,0,0,1,27,68,2,0,3,9,0,1,0,0,0,0,0,0,0,0,1,1,0,0,10,16,6,4,2.0,4.0,5.0,13.0,5.0,10.0,7.0,18.0,514054.0,1104453.0,57.0,81.0
Daniel Iversen,Iversen,GK,Leicester City,294,2024-12-22T14:00:00Z,Liverpool,0.0,39,False,4,4,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,332617.0,62414.0,30.0,0.0
Mads Hermansen,Hermansen,GK,Leicester City,293,2024-12-22T14:00:00Z,Liverpool,1.6,45,False,4,4,0,0,0,0,7,44,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,3,19,1,9,0,4,2.0,3.0,25.0,26.0,0.0,0.0,0.0,0.0,86954.0,86215.0,63.0,58.0
Rob Holding,Holding,DEF,Crystal Palace,202,2024-12-21T17:30:00Z,Bournemouth,0.0,43,False,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11627.0,8352.0,0.0,0.0
Ismaïla Sarr,I.Sarr,MID,Crystal Palace,585,2024-12-21T17:30:00Z,Bournemouth,6.0,57,False,8,8,1,1,0,3,41,129,1,1,1,9,0,3,0,0,0,0,0,0,0,0,0,2,0,0,12,34,5,8,5.0,9.0,18.0,38.0,13.0,14.0,20.0,40.0,43954.0,43866.0,56.0,86.0
Jarrod Bowen,Bowen,MID,West Ham,514,2024-12-21T15:00:00Z,Brighton & Hove Albion,4.8,74,True,5,5,2,2,3,4,88,103,1,0,8,8,1,1,0,0,0,0,0,0,0,0,1,1,0,0,26,26,6,6,8.0,11.0,23.0,27.0,15.0,33.0,38.0,50.0,1007434.0,745659.0,90.0,90.0
Mark O’Mahony,O’Mahony,FWD,Brighton & Hove Albion,138,2024-12-21T15:00:00Z,Brentford,0.0,45,True,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10960.0,27882.0,0.0,0.0
Ryan Sessegnon,Sessegnon,DEF,Fulham,579,2024-12-22T14:00:00Z,Chelsea,0.2,42,False,5,6,0,0,0,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,7,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,49693.0,12443.0,11.0,0.0
Josh Dasilva,Dasilva,MID,Brentford,90,2024-12-21T15:00:00Z,Brighton & Hove Albion,0.0,48,False,6,6,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,196998.0,447.0,5.0,0.0
Jadon Sancho,Sancho,MID,Chelsea,386,2024-12-22T14:00:00Z,Fulham,4.4,62,True,13,13,0,0,2,1,55,111,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,13,23,11,12,1.0,7.0,4.0,25.0,4.0,23.0,5.0,25.0,122790.0,121328.0,32.0,72.0
Sam Johnstone,Johnstone,GK,Wolverhampton Wanderers,204,2024-12-22T14:00:00Z,Manchester United,0.4,43,True,3,3,0,0,2,0,28,13,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,2,7,3,1.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,78808.0,43917.0,25.0,43.0
Jonny Evans,Evans,DEF,Manchester United,371,2024-12-22T14:00:00Z,Wolverhampton Wanderers,0.0,44,False,6,6,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,4,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,33670.0,11638.0,0.0,0.0
Mohamed Salah,M.Salah,MID,Liverpool,328,2024-12-22T16:30:00Z,Leicester City,14.0,134,True,11,11,4,6,2,10,74,216,1,1,4,10,1,6,0,0,1,0,0,0,0,0,0,0,0,0,29,71,11,10,12.0,16.0,32.0,65.0,26.0,28.0,64.0,65.0,4721195.0,6601567.0,77.0,87.0
Federico Chiesa,Chiesa,MID,Liverpool,636,2024-12-22T16:30:00Z,Leicester City,0.0,68,True,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15442.0,15349.0,0.0,0.0
Timothy Castagne,Castagne,DEF,Fulham,244,2024-12-22T14:00:00Z,Chelsea,2.0,42,False,7,7,0,0,0,0,47,46,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,1,7,3.0,2.0,10.0,11.0,9.0,4.0,12.0,1.0,204077.0,85819.0,68.0,52.0
Tariq Lamptey,Lamptey,DEF,Brighton & Hove Albion,131,2024-12-21T15:00:00Z,Brentford,2.8,44,True,3,3,0,0,0,1,11,25,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,11,5,2,1.0,2.0,4.0,14.0,2.0,6.0,1.0,2.0,279417.0,39345.0,13.0,45.0
Ola Aina,Aina,DEF,Nott'm Forest,422,2024-12-21T15:00:00Z,Brentford,5.4,49,False,12,12,0,0,4,4,55,71,1,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,24,5,11,5.0,4.0,35.0,21.0,5.0,9.0,14.0,6.0,1587402.0,1576402.0,87.0,83.0
Taiwo Awoniyi,Awoniyi,FWD,Nott'm Forest,424,2024-12-21T15:00:00Z,Brentford,0.6,55,False,12,12,0,0,0,0,11,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,11,1.0,0.0,3.0,1.0,5.0,2.0,1.0,0.0,173344.0,32651.0,28.0,7.0
Leandro Trossard,Trossard,MID,Arsenal,23,2024-12-21T17:30:00Z,Ipswich Town,3.6,68,True,11,11,0,0,0,0,13,39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,10,5.0,4.0,17.0,9.0,17.0,15.0,17.0,13.0,189998.0,191311.0,49.0,42.0
Jacob Greaves,Greaves,DEF,Ipswich,270,2024-12-21T15:00:00Z,Newcastle United,0.2,40,True,3,3,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0.0,1.0,2.0,6.0,0.0,0.0,1.0,2.0,405571.0,411405.0,9.0,22.0
Issa Kaboré,Kaboré,DEF,Manchester City,626,2024-12-21T12:30:00Z,Everton,0.0,45,True,4,4,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,320483.0,573.0,30.0,0.0
Alfie Whiteman,Whiteman,GK,Spurs,510,2024-12-22T16:30:00Z,Liverpool,0.0,40,True,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74673.0,148875.0,0.0,0.0
