name,web_name,position,team,element,kickoff_time,opponent_team,total_points,value,was_home,team_last_5_points_h2h,team_last_5_points_vs_all,tot_assists_last_5_h2h,tot_assists_last_5,tot_bonus_last_5_h2h,tot_bonus_last_5,tot_bps_last_5_h2h,tot_bps_last_5,tot_clean_sheets_last_5_h2h,tot_clean_sheets_last_5,tot_goals_conceded_last_5_h2h,tot_goals_conceded_last_5,tot_goals_scored_last_5_h2h,tot_goals_scored_last_5,tot_own_goals_last_5_h2h,tot_own_goals_last_5,tot_penalties_missed_last_5_h2h,tot_penalties_missed_last_5,tot_penalties_saved_last_5_h2h,tot_penalties_saved_last_5,tot_red_cards_last_5_h2h,tot_red_cards_last_5,tot_yellow_cards_last_5_h2h,tot_yellow_cards_last_5,tot_saves_last_5_h2h,tot_saves_last_5,tot_total_points_last_5_h2h,tot_total_points_last_5,tot_team_points_last_5_h2h,tot_team_points_last_5,avg_ict_index_last_5_h2h,avg_ict_index_last_5,avg_influence_last_5_h2h,avg_influence_last_5,avg_creativity_last_5_h2h,avg_creativity_last_5,avg_threat_last_5_h2h,avg_threat_last_5,avg_selected_last_5_h2h,avg_selected_last_5,avg_minutes_last_5_h2h,avg_minutes_last_5
Ibrahim Sangaré,Sangaré,MID,Nott'm Forest,442,2024-12-21T15:00:00Z,Brentford,0.0,44,False,12,12,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,11,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,42137.0,85429.0,19.0,0.0
Hannibal Mejbri,Hannibal,MID,Manchester United,373,2024-12-22T14:00:00Z,Wolverhampton Wanderers,0.0,45,False,13,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5491.0,4132.0,2.0,0.0
Brandon Austin,Austin,GK,Spurs,479,2024-12-22T16:30:00Z,Liverpool,0.0,40,True,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36124.0,54140.0,0.0,0.0
Conor Coady,Coady,DEF,Leicester City,288,2024-12-22T14:00:00Z,Liverpool,0.8,40,False,1,1,0,0,0,0,67,25,1,0,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4,1,4,1.0,2.0,13.0,19.0,1.0,5.0,0.0,0.0,485352.0,38424.0,90.0,90.0
Wes Foderingham,Foderingham,GK,West Ham,522,2024-12-21T15:00:00Z,Brighton & Hove Albion,0.0,43,True,5,5,0,0,2,0,43,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,6,6,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,20434.0,15257.0,36.0,0.0
Armando Broja,Broja,FWD,Everton,156,2024-12-22T14:00:00Z,Manchester City,0.2,54,False,1,5,1,0,0,0,12,-3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,2,6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17149.0,5830.0,6.0,7.0
Adam Webster,Webster,DEF,Brighton & Hove Albion,147,2024-12-21T15:00:00Z,Brentford,0.0,43,True,3,3,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,37965.0,6627.0,18.0,0.0
Thomas Partey,Thomas,MID,Arsenal,20,2024-12-21T17:30:00Z,Ipswich Town,2.8,50,True,4,13,0,2,0,0,13,82,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,2,10,3.0,4.0,12.0,15.0,8.0,10.0,11.0,13.0,99244.0,96747.0,58.0,70.0
Harry Wilson,Wilson,MID,Fulham,259,2024-12-22T14:00:00Z,Chelsea,1.8,52,False,1,5,0,0,0,0,15,24,0,1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,9,5,7,2.0,3.0,4.0,2.0,6.0,11.0,8.0,16.0,19160.0,41795.0,43.0,69.0
Kasey McAteer,McAteer,MID,Leicester City,299,2024-12-22T14:00:00Z,Liverpool,2.0,47,False,2,2,0,1,0,0,7,42,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3,4,1.0,3.0,2.0,10.0,1.0,7.0,2.0,12.0,1714.0,6968.0,11.0,54.0
Curtis Jones,Jones,MID,Liverpool,324,2024-12-22T16:30:00Z,Leicester City,2.4,53,True,14,14,0,0,3,0,81,66,1,0,1,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,19,12,11,10,5.0,4.0,20.0,13.0,10.0,6.0,17.0,19.0,18453.0,69499.0,38.0,47.0
Wes Burns,Burns,MID,Ipswich,264,2024-12-21T15:00:00Z,Newcastle United,1.6,48,True,1,1,0,0,0,0,12,38,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,2.0,2.0,3.0,6.0,6.0,9.0,6.0,7.0,4469.0,4418.0,63.0,55.0
Gustavo Nunes Fernandes Gomes,G.Nunes,MID,Brentford,634,2024-12-21T15:00:00Z,Brighton & Hove Albion,0.0,49,False,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,275.0,0.0,0.0
Yunus Emre Konak,Konak,MID,Brentford,97,2024-12-21T15:00:00Z,Brighton & Hove Albion,0.2,45,False,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7494.0,7417.0,0.0,0.0
Max Kilman,Kilman,DEF,West Ham,524,2024-12-21T15:00:00Z,Brighton & Hove Albion,1.4,45,True,5,5,0,0,0,0,71,52,1,0,13,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,8,3,6,3.0,6.0,18.0,27.0,7.0,11.0,5.0,21.0,187576.0,200139.0,90.0,90.0
Deniz Undav,Undav,FWD,Brighton & Hove Albion,143,2024-12-21T15:00:00Z,Brentford,0.0,55,True,3,3,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,12136.0,518.0,6.0,0.0
Alex Murphy,A.Murphy,DEF,Newcastle United,390,2024-12-21T15:00:00Z,Aston Villa,0.0,40,True,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51455.0,91572.0,0.0,0.0
George Edmundson,Edmundson,DEF,Ipswich,269,2024-12-21T15:00:00Z,Newcastle United,0.0,40,True,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7691.0,7780.0,0.0,0.0
Sávio 'Savinho' Moreira de Oliveira,Sávio,MID,Manchester City,571,2024-12-21T12:30:00Z,Everton,1.2,64,True,12,0,0,0,0,0,3,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,4,1.0,2.0,3.0,3.0,6.0,7.0,6.0,6.0,106617.0,102900.0,26.0,25.0
Emerson Palmieri dos Santos,Emerson,DEF,West Ham,520,2024-12-21T15:00:00Z,Brighton & Hove Albion,1.8,44,True,5,5,0,0,0,0,59,20,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,5,6,6,3.0,3.0,15.0,8.0,12.0,15.0,5.0,2.0,103580.0,108650.0,78.0,47.0
Abdoulaye Doucouré,A.Doucoure,MID,Everton,217,2024-12-22T14:00:00Z,Manchester City,2.8,51,False,2,5,0,0,0,0,18,36,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,2,6,1.0,2.0,3.0,8.0,3.0,12.0,2.0,3.0,40339.0,20252.0,35.0,87.0
José Malheiro de Sá,José Sá,GK,Wolverhampton Wanderers,554,2024-12-22T14:00:00Z,Manchester United,1.4,43,True,1,7,0,0,0,0,54,37,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,15,8,8,8,0,3,2.0,1.0,23.0,13.0,0.0,0.0,0.0,0.0,322078.0,190366.0,65.0,47.0
Alexander Isak,Isak,FWD,Newcastle United,401,2024-12-21T15:00:00Z,Aston Villa,9.6,88,True,12,12,0,2,4,10,104,274,0,2,5,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,25,56,10,8,7.0,16.0,26.0,66.0,10.0,38.0,29.0,55.0,1256953.0,2422869.0,54.0,79.0
Yves Bissouma,Bissouma,MID,Spurs,482,2024-12-22T16:30:00Z,Liverpool,1.2,49,True,3,3,0,0,0,0,35,31,0,0,13,12,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,5,3,3,2.0,1.0,9.0,7.0,7.0,5.0,1.0,1.0,38023.0,37322.0,67.0,63.0
Conor Gallagher,Gallagher,MID,Chelsea,169,2024-12-22T14:00:00Z,Fulham,0.0,59,True,14,8,0,0,0,0,31,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,9,12,3.0,0.0,8.0,0.0,14.0,0.0,5.0,0.0,42716.0,15811.0,56.0,0.0
Philip Billing,Philip,MID,Bournemouth,76,2024-12-22T14:00:00Z,Crystal Palace,1.0,48,True,13,13,1,0,0,0,32,35,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,8,12,3.0,3.0,7.0,8.0,12.0,18.0,9.0,3.0,56304.0,5212.0,40.0,11.0
Gonçalo Manuel Ganchinho Guedes,Guedes,MID,Wolverhampton Wanderers,548,2024-12-22T14:00:00Z,Manchester United,4.6,53,True,2,5,0,2,0,2,16,81,0,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,23,0,3,1.0,4.0,4.0,21.0,3.0,13.0,2.0,9.0,12892.0,10377.0,8.0,45.0
Brajan Gruda,Gruda,MID,Brighton & Hove Albion,595,2024-12-21T15:00:00Z,Brentford,0.8,54,True,3,3,0,0,0,0,1,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,2382.0,2368.0,18.0,21.0
Rodrigo 'Rodri' Hernandez,Rodrigo,MID,Manchester City,360,2024-12-21T12:30:00Z,Everton,0.0,63,True,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93667.0,93349.0,0.0,0.0
Đorđe Petrović,Petrović,GK,Chelsea,183,2024-12-22T14:00:00Z,Fulham,0.0,44,True,13,9,0,0,3,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,8,12,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,42974.0,20352.0,30.0,0.0
Justin Devenny,Devenny,MID,Crystal Palace,645,2024-12-21T17:30:00Z,Bournemouth,1.0,45,False,7,6,0,0,0,0,4,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,8,2.0,1.0,6.0,5.0,9.0,8.0,1.0,1.0,20143.0,22006.0,16.0,14.0
Craig Dawson,Dawson,DEF,Wolverhampton Wanderers,542,2024-12-22T14:00:00Z,Manchester United,-0.6,44,True,3,3,1,0,0,0,51,-17,0,0,9,5,0,0,0,2,0,0,0,0,0,0,2,0,0,0,5,-3,0,3,4.0,0.0,19.0,1.0,7.0,0.0,15.0,0.0,49500.0,21446.0,78.0,25.0
Jordan Ayew,J.Ayew,MID,Leicester City,192,2024-12-22T14:00:00Z,Liverpool,1.4,52,False,3,3,0,0,0,0,31,16,1,0,4,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,5,4,2.0,1.0,6.0,1.0,9.0,7.0,4.0,3.0,33598.0,25069.0,59.0,38.0
Marcos Senesi,Senesi,DEF,Bournemouth,79,2024-12-22T14:00:00Z,Crystal Palace,0.2,47,True,13,13,0,0,3,0,43,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,8,12,2.0,0.0,12.0,1.0,3.0,0.0,7.0,0.0,65583.0,59696.0,39.0,3.0
Kiernan Dewsbury-Hall,Dewsbury-Hall,MID,Chelsea,166,2024-12-22T14:00:00Z,Fulham,0.2,55,True,13,11,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,54775.0,12981.0,5.0,3.0
Kaine Kesler-Hayden,Kesler-Hayden,DEF,Aston Villa,43,2024-12-21T12:30:00Z,Newcastle United,0.0,40,False,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0,1036.0,0.0,0.0
João Cavaco Cancelo,João Cancelo,DEF,Manchester City,353,2024-12-21T12:30:00Z,Everton,0.0,53,True,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23759.0,23696.0,0.0,0.0
Maxwel Cornet,Cornet,MID,Southampton,515,2024-12-22T14:00:00Z,West Ham United,0.0,47,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2745.0,2748.0,0.0,0.0
Jefferson Lerma Solís,Lerma,MID,Crystal Palace,206,2024-12-21T17:30:00Z,Bournemouth,1.6,48,False,8,8,0,0,0,0,40,46,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,1,8,4.0,3.0,14.0,14.0,13.0,3.0,8.0,11.0,10252.0,4847.0,84.0,74.0
Jannik Vestergaard,Vestergaard,DEF,Leicester City,307,2024-12-22T14:00:00Z,Liverpool,0.0,40,False,4,4,0,0,0,0,4,24,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,4,0.0,2.0,3.0,18.0,0.0,1.0,0.0,1.0,301585.0,194314.0,13.0,68.0
Luke Thomas,Thomas,DEF,Leicester City,305,2024-12-22T14:00:00Z,Liverpool,0.0,39,False,4,4,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,44333.0,181276.0,26.0,4.0
Bruno Borges Fernandes,B.Fernandes,MID,Manchester United,366,2024-12-22T14:00:00Z,Wolverhampton Wanderers,6.2,84,False,11,2,3,0,0,4,113,117,3,0,4,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26,28,13,4,11.0,10.0,32.0,34.0,51.0,42.0,26.0,21.0,1260375.0,1636379.0,88.0,85.0
Adam Smith,Smith,DEF,Bournemouth,81,2024-12-22T14:00:00Z,Crystal Palace,3.0,45,True,13,13,0,0,3,0,72,49,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,17,8,12,2.0,1.0,13.0,6.0,10.0,3.0,0.0,0.0,28713.0,23662.0,74.0,67.0
Miodrag Pivaš,Pivas,DEF,Newcastle United,574,2024-12-21T15:00:00Z,Aston Villa,0.0,40,True,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7719.0,7671.0,0.0,0.0
Billy Gilmour,Gilmour,MID,Brighton & Hove Albion,124,2024-12-21T15:00:00Z,Brentford,0.0,50,True,3,3,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,2,1.0,0.0,4.0,0.0,10.0,0.0,1.0,0.0,34810.0,4096.0,18.0,0.0
Rasmus Højlund,Højlund,FWD,Manchester United,375,2024-12-22T14:00:00Z,Wolverhampton Wanderers,2.4,69,False,9,3,1,0,1,2,43,57,0,0,3,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,12,14,7,4,5.0,3.0,21.0,10.0,10.0,8.0,22.0,12.0,220210.0,175274.0,47.0,67.0
Callum Wilson,Wilson,FWD,Newcastle United,421,2024-12-21T15:00:00Z,Aston Villa,0.4,69,True,9,9,2,0,3,0,88,5,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,10,8,6.0,0.0,25.0,0.0,5.0,0.0,30.0,2.0,355204.0,6188.0,30.0,5.0
Crysencio Summerville,Summerville,MID,West Ham,587,2024-12-21T15:00:00Z,Brighton & Hove Albion,1.6,57,True,5,5,0,1,0,0,20,39,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,6,2.0,5.0,5.0,10.0,8.0,23.0,5.0,12.0,38685.0,47792.0,28.0,41.0
Jesurun Rak-Sakyi,Rak-Sakyi,MID,Crystal Palace,213,2024-12-21T17:30:00Z,Bournemouth,0.0,45,False,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1953.0,3764.0,0.0,0.0
Oliver Skipp,Skipp,MID,Leicester City,501,2024-12-22T14:00:00Z,Liverpool,0.8,48,False,4,4,0,0,0,0,18,27,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,3,4,1.0,1.0,6.0,3.0,2.0,10.0,2.0,1.0,9972.0,4465.0,32.0,43.0
Tomáš Souček,Souček,MID,West Ham,530,2024-12-21T15:00:00Z,Brighton & Hove Albion,3.2,49,True,5,5,0,0,0,2,30,54,1,0,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,18,6,6,2.0,4.0,8.0,14.0,5.0,7.0,8.0,17.0,184659.0,222037.0,76.0,83.0
