name,web_name,position,team,element,kickoff_time,opponent_team,total_points,value,was_home,team_last_5_points_h2h,team_last_5_points_vs_all,tot_assists_last_5_h2h,tot_assists_last_5,tot_bonus_last_5_h2h,tot_bonus_last_5,tot_bps_last_5_h2h,tot_bps_last_5,tot_clean_sheets_last_5_h2h,tot_clean_sheets_last_5,tot_goals_conceded_last_5_h2h,tot_goals_conceded_last_5,tot_goals_scored_last_5_h2h,tot_goals_scored_last_5,tot_own_goals_last_5_h2h,tot_own_goals_last_5,tot_penalties_missed_last_5_h2h,tot_penalties_missed_last_5,tot_penalties_saved_last_5_h2h,tot_penalties_saved_last_5,tot_red_cards_last_5_h2h,tot_red_cards_last_5,tot_yellow_cards_last_5_h2h,tot_yellow_cards_last_5,tot_saves_last_5_h2h,tot_saves_last_5,tot_total_points_last_5_h2h,tot_total_points_last_5,tot_team_points_last_5_h2h,tot_team_points_last_5,avg_ict_index_last_5_h2h,avg_ict_index_last_5,avg_influence_last_5_h2h,avg_influence_last_5,avg_creativity_last_5_h2h,avg_creativity_last_5,avg_threat_last_5_h2h,avg_threat_last_5,avg_selected_last_5_h2h,avg_selected_last_5,avg_minutes_last_5_h2h,avg_minutes_last_5
Taylor Harwood-Bellis,Harwood-Bellis,DEF,Southampton,461,2024-11-02T15:00:00Z,Wolverhampton Wanderers,3.2,41,False,4,7,0,0,0,0,15,70,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,12,3,3,3.0,5.0,16.0,29.0,4.0,9.0,6.0,9.0,536992.0,1082915.0,45.0,90.0
Alphonse Areola,Areola,GK,West Ham,513,2024-11-02T15:00:00Z,Nott'm Forest,0.6,44,False,7,7,0,0,0,0,44,7,0,0,5,6,0,0,0,1,0,0,0,0,0,0,0,0,11,7,6,1,7,7,2.0,1.0,18.0,12.0,0.0,0.0,0.0,0.0,1807247.0,715889.0,51.0,47.0
Lisandro Martínez,Martinez,DEF,Manchester United,380,2024-11-03T16:30:00Z,Leicester City,0.8,44,True,7,5,0,0,0,0,53,31,2,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,11,4,7,6,3.0,2.0,17.0,14.0,6.0,4.0,6.0,5.0,548226.0,475851.0,84.0,68.0
Richarlison de Andrade,Richarlison,FWD,Spurs,497,2024-11-03T14:00:00Z,Aston Villa,1.0,68,True,9,9,1,1,0,0,19,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,6,7,7,1.0,1.0,4.0,5.0,5.0,5.0,2.0,2.0,154495.0,40068.0,20.0,15.0
Joško Gvardiol,Gvardiol,DEF,Manchester City,350,2024-11-02T15:00:00Z,Brighton & Hove Albion,7.2,62,False,11,8,0,0,1,6,66,117,1,1,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,34,8,11,5.0,9.0,26.0,42.0,16.0,29.0,10.0,19.0,1203700.0,2735348.0,90.0,90.0
Harry Clarke,H.Clarke,DEF,Ipswich,266,2024-11-02T15:00:00Z,Leicester City,-0.8,40,True,2,2,0,0,0,0,-4,-25,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-4,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3547.0,3411.0,10.0,23.0
Joachim Andersen,Andersen,DEF,Fulham,191,2024-11-04T20:00:00Z,Crystal Palace,1.8,43,False,5,11,0,0,0,0,31,9,1,0,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,2,5,3.0,2.0,11.0,11.0,1.0,2.0,19.0,5.0,300167.0,864717.0,52.0,62.0
Moisés Caicedo Corozo,Caicedo,MID,Chelsea,157,2024-11-03T16:30:00Z,Arsenal,3.8,49,True,8,8,0,1,0,2,51,112,1,0,8,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,20,5,6,2.0,5.0,11.0,25.0,8.0,19.0,2.0,7.0,91629.0,107046.0,72.0,90.0
Carlos Henrique Casimiro,Casemiro,MID,Manchester United,368,2024-11-03T16:30:00Z,Leicester City,3.0,48,True,5,5,0,0,0,3,27,98,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,17,7,6,3.0,7.0,13.0,29.0,9.0,25.0,6.0,17.0,148611.0,54606.0,31.0,67.0
Roman Dixon,Dixon,DEF,Everton,627,2024-11-02T15:00:00Z,West Ham United,0.0,40,False,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7125.0,7286.0,0.0,0.0
Jhon Durán,Duran,FWD,Aston Villa,38,2024-11-03T14:00:00Z,Liverpool,1.0,61,False,5,3,0,0,3,0,57,8,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,3,6,3.0,1.0,19.0,2.0,1.0,1.0,9.0,8.0,162429.0,611867.0,14.0,24.0
Jacob Murphy,J.Murphy,MID,Newcastle United,402,2024-11-02T12:30:00Z,Nottingham Forest,1.6,51,False,5,5,0,0,0,0,6,26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,5,2.0,2.0,6.0,5.0,9.0,6.0,7.0,7.0,49623.0,48292.0,49.0,41.0
Sean Longstaff,Longstaff,MID,Newcastle United,410,2024-11-02T12:30:00Z,Nottingham Forest,1.2,47,False,5,5,0,0,0,0,3,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,1,5,1.0,1.0,5.0,5.0,1.0,1.0,4.0,4.0,59719.0,58190.0,30.0,33.0
Leander Dendoncker,Dendoncker,MID,Aston Villa,33,2024-11-03T14:00:00Z,Liverpool,0.0,45,False,5,4,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11201.0,35779.0,1.0,0.0
Trevoh Chalobah,Chalobah,DEF,Crystal Palace,159,2024-11-02T17:30:00Z,Fulham,3.8,44,True,4,4,0,0,0,2,19,87,0,1,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,22,7,4,1.0,5.0,7.0,27.0,3.0,7.0,4.0,15.0,34664.0,18720.0,30.0,86.0
Ryan Manning,Manning,DEF,Southampton,467,2024-11-02T15:00:00Z,Wolverhampton Wanderers,1.4,43,False,5,5,0,1,0,0,3,19,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,3,3.0,3.0,7.0,8.0,16.0,20.0,3.0,4.0,6455.0,6453.0,57.0,68.0
Vitalii Mykolenko,Mykolenko,DEF,Everton,231,2024-11-02T15:00:00Z,West Ham United,2.6,43,False,6,6,0,0,0,1,11,66,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,1,6,3.0,3.0,12.0,12.0,11.0,10.0,2.0,2.0,444729.0,442476.0,72.0,68.0
Ryan Christie,Christie,MID,Bournemouth,63,2024-11-02T15:00:00Z,Brentford,2.8,49,False,10,10,0,0,0,0,55,87,1,1,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,14,4,9,4.0,3.0,14.0,17.0,13.0,6.0,9.0,9.0,8341.0,19383.0,68.0,62.0
Fábio Silva,Fábio Silva,FWD,Wolverhampton Wanderers,545,2024-11-02T17:30:00Z,Southampton,0.0,50,True,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13531.0,13152.0,0.0,0.0
Kepa Arrizabalaga,Arrizabalaga,GK,Bournemouth,152,2024-11-02T15:00:00Z,Brentford,2.0,45,False,10,10,0,0,1,0,47,39,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,11,10,4,9,1.0,1.0,10.0,5.0,0.0,0.0,0.0,0.0,268381.0,81193.0,47.0,47.0
Frank Onyeka,Onyeka,MID,Brentford,102,2024-11-04T20:00:00Z,Bournemouth,0.0,49,True,8,5,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,7,1.0,0.0,3.0,0.0,8.0,0.0,3.0,0.0,2504.0,1778.0,5.0,0.0
Youssef Ramalho Chermiti,Y. Chermiti,FWD,Everton,237,2024-11-02T15:00:00Z,West Ham United,0.0,49,False,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214.0,1232.0,0.0,0.0
Morgan Gibbs-White,Gibbs-White,MID,Nott'm Forest,433,2024-11-02T15:00:00Z,West Ham,1.0,63,True,10,10,1,0,0,0,50,25,2,1,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,6,8,12,5.0,2.0,10.0,5.0,24.0,9.0,14.0,7.0,117365.0,149077.0,72.0,33.0
Noni Madueke,Madueke,MID,Chelsea,177,2024-11-03T16:30:00Z,Arsenal,4.0,65,True,8,8,0,0,1,3,54,67,0,0,10,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,15,19,2,6,4.0,8.0,16.0,16.0,11.0,20.0,18.0,40.0,245225.0,931665.0,59.0,74.0
Nélson Cabral Semedo,N.Semedo,DEF,Wolverhampton Wanderers,559,2024-11-02T17:30:00Z,Southampton,1.6,45,True,2,2,0,2,0,0,47,22,1,0,4,13,0,0,0,0,0,0,0,0,0,0,1,2,0,0,10,8,12,2,3.0,5.0,12.0,28.0,5.0,13.0,8.0,11.0,123617.0,13190.0,70.0,90.0
Tommy Doyle,Doyle,MID,Wolverhampton Wanderers,544,2024-11-02T17:30:00Z,Southampton,1.8,48,True,2,2,0,1,0,0,9,54,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,8,2,0.0,2.0,2.0,10.0,1.0,3.0,0.0,3.0,3663.0,4397.0,8.0,48.0
Tom Heaton,Heaton,GK,Manchester United,374,2024-11-03T16:30:00Z,Leicester City,0.0,40,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44140.0,26463.0,0.0,0.0
Lucas Bergvall,Bergvall,MID,Spurs,481,2024-11-03T14:00:00Z,Aston Villa,0.2,45,True,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84176.0,86911.0,1.0,1.0
Lesley Ugochukwu,Ugochukwu,MID,Southampton,188,2024-11-02T15:00:00Z,Wolverhampton Wanderers,0.4,45,False,3,3,0,0,0,0,11,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,27222.0,42073.0,22.0,2.0
Evan Ferguson,Ferguson,FWD,Brighton & Hove Albion,123,2024-11-02T15:00:00Z,Manchester City,2.0,55,True,7,7,0,0,0,2,11,42,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,11,2,8,1.0,1.0,2.0,10.0,1.0,0.0,7.0,4.0,263384.0,34752.0,26.0,19.0
Christian Eriksen,Eriksen,MID,Manchester United,370,2024-11-03T16:30:00Z,Leicester City,1.4,54,True,5,5,0,0,0,0,18,55,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,7,10,6,1.0,4.0,2.0,8.0,6.0,26.0,3.0,3.0,164707.0,23240.0,29.0,63.0
Danny Ings,Ings,FWD,West Ham,523,2024-11-02T15:00:00Z,Nott'm Forest,1.8,50,False,7,7,0,2,3,1,56,31,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,7,7,3.0,1.0,14.0,5.0,1.0,2.0,14.0,2.0,154211.0,250487.0,18.0,5.0
Jean-Ricner Bellegarde,Bellegarde,MID,Wolverhampton Wanderers,535,2024-11-02T17:30:00Z,Southampton,1.4,50,True,2,2,0,1,0,0,6,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,2,2.0,2.0,8.0,8.0,9.0,7.0,6.0,2.0,8393.0,8400.0,19.0,12.0
Tim Ream,Ream,DEF,Fulham,253,2024-11-04T20:00:00Z,Crystal Palace,0.0,45,False,6,10,0,0,2,0,58,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,7,5,2.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,69794.0,689.0,36.0,0.0
Benoît Badiashile,B.Badiashile,DEF,Chelsea,153,2024-11-03T16:30:00Z,Arsenal,0.2,43,True,8,8,0,0,0,0,22,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,2.0,0.0,9.0,2.0,5.0,0.0,2.0,0.0,17253.0,11998.0,24.0,9.0
Radu Drăgușin,Dragusin,DEF,Spurs,486,2024-11-03T14:00:00Z,Aston Villa,0.6,43,True,9,9,0,0,0,0,10,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,7,1.0,0.0,9.0,4.0,1.0,0.0,0.0,0.0,17795.0,17488.0,55.0,22.0
Jack Stephens,Stephens,DEF,Southampton,472,2024-11-02T15:00:00Z,Wolverhampton Wanderers,1.6,40,False,3,3,0,0,1,0,35,55,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,3,1.0,1.0,8.0,6.0,1.0,4.0,0.0,0.0,21568.0,66113.0,25.0,40.0
Mateo Kovačić,Kovačić,MID,Manchester City,354,2024-11-02T15:00:00Z,Brighton & Hove Albion,4.4,56,False,10,10,0,0,0,3,35,103,1,1,1,6,0,2,0,0,0,0,0,0,0,0,0,1,0,0,7,25,8,11,3.0,5.0,13.0,27.0,14.0,13.0,4.0,15.0,137007.0,355956.0,60.0,89.0
Nicolás Domínguez,Dominguez,MID,Nott'm Forest,431,2024-11-02T15:00:00Z,West Ham,1.6,48,True,10,10,1,0,0,0,45,46,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,10,8,8,12,3.0,4.0,16.0,15.0,10.0,8.0,9.0,13.0,3318.0,3127.0,72.0,70.0
Ben Doak,Doak,MID,Liverpool,318,2024-11-02T15:00:00Z,Aston Villa,0.0,45,True,8,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2265.0,2438.0,0.0,0.0
Phil Foden,Foden,MID,Manchester City,348,2024-11-02T15:00:00Z,Brighton & Hove Albion,2.4,93,False,10,10,0,1,6,0,105,77,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,13,12,11,8.0,7.0,28.0,10.0,32.0,43.0,18.0,13.0,1846585.0,740201.0,60.0,68.0
Mason Mount,Mount,MID,Manchester United,382,2024-11-03T16:30:00Z,Leicester City,0.0,63,True,5,5,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,6,1.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,815889.0,11227.0,23.0,2.0
Gabriel Martinelli Silva,Martinelli,MID,Arsenal,9,2024-11-02T12:30:00Z,Chelsea,4.8,70,False,10,4,0,0,0,0,33,47,1,0,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,15,11,5,3.0,4.0,6.0,14.0,12.0,7.0,15.0,22.0,2250313.0,432171.0,54.0,51.0
Yasin Ayari,Ayari,MID,Brighton & Hove Albion,600,2024-11-02T15:00:00Z,Manchester City,1.4,50,True,7,7,0,0,0,0,9,52,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,2,8,1.0,4.0,3.0,13.0,5.0,24.0,1.0,5.0,1812.0,2879.0,14.0,60.0
Mikel Merino,Merino,MID,Arsenal,633,2024-11-02T12:30:00Z,Chelsea,2.4,60,False,8,5,0,0,0,1,27,67,0,0,4,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,14,4,5,2.0,4.0,8.0,20.0,4.0,11.0,4.0,11.0,3086.0,4616.0,27.0,62.0
Facundo Buonanotte,Buonanotte,MID,Leicester City,117,2024-11-02T15:00:00Z,Manchester United,4.8,51,False,7,7,0,0,0,3,25,119,1,1,1,7,0,2,0,0,0,0,0,0,0,0,0,2,0,0,7,24,7,8,3.0,10.0,8.0,33.0,11.0,34.0,10.0,34.0,40607.0,172915.0,37.0,88.0
Caoimhin Kelleher,Kelleher,GK,Liverpool,325,2024-11-02T15:00:00Z,Aston Villa,1.2,44,True,9,13,0,0,0,0,4,26,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,7,10,12,0.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,125948.0,120035.0,11.0,65.0
Odeluga Offiah,Offiah,DEF,Brighton & Hove Albion,139,2024-11-02T15:00:00Z,Manchester City,0.0,40,True,7,7,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2914.0,8724.0,11.0,0.0
Lino da Cruz Sousa,Sousa,DEF,Aston Villa,56,2024-11-03T14:00:00Z,Liverpool,0.0,40,False,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8900.0,8695.0,0.0,0.0
Amario Cozier-Duberry,Cozier-Duberry,MID,Brighton & Hove Albion,118,2024-11-02T15:00:00Z,Manchester City,0.0,45,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1751.0,4604.0,0.0,0.0
Emerson Leite de Souza Junior,E.Royal,DEF,Spurs,487,2024-11-03T14:00:00Z,Aston Villa,0.0,45,True,9,9,0,0,0,0,23,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,7,1.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,75459.0,1097.0,36.0,0.0
Kai Havertz,Havertz,FWD,Arsenal,4,2024-11-02T12:30:00Z,Chelsea,3.8,81,False,7,7,0,0,1,2,53,59,1,0,1,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,18,16,5,5,9.0,6.0,31.0,14.0,13.0,14.0,46.0,31.0,997534.0,1887394.0,58.0,90.0
Scott Carson,Carson,GK,Manchester City,344,2024-11-02T15:00:00Z,Brighton & Hove Albion,0.0,40,False,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21717.0,22358.0,0.0,0.0
Ethan Brierley,Brierley,MID,Brentford,87,2024-11-04T20:00:00Z,Bournemouth,0.0,45,True,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3723.0,9567.0,0.0,0.0
Andrey Nascimento dos Santos,Andrey Santos,MID,Chelsea,150,2024-11-03T16:30:00Z,Arsenal,0.0,45,True,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2955.0,378.0,0.0,0.0
Rico Henry,Henry,DEF,Brentford,92,2024-11-04T20:00:00Z,Bournemouth,0.0,43,True,7,7,0,0,0,0,37,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,7,1.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,206410.0,3733.0,36.0,0.0
Mateusz Lis,Lis,GK,Southampton,465,2024-11-02T15:00:00Z,Wolverhampton Wanderers,0.0,40,False,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19090.0,13354.0,0.0,0.0
Yoane Wissa,Wissa,FWD,Brentford,110,2024-11-04T20:00:00Z,Bournemouth,2.6,60,True,7,7,1,1,3,1,62,55,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,15,9,7,4.0,3.0,13.0,10.0,6.0,2.0,19.0,14.0,534986.0,322810.0,51.0,44.0
Daniel Iversen,Iversen,GK,Leicester City,294,2024-11-02T15:00:00Z,Manchester United,0.0,40,False,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215784.0,68171.0,0.0,0.0
Mads Hermansen,Hermansen,GK,Leicester City,293,2024-11-02T15:00:00Z,Manchester United,3.2,45,False,7,7,0,0,0,0,13,61,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,15,1,8,4.0,3.0,36.0,25.0,0.0,0.0,0.0,0.0,87272.0,94241.0,90.0,90.0
Rob Holding,Holding,DEF,Crystal Palace,202,2024-11-02T17:30:00Z,Fulham,0.0,43,True,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12665.0,8744.0,0.0,0.0
Ismaïla Sarr,I.Sarr,MID,Crystal Palace,585,2024-11-02T17:30:00Z,Fulham,1.6,57,True,4,4,0,0,0,0,7,41,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,4,4.0,5.0,7.0,8.0,10.0,12.0,25.0,30.0,19969.0,19784.0,58.0,64.0
Jarrod Bowen,Bowen,MID,West Ham,514,2024-11-02T15:00:00Z,Nott'm Forest,5.0,74,False,7,7,1,1,1,2,94,119,1,0,9,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,23,28,7,7,7.0,10.0,25.0,33.0,22.0,32.0,28.0,33.0,1261431.0,616839.0,90.0,90.0
Mark O’Mahony,O’Mahony,FWD,Brighton & Hove Albion,138,2024-11-02T15:00:00Z,Manchester City,0.0,45,True,7,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20742.0,37071.0,8.0,0.0
Ryan Sessegnon,Sessegnon,DEF,Fulham,579,2024-11-04T20:00:00Z,Crystal Palace,0.0,43,False,6,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31733.0,13726.0,3.0,0.0
Josh Dasilva,Dasilva,MID,Brentford,90,2024-11-04T20:00:00Z,Bournemouth,0.0,48,True,7,7,1,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,7,2.0,0.0,5.0,0.0,11.0,0.0,2.0,0.0,243311.0,476.0,22.0,0.0
Jadon Sancho,Sancho,MID,Chelsea,386,2024-11-03T16:30:00Z,Arsenal,2.4,63,True,8,8,0,0,0,0,12,27,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,6,1.0,2.0,2.0,4.0,3.0,12.0,5.0,5.0,268225.0,232823.0,21.0,35.0
Sam Johnstone,Johnstone,GK,Wolverhampton Wanderers,204,2024-11-02T17:30:00Z,Southampton,0.8,44,True,2,2,0,0,5,0,95,4,2,0,3,6,0,0,0,0,0,0,1,0,0,0,0,0,16,9,27,2,9,2,3.0,1.0,26.0,14.0,0.0,0.0,0.0,0.0,67135.0,50676.0,61.0,25.0
Jonny Evans,Evans,DEF,Manchester United,371,2024-11-03T16:30:00Z,Leicester City,2.0,44,True,5,5,0,0,0,3,69,50,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,12,5,6,2.0,1.0,13.0,8.0,3.0,1.0,0.0,1.0,122685.0,12679.0,61.0,43.0
Mohamed Salah,M.Salah,MID,Liverpool,328,2024-11-02T15:00:00Z,Aston Villa,8.8,127,True,11,13,2,1,4,9,113,139,1,1,6,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,35,42,10,12,12.0,9.0,35.0,36.0,27.0,17.0,57.0,40.0,3381042.0,4243176.0,89.0,86.0
Federico Chiesa,Chiesa,MID,Liverpool,636,2024-11-02T15:00:00Z,Aston Villa,0.0,68,True,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22639.0,20881.0,0.0,0.0
Timothy Castagne,Castagne,DEF,Fulham,244,2024-11-04T20:00:00Z,Crystal Palace,0.4,42,False,7,7,2,0,3,0,92,4,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,4,5,5.0,1.0,22.0,4.0,11.0,0.0,13.0,5.0,241572.0,98082.0,73.0,7.0
Tariq Lamptey,Lamptey,DEF,Brighton & Hove Albion,131,2024-11-02T15:00:00Z,Manchester City,0.6,44,True,7,7,0,1,0,0,4,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,8,0.0,1.0,2.0,5.0,1.0,2.0,0.0,0.0,315749.0,18326.0,9.0,2.0
Ola Aina,Aina,DEF,Nott'm Forest,422,2024-11-02T15:00:00Z,West Ham,5.4,46,True,10,10,0,0,3,3,77,128,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,30,9,12,3.0,4.0,19.0,25.0,8.0,11.0,3.0,4.0,306188.0,698408.0,54.0,90.0
Taiwo Awoniyi,Awoniyi,FWD,Nott'm Forest,424,2024-11-02T15:00:00Z,West Ham,0.8,56,True,10,10,0,0,2,0,52,6,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,14,3,8,12,4.0,0.0,14.0,0.0,2.0,0.0,21.0,3.0,97333.0,37454.0,33.0,8.0
Leandro Trossard,Trossard,MID,Arsenal,23,2024-11-02T12:30:00Z,Chelsea,4.0,69,False,7,7,0,0,0,0,87,40,1,1,2,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,25,12,11,5,8.0,3.0,26.0,8.0,14.0,13.0,42.0,9.0,687317.0,281606.0,59.0,64.0
Jacob Greaves,Greaves,DEF,Ipswich,270,2024-11-02T15:00:00Z,Leicester City,0.0,41,True,2,2,0,0,0,0,0,-5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,4.0,8.0,0.0,0.0,1.0,2.0,517775.0,561279.0,18.0,25.0
Issa Kaboré,Kaboré,DEF,Manchester City,626,2024-11-02T15:00:00Z,Brighton & Hove Albion,0.0,45,False,10,10,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,11,1.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,294836.0,628.0,21.0,0.0
Alfie Whiteman,Whiteman,GK,Spurs,510,2024-11-03T14:00:00Z,Aston Villa,0.0,40,True,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80711.0,160331.0,0.0,0.0
