name,position,team,opponent_team,price,condition,xTotPoints,total_points
Nélson Cabral Semedo,DEF,Wolverhampton Wanderers,Ipswich Town,4.5,1.0,1.13,1
Tommy Doyle,MID,Wolverhampton Wanderers,Ipswich Town,4.8,1.0,0.6,1
Tom Heaton,GK,Manchester United,Manchester City,4.0,1.0,0.0,0
Lesley Ugochukwu,MID,Southampton,Tottenham Hotspur,4.5,1.0,0.19,0
Evan Ferguson,FWD,Brighton & Hove Albion,Crystal Palace,5.5,1.0,1.07,1
Evan Ferguson,FWD,Brighton & Hove Albion,Crystal Palace,5.5,1.0,1.07,1
Christian Eriksen,MID,Manchester United,Manchester City,5.3,1.0,0.52,0
Jean-Ricner Bellegarde,MID,Wolverhampton Wanderers,Ipswich Town,5.0,1.0,1.25,2
Benoît Badiashile,DEF,Chelsea,Brentford,4.3,1.0,0.34,0
Jack Stephens,DEF,Southampton,Tottenham Hotspur,4.0,0.0,0.1,0
Mateo Kovačić,MID,Manchester City,Manchester United,5.4,1.0,0.25,1
Phil Foden,MID,Manchester City,Manchester United,9.1,1.0,0.95,2
Mason Mount,MID,Manchester United,Manchester City,6.3,1.0,0.55,1
Gabriel Martinelli Silva,MID,Arsenal,Everton,6.7,1.0,1.12,3
Yasin Ayari,MID,Brighton & Hove Albion,Crystal Palace,5.0,1.0,1.06,2
Mikel Merino,MID,Arsenal,Everton,6.0,1.0,1.08,3
Facundo Buonanotte,MID,Leicester City,Newcastle United,5.0,1.0,1.85,1
Kai Havertz,FWD,Arsenal,Everton,7.9,1.0,2.79,2
Scott Carson,GK,Manchester City,Manchester United,4.0,1.0,0.0,0
Ethan Brierley,MID,Brentford,Chelsea,4.5,1.0,0.0,0
Rico Henry,DEF,Brentford,Chelsea,4.3,0.0,0.0,0
Yoane Wissa,FWD,Brentford,Chelsea,6.2,1.0,6.22,2
Daniel Iversen,GK,Leicester City,Newcastle United,4.0,1.0,0.0,0
Mads Hermansen,GK,Leicester City,Newcastle United,4.5,1.0,1.33,2
Rob Holding,DEF,Crystal Palace,Brighton & Hove Albion,4.3,1.0,0.0,0
Ismaïla Sarr,MID,Crystal Palace,Brighton & Hove Albion,5.7,1.0,2.76,17
Ryan Sessegnon,DEF,Fulham,Liverpool,4.2,1.0,0.21,0
Josh Dasilva,MID,Brentford,Chelsea,4.8,0.0,0.0,0
Jadon Sancho,MID,Chelsea,Brentford,6.2,1.0,2.88,2
Sam Johnstone,GK,Wolverhampton Wanderers,Ipswich Town,4.3,1.0,0.2,1
Jonny Evans,DEF,Manchester United,Manchester City,4.4,0.75,0.25,0
Timothy Castagne,DEF,Fulham,Liverpool,4.2,1.0,0.58,1
Tariq Lamptey,DEF,Brighton & Hove Albion,Crystal Palace,4.4,1.0,3.11,0
Leandro Trossard,MID,Arsenal,Everton,6.8,1.0,4.12,1
Fabian Schär,DEF,Newcastle United,Leicester City,5.4,1.0,2.76,6
Nicolas Jackson,FWD,Chelsea,Brentford,8.2,1.0,5.69,9
Jamie Vardy,FWD,Leicester City,Newcastle United,5.6,1.0,3.68,1
Miguel Almirón Rejala,MID,Newcastle United,Leicester City,5.5,1.0,0.5,0
Marcus Tavernier,MID,Bournemouth,West Ham United,5.5,0.0,2.41,0
Omari Kellyman,MID,Chelsea,Brentford,4.4,0.0,0.0,0
Martial Godo,MID,Fulham,Liverpool,4.5,1.0,0.0,0
Harrison Reed,MID,Fulham,Liverpool,4.7,0.0,0.07,0
Will Alves,MID,Leicester City,Newcastle United,4.5,1.0,0.0,0
Carlos Baleba,MID,Brighton & Hove Albion,Crystal Palace,5.0,1.0,1.18,2
James Hill,DEF,Bournemouth,West Ham United,3.9,1.0,0.12,0
Ryan Fraser,MID,Southampton,Tottenham Hotspur,4.8,1.0,1.0,0
Robin Olsen,GK,Aston Villa,Nottingham Forest,4.5,1.0,0.21,0
Mathias Jensen,MID,Brentford,Chelsea,5.3,0.0,1.26,0
Bart Verbruggen,GK,Brighton & Hove Albion,Crystal Palace,4.5,1.0,2.05,1
Dango Ouattara,MID,Bournemouth,West Ham United,5.0,1.0,2.51,2
Yehor Yarmoliuk,MID,Brentford,Chelsea,4.4,1.0,1.05,2
Tyler Dibling,MID,Southampton,Tottenham Hotspur,4.5,1.0,1.06,2
Paul Onuachu,FWD,Southampton,Tottenham Hotspur,4.9,1.0,0.25,0
Paul Onuachu,FWD,Southampton,Tottenham Hotspur,4.9,1.0,0.25,0
Kieran Tierney,DEF,Arsenal,Everton,4.3,1.0,0.0,0
Sugawara Yukinari,DEF,Southampton,Tottenham Hotspur,4.4,1.0,0.57,1
Bobby De Cordova-Reid,MID,Leicester City,Newcastle United,5.2,1.0,3.25,1
Manuel Ugarte,MID,Manchester United,Manchester City,4.9,1.0,1.0,2
Matheus Luiz Nunes,MID,Manchester City,Manchester United,4.9,1.0,1.87,2
Cameron Peupion,MID,Brighton & Hove Albion,Crystal Palace,4.4,1.0,0.0,0
Kosta Nedeljković,DEF,Aston Villa,Nottingham Forest,4.0,1.0,0.0,0
Sepp van den Berg,DEF,Brentford,Chelsea,4.1,1.0,1.92,1
Ferdi Kadioglu,DEF,Brighton & Hove Albion,Crystal Palace,4.5,0.25,0.0,0
Mats Wieffer,MID,Brighton & Hove Albion,Crystal Palace,4.7,1.0,1.09,1
Kyle Walker,DEF,Manchester City,Manchester United,5.2,1.0,0.83,0
Robert Sánchez,GK,Chelsea,Brentford,4.8,1.0,1.55,3
Ricardo Barbosa Pereira,DEF,Leicester City,Newcastle United,4.2,0.0,0.0,0
Garang Kuol,MID,Newcastle United,Leicester City,4.4,1.0,0.0,0
Rúben Gato Alves Dias,DEF,Manchester City,Manchester United,5.4,1.0,1.49,1
Ben Chilwell,DEF,Chelsea,Brentford,4.7,1.0,0.0,0
Tyrick Mitchell,DEF,Crystal Palace,Brighton & Hove Albion,4.8,1.0,1.46,11
Nico O'Reilly,MID,Manchester City,Manchester United,4.9,1.0,0.0,0
Aaron Ramsdale,GK,Southampton,Tottenham Hotspur,4.4,0.0,0.01,0
Igor Thiago Nascimento Rodrigues,FWD,Brentford,Chelsea,5.9,1.0,1.0,0
Igor Thiago Nascimento Rodrigues,FWD,Brentford,Chelsea,5.9,1.0,1.0,0
Kaden Rodney,MID,Crystal Palace,Brighton & Hove Albion,4.5,1.0,0.0,0
Armel Bella-Kotchap,DEF,Southampton,Tottenham Hotspur,3.9,1.0,0.0,0
Rodrigo Martins Gomes,MID,Wolverhampton Wanderers,Ipswich Town,5.2,1.0,1.06,0
Lamare Bogarde,DEF,Aston Villa,Nottingham Forest,4.0,1.0,-0.01,0
Noussair Mazraoui,DEF,Manchester United,Manchester City,4.7,1.0,2.01,2
Cameron Archer,FWD,Southampton,Tottenham Hotspur,5.0,1.0,1.0,1
Ezri Konsa Ngoyo,DEF,Aston Villa,Nottingham Forest,4.4,1.0,1.98,1
Erling Haaland,FWD,Manchester City,Manchester United,14.9,1.0,5.15,2
Bilal El Khannouss,MID,Leicester City,Newcastle United,4.8,1.0,1.82,2
Matt Turner,GK,Crystal Palace,Brighton & Hove Albion,4.0,1.0,0.0,0
Juan Larios López,DEF,Southampton,Tottenham Hotspur,4.0,0.0,0.0,0
Toby Collyer,MID,Manchester United,Manchester City,4.5,1.0,0.0,0
Asher Agbinone,MID,Crystal Palace,Brighton & Hove Albion,4.5,1.0,0.06,0
Kadan Young,MID,Aston Villa,Nottingham Forest,4.5,1.0,0.0,0
Ethan Pinnock,DEF,Brentford,Chelsea,4.5,1.0,3.03,1
William Saliba,DEF,Arsenal,Everton,6.2,1.0,6.17,6
Altay Bayindir,GK,Manchester United,Manchester City,4.3,1.0,0.0,0
Chris Richards,DEF,Crystal Palace,Brighton & Hove Albion,4.4,1.0,0.3,0
Rayan Aït-Nouri,DEF,Wolverhampton Wanderers,Ipswich Town,4.9,1.0,2.13,-2
James Justin,DEF,Leicester City,Newcastle United,4.4,1.0,0.65,0
Joshua Zirkzee,FWD,Manchester United,Manchester City,6.6,1.0,1.14,1
Martin Ødegaard,MID,Arsenal,Everton,8.3,1.0,4.95,3
Cesare Casadei,MID,Chelsea,Brentford,4.4,1.0,0.0,0
Jaden Philogene,MID,Aston Villa,Nottingham Forest,5.3,1.0,1.01,0
Mario Lemina,MID,Wolverhampton Wanderers,Ipswich Town,5.0,1.0,2.12,2
Adam Wharton,MID,Crystal Palace,Brighton & Hove Albion,4.7,0.0,0.0,0
Luis Sinisterra,MID,Bournemouth,West Ham United,4.9,0.0,0.02,0
Stephy Mavididi,MID,Leicester City,Newcastle United,5.2,1.0,0.36,1
Anthony Gordon,MID,Newcastle United,Leicester City,7.2,1.0,3.88,6
Diego Carlos Santos Silva,DEF,Aston Villa,Nottingham Forest,4.5,1.0,1.42,1
Josh King,MID,Fulham,Liverpool,4.5,1.0,0.21,0
Matt O'Riley,MID,Brighton & Hove Albion,Crystal Palace,5.5,1.0,1.73,0
Jørgen Strand Larsen,FWD,Wolverhampton Wanderers,Ipswich Town,5.7,1.0,2.21,2
Riccardo Calafiori,DEF,Arsenal,Everton,5.8,0.25,1.05,0
Luke Cundle,MID,Wolverhampton Wanderers,Ipswich Town,4.5,1.0,0.0,0
Jan Bednarek,DEF,Southampton,Tottenham Hotspur,4.0,1.0,0.1,0
André Onana,GK,Manchester United,Manchester City,5.2,1.0,3.68,2
Odsonne Edouard,FWD,Leicester City,Newcastle United,5.1,1.0,0.07,0
Odsonne Edouard,FWD,Leicester City,Newcastle United,5.1,1.0,0.07,0
Deivid Washington de Souza Eugênio,FWD,Chelsea,Brentford,4.9,1.0,0.0,0
Deivid Washington de Souza Eugênio,FWD,Chelsea,Brentford,4.9,1.0,0.0,0
Bukayo Saka,MID,Arsenal,Everton,10.6,1.0,7.65,3
Hamza Choudhury,MID,Leicester City,Newcastle United,4.3,1.0,0.0,1
Wesley Fofana,DEF,Chelsea,Brentford,4.4,0.0,0.7,0
Lucas Digne,DEF,Aston Villa,Nottingham Forest,4.7,1.0,1.33,2
Joe Aribo,MID,Southampton,Tottenham Hotspur,4.9,1.0,2.1,2
Matthijs de Ligt,DEF,Manchester United,Manchester City,5.0,1.0,2.07,2
Jack Hinshelwood,MID,Brighton & Hove Albion,Crystal Palace,5.0,0.5,0.1,0
Antoine Semenyo,MID,Bournemouth,West Ham United,5.7,1.0,1.45,3
Will Dennis,GK,Bournemouth,West Ham United,4.0,1.0,0.03,0
Joe Lumley,GK,Southampton,Tottenham Hotspur,4.0,1.0,1.31,0
Kim Ji-soo,DEF,Brentford,Chelsea,3.9,1.0,0.0,0
Franco Umeh-Chibueze,MID,Crystal Palace,Brighton & Hove Albion,4.4,0.25,0.0,0
Nathaniel Clyne,DEF,Crystal Palace,Brighton & Hove Albion,4.3,1.0,0.63,1
Saša Lukić,MID,Fulham,Liverpool,4.8,1.0,0.85,2
Kevin De Bruyne,MID,Manchester City,Manchester United,9.5,1.0,3.25,6
Norberto Murara Neto,GK,Arsenal,Everton,4.2,1.0,0.0,0
Tyrell Malacia,DEF,Manchester United,Manchester City,4.4,1.0,0.0,0
Lewis Dunk,DEF,Brighton & Hove Albion,Crystal Palace,4.4,1.0,0.72,0
Antony Matheus dos Santos,MID,Manchester United,Manchester City,5.7,1.0,0.21,1
Chadi Riad Dnanou,DEF,Crystal Palace,Brighton & Hove Albion,4.3,0.75,0.0,0
Levi Colwill,DEF,Chelsea,Brentford,4.5,1.0,1.24,2
Nick Pope,GK,Newcastle United,Leicester City,5.0,0.25,1.56,0
Jorge Luiz Frello Filho,MID,Arsenal,Everton,4.7,1.0,0.97,1
Oliwier Zych,GK,Aston Villa,Nottingham Forest,4.0,1.0,0.0,0
Yerson Mosquera,DEF,Wolverhampton Wanderers,Ipswich Town,3.9,0.0,0.0,0
Sil Swinkels,DEF,Aston Villa,Nottingham Forest,4.0,1.0,0.0,0
Christian Nørgaard,MID,Brentford,Chelsea,4.8,1.0,1.24,2
Emiliano Martínez Romero,GK,Aston Villa,Nottingham Forest,5.0,1.0,2.29,2
Declan Rice,MID,Arsenal,Everton,6.2,1.0,2.34,3
Gabriel dos Santos Magalhães,DEF,Arsenal,Everton,6.2,0.75,4.08,9
Salah-Eddine Oulad M'hand,MID,Arsenal,Everton,4.5,1.0,0.0,0
Vitaly Janelt,MID,Brentford,Chelsea,4.9,0.75,2.22,0
Adama Traoré,MID,Fulham,Liverpool,4.8,1.0,0.53,1
Tommy Setford,GK,Arsenal,Everton,4.5,1.0,0.0,0
Keane Lewis-Potter,MID,Brentford,Chelsea,5.0,1.0,1.29,2
Michael Golding,MID,Leicester City,Newcastle United,4.4,1.0,0.0,0
João Félix Sequeira,MID,Chelsea,Brentford,6.0,1.0,1.34,0
Remi Matthews,GK,Crystal Palace,Brighton & Hove Albion,4.0,1.0,0.0,0
Emile Smith Rowe,MID,Fulham,Liverpool,5.5,1.0,2.07,1
Enes Ünal,FWD,Bournemouth,West Ham United,5.4,1.0,2.17,8
Lucas Bergström,GK,Chelsea,Brentford,4.0,1.0,0.0,0
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,West Ham United,6.1,1.0,4.08,2
Gabriel Fernando de Jesus,FWD,Arsenal,Everton,6.8,1.0,0.57,1
Gabriel Fernando de Jesus,FWD,Arsenal,Everton,6.8,1.0,0.57,1
David Raya Martin,GK,Arsenal,Everton,5.6,1.0,3.91,6
Enso González,MID,Wolverhampton Wanderers,Ipswich Town,4.4,0.0,0.0,0
Christopher Nkunku,MID,Chelsea,Brentford,5.8,1.0,0.74,1
Manuel Akanji,DEF,Manchester City,Manchester United,5.3,0.25,0.07,0
Joe Willock,MID,Newcastle United,Leicester City,4.8,0.5,1.0,1
Mark Flekken,GK,Brentford,Chelsea,4.5,1.0,3.73,3
Lewis Cook,MID,Bournemouth,West Ham United,5.0,1.0,1.52,2
Alex Iwobi,MID,Fulham,Liverpool,5.7,1.0,5.54,2
Ethan Nwaneri,MID,Arsenal,Everton,4.5,1.0,0.75,1
Ross Stewart,FWD,Southampton,Tottenham Hotspur,4.4,0.0,0.0,0
Ross Stewart,FWD,Southampton,Tottenham Hotspur,4.4,0.0,0.0,0
Matt Doherty,DEF,Wolverhampton Wanderers,Ipswich Town,4.3,1.0,1.31,0
Ilkay Gündogan,MID,Manchester City,Manchester United,6.5,1.0,1.56,2
Isaac Hayden,MID,Newcastle United,Leicester City,4.4,1.0,0.0,0
Tom Cairney,MID,Fulham,Liverpool,4.8,0.0,0.9,0
Jacob Ramsey,MID,Aston Villa,Nottingham Forest,5.4,0.0,0.14,0
Emiliano Buendía Stati,MID,Aston Villa,Nottingham Forest,5.2,1.0,0.43,0
James McAtee,MID,Manchester City,Manchester United,4.6,1.0,0.22,0
Youri Tielemans,MID,Aston Villa,Nottingham Forest,5.5,1.0,1.2,3
Oleksandr Zinchenko,DEF,Arsenal,Everton,4.8,0.25,1.9,0
Ederson Santana de Moraes,GK,Manchester City,Manchester United,5.4,1.0,0.83,1
Diogo Dalot Teixeira,DEF,Manchester United,Manchester City,5.2,1.0,1.94,2
Danny Welbeck,FWD,Brighton & Hove Albion,Crystal Palace,5.8,1.0,1.09,0
Yankuba Minteh,MID,Brighton & Hove Albion,Crystal Palace,5.1,1.0,0.87,2
Nathan Aké,DEF,Manchester City,Manchester United,5.3,0.0,1.15,0
Bernd Leno,GK,Fulham,Liverpool,5.0,1.0,2.34,1
Jamaal Lascelles,DEF,Newcastle United,Leicester City,4.5,0.0,0.0,0
Axel Disasi,DEF,Chelsea,Brentford,4.2,1.0,2.65,0
Ismeal Kabia,MID,Arsenal,Everton,4.5,1.0,0.0,0
Kevin Schade,MID,Brentford,Chelsea,5.1,1.0,4.66,3
Victor Kristiansen,DEF,Leicester City,Newcastle United,4.5,1.0,1.07,0
Kyle Walker-Peters,DEF,Southampton,Tottenham Hotspur,4.4,1.0,1.0,0
Daniel Bentley,GK,Wolverhampton Wanderers,Ipswich Town,4.0,1.0,0.0,0
Antonee Robinson,DEF,Fulham,Liverpool,4.7,1.0,4.29,6
Patson Daka,FWD,Leicester City,Newcastle United,4.8,1.0,1.92,1
Patson Daka,FWD,Leicester City,Newcastle United,4.8,1.0,1.92,1
Illia Zabarnyi,DEF,Bournemouth,West Ham United,4.4,1.0,2.16,2
Gavin Bazunu,GK,Southampton,Tottenham Hotspur,4.3,0.0,0.0,0
Sven Botman,DEF,Newcastle United,Leicester City,4.4,0.0,0.0,0
Danny Ward,GK,Leicester City,Newcastle United,4.0,1.0,0.0,1
Samuel Amo-Ameyaw,MID,Southampton,Tottenham Hotspur,4.4,1.0,0.0,0
Joe Gauci,GK,Aston Villa,Nottingham Forest,4.0,1.0,0.0,0
João Pedro Junqueira de Jesus,FWD,Brighton & Hove Albion,Crystal Palace,5.9,1.0,7.88,2
Justin Kluivert,MID,Bournemouth,West Ham United,5.5,1.0,5.94,3
Martin Dúbravka,GK,Newcastle United,Leicester City,4.2,1.0,0.0,6
Flynn Downes,MID,Southampton,Tottenham Hotspur,4.8,1.0,0.99,2
Alejandro Garnacho,MID,Manchester United,Manchester City,6.2,1.0,2.3,0
Ronnie Edwards,DEF,Southampton,Tottenham Hotspur,3.9,1.0,0.2,0
Jack Grealish,MID,Manchester City,Manchester United,6.4,1.0,1.2,1
Simon Adingra,MID,Brighton & Hove Albion,Crystal Palace,5.2,1.0,1.08,1
Ben Mee,DEF,Brentford,Chelsea,4.2,1.0,0.19,0
Leon Chiwome,FWD,Wolverhampton Wanderers,Ipswich Town,4.5,1.0,0.0,0
Leon Chiwome,FWD,Wolverhampton Wanderers,Ipswich Town,4.5,1.0,0.0,0
Carney Chukwuemeka,MID,Chelsea,Brentford,4.8,1.0,0.0,0
Tom King,GK,Wolverhampton Wanderers,Ipswich Town,4.0,1.0,0.0,0
Wout Faes,DEF,Leicester City,Newcastle United,4.1,1.0,0.74,0
Leny Yoro,DEF,Manchester United,Manchester City,4.3,1.0,0.34,1
Pedro Lomba Neto,MID,Chelsea,Brentford,6.2,0.0,1.95,0
Ian Maatsen,DEF,Aston Villa,Nottingham Forest,4.6,1.0,0.4,1
Harry Winks,MID,Leicester City,Newcastle United,4.5,0.5,0.42,0
Mads Roerslev Rasmussen,DEF,Brentford,Chelsea,4.3,1.0,0.82,2
Jurriën Timber,DEF,Arsenal,Everton,5.7,1.0,3.78,6
Saša Kalajdžić,FWD,Wolverhampton Wanderers,Ipswich Town,4.8,0.0,0.0,0
Saša Kalajdžić,FWD,Wolverhampton Wanderers,Ipswich Town,4.8,0.0,0.0,0
Julio Enciso,MID,Brighton & Hove Albion,Crystal Palace,5.4,1.0,0.0,1
Ayden Heaven,DEF,Arsenal,Everton,4.0,1.0,0.0,0
Marc Cucurella Saseta,DEF,Chelsea,Brentford,5.1,1.0,4.32,5
Toti António Gomes,DEF,Wolverhampton Wanderers,Ipswich Town,4.3,1.0,2.17,1
Dan Burn,DEF,Newcastle United,Leicester City,4.4,1.0,3.34,6
Boubacar Traoré,MID,Wolverhampton Wanderers,Ipswich Town,4.8,0.0,0.0,0
Mikkel Damsgaard,MID,Brentford,Chelsea,5.0,1.0,4.62,2
Carlos Vinícius Alves Morais,FWD,Fulham,Liverpool,5.0,1.0,0.0,0
Carlos Vinícius Alves Morais,FWD,Fulham,Liverpool,5.0,1.0,0.0,0
Pervis Estupiñán,DEF,Brighton & Hove Albion,Crystal Palace,5.1,1.0,4.65,1
James Milner,MID,Brighton & Hove Albion,Crystal Palace,5.0,0.25,0.0,0
Ryan Trevitt,MID,Brentford,Chelsea,4.5,1.0,0.0,0
Enzo Fernández,MID,Chelsea,Brentford,5.0,1.0,7.76,5
Luke Shaw,DEF,Manchester United,Manchester City,4.9,0.0,0.39,0
Fábio Freitas Gouveia Carvalho,MID,Brentford,Chelsea,4.7,1.0,0.41,1
Jérémy Doku,MID,Manchester City,Manchester United,6.2,1.0,2.48,3
Marcus Bettinelli,GK,Chelsea,Brentford,3.9,1.0,0.0,0
Aaron Hickey,DEF,Brentford,Chelsea,4.3,0.0,0.0,0
Alex McCarthy,GK,Southampton,Tottenham Hotspur,4.3,1.0,0.52,1
Steven Benda,GK,Fulham,Liverpool,4.0,1.0,0.0,0
Dean Henderson,GK,Crystal Palace,Brighton & Hove Albion,4.4,1.0,3.56,2
Cheick Doucouré,MID,Crystal Palace,Brighton & Hove Albion,4.9,1.0,0.41,1
Wilfred Ndidi,MID,Leicester City,Newcastle United,5.0,0.0,1.55,0
Maxence Lacroix,DEF,Crystal Palace,Brighton & Hove Albion,4.5,1.0,3.12,2
John Ruddy,GK,Newcastle United,Leicester City,4.0,1.0,0.0,0
Caleb Okoli,DEF,Leicester City,Newcastle United,4.0,1.0,0.21,0
Odysseas Vlachodimos,GK,Newcastle United,Leicester City,4.3,1.0,0.0,0
Daichi Kamada,MID,Crystal Palace,Brighton & Hove Albion,5.1,1.0,-0.05,1
Reece James,DEF,Chelsea,Brentford,4.8,0.0,0.06,0
Georginio Rutter,MID,Brighton & Hove Albion,Crystal Palace,5.6,1.0,1.99,2
Santiago Bueno,DEF,Wolverhampton Wanderers,Ipswich Town,4.3,1.0,1.16,1
Kenny Tete,DEF,Fulham,Liverpool,4.5,1.0,3.73,1
Pablo Sarabia,MID,Wolverhampton Wanderers,Ipswich Town,5.1,0.0,1.04,0
Kortney Hause,DEF,Aston Villa,Nottingham Forest,4.0,1.0,0.0,0
Bastien Meupiyou,DEF,Wolverhampton Wanderers,Ipswich Town,4.0,1.0,0.0,0
Tino Livramento,DEF,Newcastle United,Leicester City,4.5,1.0,1.18,6
Tyler Adams,MID,Bournemouth,West Ham United,4.9,1.0,1.5,1
Marcus Rashford,MID,Manchester United,Manchester City,6.9,1.0,7.53,0
Daniel Muñoz,DEF,Crystal Palace,Brighton & Hove Albion,4.7,1.0,1.68,1
Bruno Guimarães Rodriguez Moura,MID,Newcastle United,Leicester City,6.1,1.0,3.23,7
Charlie Taylor,DEF,Southampton,Tottenham Hotspur,3.9,1.0,0.16,0
Bryan Mbeumo,MID,Brentford,Chelsea,7.6,1.0,6.93,9
Matty Cash,DEF,Aston Villa,Nottingham Forest,4.4,1.0,1.25,1
Adam Lallana,MID,Southampton,Tottenham Hotspur,5.0,1.0,0.0,0
Sandro Tonali,MID,Newcastle United,Leicester City,5.5,1.0,1.28,3
Issa Diop,DEF,Fulham,Liverpool,4.4,1.0,1.33,0
Igor Julio dos Santos de Paulo,DEF,Brighton & Hove Albion,Crystal Palace,4.4,1.0,1.6,0
Joelinton Cássio Apolinário de Lira,MID,Newcastle United,Leicester City,6.0,1.0,2.84,2
John McGinn,MID,Aston Villa,Nottingham Forest,5.2,1.0,2.01,6
Oscar Bobb,MID,Manchester City,Manchester United,4.7,0.0,0.0,0
Pedro Cardoso de Lima,DEF,Wolverhampton Wanderers,Ipswich Town,4.0,1.0,0.0,0
