name,team,price,condition,position,GW
Sels,Nottingham Forest,4.9,1.0,GK,21
Pickford,Everton,5.0,1.0,GK,21
Raya,Arsenal,5.6,1.0,GK,21
Onana,Manchester United,5.1,1.0,GK,21
Sánchez,Chelsea,4.8,1.0,GK,21
Henderson,Crystal Palace,4.5,0.75,GK,21
Flekken,Brentford,4.4,1.0,GK,21
Leno,Fulham,5.0,1.0,GK,21
Martinez,Aston Villa,5.0,0.75,GK,21
Arrizabalaga,Bournemouth,4.5,0.0,GK,21
Verbruggen,Brighton & Hove Albion,4.5,1.0,GK,21
Muric,Ipswich Town,4.4,1.0,GK,21
Pope,Newcastle United,4.9,0.25,GK,21
A.Becker,Liverpool,5.4,1.0,GK,21
Ramsdale,Southampton,4.4,1.0,GK,21
Hermansen,Leicester City,4.5,0.0,GK,21
Kelleher,Liverpool,4.2,1.0,GK,21
Vicario,Tottenham Hotspur,4.8,0.0,GK,21
José Sá,Wolverhampton Wanderers,4.3,1.0,GK,21
Ederson M.,Manchester City,5.3,1.0,GK,21
Fabianski,West Ham United,4.1,1.0,GK,21
Dúbravka,Newcastle United,4.2,1.0,GK,21
Ortega Moreno,Manchester City,5.2,1.0,GK,21
Forster,Tottenham Hotspur,4.3,1.0,GK,21
Areola,West Ham United,4.2,1.0,GK,21
Travers,Bournemouth,4.4,1.0,GK,21
Walton,Ipswich Town,4.3,1.0,GK,21
Johnstone,Wolverhampton Wanderers,4.3,1.0,GK,21
McCarthy,Southampton,4.3,1.0,GK,21
Steele,Brighton & Hove Albion,4.1,1.0,GK,21
Lumley,Southampton,4.0,1.0,GK,21
Neto,Arsenal,4.1,1.0,GK,21
Stolarczyk,Leicester City,4.0,1.0,GK,21
Jørgensen,Chelsea,4.2,1.0,GK,21
Ward,Leicester City,4.0,1.0,GK,21
Olsen,Aston Villa,4.5,1.0,GK,21
Valdimarsson,Brentford,3.9,1.0,GK,21
Jaros,Liverpool,4.0,1.0,GK,21
Austin,Tottenham Hotspur,4.0,1.0,GK,21
Setford,Arsenal,4.5,1.0,GK,21
Gauci,Aston Villa,4.0,1.0,GK,21
Zych,Aston Villa,4.0,1.0,GK,21
Dennis,Bournemouth,4.0,1.0,GK,21
Cahill,Brighton & Hove Albion,3.9,1.0,GK,21
Bergström,Chelsea,3.9,1.0,GK,21
Bettinelli,Chelsea,3.9,1.0,GK,21
Matthews,Crystal Palace,3.9,1.0,GK,21
Turner,Crystal Palace,3.9,1.0,GK,21
J.Virginia,Everton,3.9,1.0,GK,21
Begovic,Everton,4.0,1.0,GK,21
Benda,Fulham,4.0,1.0,GK,21
Slicker,Ipswich Town,3.9,1.0,GK,21
Iversen,Leicester City,3.9,1.0,GK,21
Davies,Liverpool,4.0,1.0,GK,21
Carson,Manchester City,4.0,1.0,GK,21
Brits,Manchester City,4.0,1.0,GK,21
Bayindir,Manchester United,4.3,1.0,GK,21
Heaton,Manchester United,4.0,1.0,GK,21
Odysseas,Newcastle United,4.3,1.0,GK,21
Ruddy,Newcastle United,4.0,1.0,GK,21
C.Miguel,Nottingham Forest,4.2,1.0,GK,21
Hennessey,Nottingham Forest,4.0,1.0,GK,21
Bazunu,Southampton,4.3,0.75,GK,21
Whiteman,Tottenham Hotspur,4.0,1.0,GK,21
Kinsky,Tottenham Hotspur,4.5,1.0,GK,21
Foderingham,West Ham United,4.3,1.0,GK,21
Bentley,Wolverhampton Wanderers,3.9,1.0,GK,21
King,Wolverhampton Wanderers,4.0,1.0,GK,21
Aina,Nottingham Forest,5.2,1.0,DEF,21
Gabriel,Arsenal,6.4,1.0,DEF,21
Alexander-Arnold,Liverpool,7.2,1.0,DEF,21
Milenković,Nottingham Forest,4.8,1.0,DEF,21
Hall,Newcastle United,4.9,1.0,DEF,21
Murillo,Nottingham Forest,4.6,1.0,DEF,21
Kerkez,Bournemouth,4.8,1.0,DEF,21
Virgil,Liverpool,6.4,1.0,DEF,21
Saliba,Arsenal,6.3,1.0,DEF,21
Gvardiol,Manchester City,6.0,1.0,DEF,21
Young,Everton,4.7,1.0,DEF,21
Pedro Porro,Tottenham Hotspur,5.5,1.0,DEF,21
Robinson,Fulham,5.0,1.0,DEF,21
J.Timber,Arsenal,5.7,1.0,DEF,21
Collins,Brentford,4.6,1.0,DEF,21
Muñoz,Crystal Palace,4.7,1.0,DEF,21
Mitchell,Crystal Palace,4.8,1.0,DEF,21
Tarkowski,Everton,4.8,1.0,DEF,21
Burn,Newcastle United,4.4,1.0,DEF,21
Wan-Bissaka,West Ham United,4.6,1.0,DEF,21
