name,team,price,condition,position,GW
Pickford,Everton,4.9,1.0,GK,17
Sels,Nottingham Forest,4.7,1.0,GK,17
Onana,Manchester United,5.2,1.0,GK,17
Raya,Arsenal,5.6,1.0,GK,17
Sánchez,Chelsea,4.8,1.0,GK,17
Henderson,Crystal Palace,4.4,1.0,GK,17
Leno,Fulham,5.0,1.0,GK,17
Flekken,Brentford,4.5,1.0,GK,17
Pope,Newcastle United,4.9,0.0,GK,17
Martinez,Aston Villa,5.0,1.0,GK,17
Muric,Ipswich Town,4.4,1.0,GK,17
Arrizabalaga,Bournemouth,4.5,1.0,GK,17
Verbruggen,Brighton & Hove Albion,4.5,1.0,GK,17
Hermansen,Leicester City,4.5,0.75,GK,17
A.Becker,Liverpool,5.4,1.0,GK,17
Kelleher,Liverpool,4.5,1.0,GK,17
Vicario,Tottenham Hotspur,4.9,0.0,GK,17
Ramsdale,Southampton,4.4,0.5,GK,17
Ederson M.,Manchester City,5.4,0.5,GK,17
Fabianski,West Ham United,4.1,1.0,GK,17
José Sá,Wolverhampton Wanderers,4.3,0.75,GK,17
Forster,Tottenham Hotspur,4.3,1.0,GK,17
Areola,West Ham United,4.2,1.0,GK,17
Ortega Moreno,Manchester City,5.2,1.0,GK,17
Dúbravka,Newcastle United,4.2,1.0,GK,17
Johnstone,Wolverhampton Wanderers,4.3,1.0,GK,17
Travers,Bournemouth,4.4,1.0,GK,17
McCarthy,Southampton,4.3,1.0,GK,17
Steele,Brighton & Hove Albion,4.2,1.0,GK,17
Lumley,Southampton,4.0,1.0,GK,17
Neto,Arsenal,4.2,1.0,GK,17
Jørgensen,Chelsea,4.2,1.0,GK,17
Walton,Ipswich Town,4.3,1.0,GK,17
Ward,Leicester City,4.0,1.0,GK,17
Olsen,Aston Villa,4.5,1.0,GK,17
Jaros,Liverpool,4.0,1.0,GK,17
Setford,Arsenal,4.5,1.0,GK,17
Gauci,Aston Villa,4.0,1.0,GK,17
Zych,Aston Villa,4.0,1.0,GK,17
Dennis,Bournemouth,4.0,1.0,GK,17
Valdimarsson,Brentford,3.9,1.0,GK,17
Cahill,Brighton & Hove Albion,3.9,1.0,GK,17
Bergström,Chelsea,3.9,1.0,GK,17
Bettinelli,Chelsea,3.9,1.0,GK,17
Matthews,Crystal Palace,3.9,1.0,GK,17
Turner,Crystal Palace,4.0,1.0,GK,17
J.Virginia,Everton,3.9,1.0,GK,17
Begovic,Everton,4.0,1.0,GK,17
Benda,Fulham,4.0,1.0,GK,17
Slicker,Ipswich Town,4.0,1.0,GK,17
Iversen,Leicester City,3.9,1.0,GK,17
Stolarczyk,Leicester City,4.0,0.75,GK,17
Davies,Liverpool,4.0,1.0,GK,17
Carson,Manchester City,4.0,1.0,GK,17
Bayindir,Manchester United,4.3,1.0,GK,17
Heaton,Manchester United,4.0,1.0,GK,17
Odysseas,Newcastle United,4.3,1.0,GK,17
Ruddy,Newcastle United,4.0,1.0,GK,17
C.Miguel,Nottingham Forest,4.2,1.0,GK,17
Bazunu,Southampton,4.3,0.0,GK,17
Austin,Tottenham Hotspur,4.0,1.0,GK,17
Whiteman,Tottenham Hotspur,4.0,1.0,GK,17
Foderingham,West Ham United,4.3,1.0,GK,17
Bentley,Wolverhampton Wanderers,4.0,1.0,GK,17
King,Wolverhampton Wanderers,4.0,1.0,GK,17
Aina,Nottingham Forest,5.0,1.0,DEF,17
Gabriel,Arsenal,6.3,1.0,DEF,17
Young,Everton,4.7,1.0,DEF,17
Alexander-Arnold,Liverpool,7.0,1.0,DEF,17
Virgil,Liverpool,6.5,1.0,DEF,17
Milenković,Nottingham Forest,4.6,1.0,DEF,17
Gvardiol,Manchester City,6.1,1.0,DEF,17
Saliba,Arsenal,6.3,1.0,DEF,17
Robinson,Fulham,4.9,1.0,DEF,17
Murillo,Nottingham Forest,4.6,1.0,DEF,17
Pedro Porro,Tottenham Hotspur,5.5,1.0,DEF,17
Hall,Newcastle United,4.6,1.0,DEF,17
Kerkez,Bournemouth,4.7,1.0,DEF,17
Tarkowski,Everton,4.8,1.0,DEF,17
J.Timber,Arsenal,5.7,1.0,DEF,17
Mykolenko,Everton,4.3,1.0,DEF,17
Dalot,Manchester United,5.2,1.0,DEF,17
Muñoz,Crystal Palace,4.7,1.0,DEF,17
Collins,Brentford,4.6,1.0,DEF,17
Wan-Bissaka,West Ham United,4.6,1.0,DEF,17
Mitchell,Crystal Palace,4.8,1.0,DEF,17
Mazraoui,Manchester United,4.6,1.0,DEF,17
Digne,Aston Villa,4.7,1.0,DEF,17
Guéhi,Crystal Palace,4.5,1.0,DEF,17
Konaté,Liverpool,5.1,0.0,DEF,17
Robertson,Liverpool,5.9,1.0,DEF,17
Burn,Newcastle United,4.4,1.0,DEF,17
Schär,Newcastle United,5.4,1.0,DEF,17
Livramento,Newcastle United,4.5,1.0,DEF,17
Cucurella,Chelsea,5.2,1.0,DEF,17
Martinez,Manchester United,4.4,1.0,DEF,17
De Ligt,Manchester United,5.0,0.75,DEF,17
Zabarnyi,Bournemouth,4.4,1.0,DEF,17
Colwill,Chelsea,4.6,1.0,DEF,17
Davis,Ipswich Town,4.5,1.0,DEF,17
Huijsen,Bournemouth,4.3,1.0,DEF,17
Lacroix,Crystal Palace,4.5,1.0,DEF,17
Kilman,West Ham United,4.5,1.0,DEF,17
