name,team,price,condition,position,GW
Raya,Arsenal,5.5,1.0,GK,2
A.Becker,Liverpool,5.5,1.0,GK,2
Pope,Newcastle United,5.0,1.0,GK,2
Ederson M.,Manchester City,5.5,1.0,GK,2
Steele,Brighton & Hove Albion,4.5,1.0,GK,2
Sels,Nottingham Forest,4.5,1.0,GK,2
Vicario,Tottenham Hotspur,5.0,1.0,GK,2
Neto,Bournemouth,4.5,1.0,GK,2
Flekken,Brentford,4.5,1.0,GK,2
Onana,Manchester United,5.0,1.0,GK,2
Areola,West Ham United,4.5,1.0,GK,2
Leno,Fulham,5.0,1.0,GK,2
McCarthy,Southampton,4.5,1.0,GK,2
Hermansen,Leicester City,4.5,1.0,GK,2
Martinez,Aston Villa,5.0,1.0,GK,2
Sánchez,Chelsea,4.5,1.0,GK,2
Henderson,Crystal Palace,4.5,1.0,GK,2
Pickford,Everton,4.9,1.0,GK,2
Walton,Ipswich Town,4.5,1.0,GK,2
José Sá,Wolverhampton Wanderers,4.5,1.0,GK,2
Ramsdale,Arsenal,4.4,1.0,GK,2
Gauci,Aston Villa,4.0,1.0,GK,2
Olsen,Aston Villa,4.5,0.5,GK,2
Travers,Bournemouth,4.5,1.0,GK,2
Dennis,Bournemouth,4.0,1.0,GK,2
Valdimarsson,Brentford,4.0,1.0,GK,2
Verbruggen,Brighton & Hove Albion,4.5,1.0,GK,2
Rushworth,Brighton & Hove Albion,4.0,1.0,GK,2
Arrizabalaga,Chelsea,4.5,1.0,GK,2
Bergström,Chelsea,4.0,1.0,GK,2
Bettinelli,Chelsea,4.0,1.0,GK,2
Petrović,Chelsea,4.4,1.0,GK,2
Jørgensen,Chelsea,4.5,1.0,GK,2
Johnstone,Crystal Palace,4.4,1.0,GK,2
Matthews,Crystal Palace,4.0,1.0,GK,2
J.Virginia,Everton,4.0,1.0,GK,2
Begovic,Everton,4.0,1.0,GK,2
Benda,Fulham,4.0,1.0,GK,2
Slicker,Ipswich Town,4.0,1.0,GK,2
Muric,Ipswich Town,4.4,1.0,GK,2
Iversen,Leicester City,4.0,1.0,GK,2
Stolarczyk,Leicester City,4.0,0.0,GK,2
Ward,Leicester City,4.0,1.0,GK,2
Kelleher,Liverpool,4.5,1.0,GK,2
Carson,Manchester City,4.0,1.0,GK,2
Ortega Moreno,Manchester City,5.4,1.0,GK,2
Bayindir,Manchester United,4.5,1.0,GK,2
Heaton,Manchester United,4.0,1.0,GK,2
Dúbravka,Newcastle United,4.4,1.0,GK,2
Odysseas,Newcastle United,4.5,1.0,GK,2
Ruddy,Newcastle United,4.0,1.0,GK,2
C.Miguel,Nottingham Forest,4.4,1.0,GK,2
Turner,Nottingham Forest,4.0,1.0,GK,2
Bazunu,Southampton,4.5,0.0,GK,2
Lumley,Southampton,4.0,1.0,GK,2
Austin,Tottenham Hotspur,4.0,1.0,GK,2
Forster,Tottenham Hotspur,4.5,1.0,GK,2
Whiteman,Tottenham Hotspur,4.0,1.0,GK,2
Fabianski,West Ham United,4.0,1.0,GK,2
Foderingham,West Ham United,4.5,1.0,GK,2
Bentley,Wolverhampton Wanderers,4.0,1.0,GK,2
