name,team,price,condition,position,GW
Onana,Manchester United,5.1,1.0,GK,13
Pickford,Everton,4.9,1.0,GK,13
Sels,Nottingham Forest,4.7,1.0,GK,13
Raya,Arsenal,5.5,1.0,GK,13
Sánchez,Chelsea,4.7,1.0,GK,13
Pope,Newcastle United,5.0,1.0,GK,13
Henderson,Crystal Palace,4.4,1.0,GK,13
Leno,Fulham,5.0,1.0,GK,13
Flekken,Brentford,4.5,1.0,GK,13
Vicario,Tottenham Hotspur,5.0,0.0,GK,13
A.Becker,Liverpool,5.4,0.5,GK,13
Martinez,Aston Villa,5.0,1.0,GK,13
Ederson M.,Manchester City,5.5,1.0,GK,13
Muric,Ipswich Town,4.4,1.0,GK,13
Verbruggen,Brighton & Hove Albion,4.5,1.0,GK,13
Hermansen,Leicester City,4.5,1.0,GK,13
Kelleher,Liverpool,4.5,1.0,GK,13
Ramsdale,Southampton,4.4,0.0,GK,13
Fabianski,West Ham United,4.1,1.0,GK,13
Arrizabalaga,Bournemouth,4.5,1.0,GK,13
Areola,West Ham United,4.3,1.0,GK,13
José Sá,Wolverhampton Wanderers,4.3,1.0,GK,13
Travers,Bournemouth,4.4,1.0,GK,13
Johnstone,Wolverhampton Wanderers,4.4,1.0,GK,13
Steele,Brighton & Hove Albion,4.3,1.0,GK,13
McCarthy,Southampton,4.3,1.0,GK,13
Neto,Arsenal,4.3,1.0,GK,13
Walton,Ipswich Town,4.4,1.0,GK,13
Jaros,Liverpool,4.0,1.0,GK,13
Setford,Arsenal,4.5,1.0,GK,13
Gauci,Aston Villa,4.0,1.0,GK,13
Olsen,Aston Villa,4.5,1.0,GK,13
Zych,Aston Villa,4.0,1.0,GK,13
Dennis,Bournemouth,4.0,1.0,GK,13
Valdimarsson,Brentford,4.0,1.0,GK,13
Cahill,Brighton & Hove Albion,3.9,1.0,GK,13
Bergström,Chelsea,4.0,1.0,GK,13
Bettinelli,Chelsea,4.0,1.0,GK,13
Jørgensen,Chelsea,4.2,1.0,GK,13
Matthews,Crystal Palace,4.0,1.0,GK,13
Turner,Crystal Palace,4.0,1.0,GK,13
J.Virginia,Everton,4.0,1.0,GK,13
Begovic,Everton,4.0,1.0,GK,13
Benda,Fulham,4.0,1.0,GK,13
Slicker,Ipswich Town,4.0,1.0,GK,13
Iversen,Leicester City,4.0,1.0,GK,13
Stolarczyk,Leicester City,4.0,0.0,GK,13
Ward,Leicester City,4.0,1.0,GK,13
Davies,Liverpool,4.0,1.0,GK,13
Carson,Manchester City,4.0,1.0,GK,13
Ortega Moreno,Manchester City,5.2,1.0,GK,13
Bayindir,Manchester United,4.3,1.0,GK,13
Heaton,Manchester United,4.0,1.0,GK,13
Dúbravka,Newcastle United,4.2,1.0,GK,13
Odysseas,Newcastle United,4.3,1.0,GK,13
Ruddy,Newcastle United,4.0,1.0,GK,13
C.Miguel,Nottingham Forest,4.2,1.0,GK,13
Bazunu,Southampton,4.3,0.0,GK,13
Lumley,Southampton,4.0,1.0,GK,13
Austin,Tottenham Hotspur,4.0,1.0,GK,13
Forster,Tottenham Hotspur,4.3,1.0,GK,13
Whiteman,Tottenham Hotspur,4.0,1.0,GK,13
Foderingham,West Ham United,4.3,1.0,GK,13
Bentley,Wolverhampton Wanderers,4.0,1.0,GK,13
King,Wolverhampton Wanderers,4.0,1.0,GK,13
Virgil,Liverpool,6.3,1.0,DEF,13
Gabriel,Arsenal,6.2,0.75,DEF,13
Gvardiol,Manchester City,6.3,1.0,DEF,13
Pedro Porro,Tottenham Hotspur,5.5,1.0,DEF,13
Aina,Nottingham Forest,4.8,1.0,DEF,13
Alexander-Arnold,Liverpool,6.9,1.0,DEF,13
Konaté,Liverpool,5.4,0.75,DEF,13
Murillo,Nottingham Forest,4.6,1.0,DEF,13
Young,Everton,4.5,1.0,DEF,13
Dalot,Manchester United,5.2,1.0,DEF,13
Mazraoui,Manchester United,4.6,1.0,DEF,13
Robinson,Fulham,4.7,1.0,DEF,13
Robertson,Liverpool,5.9,1.0,DEF,13
Digne,Aston Villa,4.7,1.0,DEF,13
Guéhi,Crystal Palace,4.5,1.0,DEF,13
Aït-Nouri,Wolverhampton Wanderers,4.8,1.0,DEF,13
Tarkowski,Everton,4.8,1.0,DEF,13
De Ligt,Manchester United,5.0,1.0,DEF,13
Milenković,Nottingham Forest,4.5,1.0,DEF,13
Collins,Brentford,4.5,1.0,DEF,13
Veltman,Brighton & Hove Albion,4.6,1.0,DEF,13
Davis,Ipswich Town,4.5,1.0,DEF,13
Romero,Tottenham Hotspur,5.0,0.5,DEF,13
Justin,Leicester City,4.6,1.0,DEF,13
Hall,Newcastle United,4.4,1.0,DEF,13
Wan-Bissaka,West Ham United,4.4,1.0,DEF,13
Kilman,West Ham United,4.5,1.0,DEF,13
Keane,Everton,4.3,1.0,DEF,13
Kerkez,Bournemouth,4.4,1.0,DEF,13
J.Timber,Arsenal,5.5,1.0,DEF,13
Saliba,Arsenal,6.0,1.0,DEF,13
Lewis,Manchester City,4.8,1.0,DEF,13
Pinnock,Brentford,4.5,1.0,DEF,13
Tete,Fulham,4.5,1.0,DEF,13
Martinez,Manchester United,4.4,0.75,DEF,13
Udogie,Tottenham Hotspur,4.9,1.0,DEF,13
