name,team,price,condition,position,GW
Raya,Arsenal,5.6,1.0,GK,6
Sánchez,Chelsea,4.6,1.0,GK,6
Onana,Manchester United,5.0,1.0,GK,6
A.Becker,Liverpool,5.5,0.5,GK,6
Pope,Newcastle United,5.0,1.0,GK,6
Sels,Nottingham Forest,4.5,1.0,GK,6
Ederson M.,Manchester City,5.5,1.0,GK,6
Henderson,Crystal Palace,4.5,1.0,GK,6
Muric,Ipswich Town,4.4,1.0,GK,6
Flekken,Brentford,4.5,1.0,GK,6
Vicario,Tottenham Hotspur,5.0,1.0,GK,6
Leno,Fulham,5.0,1.0,GK,6
Areola,West Ham United,4.5,1.0,GK,6
Hermansen,Leicester City,4.5,1.0,GK,6
Verbruggen,Brighton & Hove Albion,4.5,1.0,GK,6
Martinez,Aston Villa,5.0,1.0,GK,6
Steele,Brighton & Hove Albion,4.5,1.0,GK,6
Kelleher,Liverpool,4.4,1.0,GK,6
Pickford,Everton,4.8,1.0,GK,6
Ramsdale,Southampton,4.4,1.0,GK,6
Neto,Arsenal,4.3,1.0,GK,6
Arrizabalaga,Bournemouth,4.5,1.0,GK,6
McCarthy,Southampton,4.5,1.0,GK,6
Johnstone,Wolverhampton Wanderers,4.4,1.0,GK,6
Travers,Bournemouth,4.4,1.0,GK,6
Walton,Ipswich Town,4.5,1.0,GK,6
Fabianski,West Ham United,4.0,1.0,GK,6
José Sá,Wolverhampton Wanderers,4.4,1.0,GK,6
Setford,Arsenal,4.5,1.0,GK,6
Gauci,Aston Villa,4.0,1.0,GK,6
Olsen,Aston Villa,4.5,1.0,GK,6
Zych,Aston Villa,4.0,1.0,GK,6
Dennis,Bournemouth,4.0,1.0,GK,6
Valdimarsson,Brentford,4.0,1.0,GK,6
Bergström,Chelsea,4.0,1.0,GK,6
Bettinelli,Chelsea,4.0,1.0,GK,6
Jørgensen,Chelsea,4.3,1.0,GK,6
Matthews,Crystal Palace,4.0,1.0,GK,6
Turner,Crystal Palace,4.0,1.0,GK,6
J.Virginia,Everton,4.0,1.0,GK,6
Begovic,Everton,4.0,1.0,GK,6
Benda,Fulham,4.0,1.0,GK,6
Slicker,Ipswich Town,4.0,1.0,GK,6
Iversen,Leicester City,4.0,1.0,GK,6
Stolarczyk,Leicester City,4.0,0.0,GK,6
Ward,Leicester City,4.0,1.0,GK,6
Jaros,Liverpool,4.0,1.0,GK,6
Carson,Manchester City,4.0,1.0,GK,6
Ortega Moreno,Manchester City,5.4,1.0,GK,6
Bayindir,Manchester United,4.4,1.0,GK,6
Heaton,Manchester United,4.0,1.0,GK,6
Dúbravka,Newcastle United,4.3,1.0,GK,6
Odysseas,Newcastle United,4.4,1.0,GK,6
Ruddy,Newcastle United,4.0,1.0,GK,6
C.Miguel,Nottingham Forest,4.3,1.0,GK,6
Bazunu,Southampton,4.4,0.0,GK,6
Lumley,Southampton,4.0,1.0,GK,6
Austin,Tottenham Hotspur,4.0,1.0,GK,6
Forster,Tottenham Hotspur,4.4,1.0,GK,6
Whiteman,Tottenham Hotspur,4.0,1.0,GK,6
Foderingham,West Ham United,4.4,1.0,GK,6
Bentley,Wolverhampton Wanderers,4.0,1.0,GK,6
King,Wolverhampton Wanderers,4.0,1.0,GK,6
Gabriel,Arsenal,6.1,1.0,DEF,6
