name,team,price,condition,position,GW
Raya,Arsenal,5.5,1.0,GK,1
A.Becker,Liverpool,5.5,1.0,GK,1
Pope,Newcastle United,5.0,1.0,GK,1
Ederson M.,Manchester City,5.5,1.0,GK,1
Steele,Brighton & Hove Albion,4.5,1.0,GK,1
Sels,Nottingham Forest,4.5,1.0,GK,1
Vicario,Tottenham Hotspur,5.0,1.0,GK,1
Neto,Bournemouth,4.5,1.0,GK,1
Flekken,Brentford,4.5,1.0,GK,1
Onana,Manchester United,5.0,1.0,GK,1
Areola,West Ham United,4.5,1.0,GK,1
Leno,Fulham,5.0,1.0,GK,1
McCarthy,Southampton,4.5,1.0,GK,1
Hermansen,Leicester City,4.5,1.0,GK,1
Martinez,Aston Villa,5.0,1.0,GK,1
Sánchez,Chelsea,4.5,1.0,GK,1
Henderson,Crystal Palace,4.5,1.0,GK,1
Pickford,Everton,4.9,1.0,GK,1
Walton,Ipswich Town,4.5,1.0,GK,1
José Sá,Wolverhampton Wanderers,4.5,1.0,GK,1
Ramsdale,Arsenal,4.4,1.0,GK,1
Gauci,Aston Villa,4.0,1.0,GK,1
Olsen,Aston Villa,4.5,0.5,GK,1
Travers,Bournemouth,4.5,1.0,GK,1
Dennis,Bournemouth,4.0,1.0,GK,1
Valdimarsson,Brentford,4.0,1.0,GK,1
Verbruggen,Brighton & Hove Albion,4.5,1.0,GK,1
Rushworth,Brighton & Hove Albion,4.0,1.0,GK,1
Arrizabalaga,Chelsea,4.5,1.0,GK,1
Bergström,Chelsea,4.0,1.0,GK,1
Bettinelli,Chelsea,4.0,1.0,GK,1
Petrović,Chelsea,4.4,1.0,GK,1
Jørgensen,Chelsea,4.5,1.0,GK,1
Johnstone,Crystal Palace,4.4,1.0,GK,1
Matthews,Crystal Palace,4.0,1.0,GK,1
J.Virginia,Everton,4.0,1.0,GK,1
Begovic,Everton,4.0,1.0,GK,1
Benda,Fulham,4.0,1.0,GK,1
Slicker,Ipswich Town,4.0,1.0,GK,1
Muric,Ipswich Town,4.4,1.0,GK,1
Iversen,Leicester City,4.0,1.0,GK,1
Stolarczyk,Leicester City,4.0,0.0,GK,1
Ward,Leicester City,4.0,1.0,GK,1
Kelleher,Liverpool,4.5,1.0,GK,1
Carson,Manchester City,4.0,1.0,GK,1
Ortega Moreno,Manchester City,5.4,1.0,GK,1
Bayindir,Manchester United,4.5,1.0,GK,1
Heaton,Manchester United,4.0,1.0,GK,1
Dúbravka,Newcastle United,4.4,1.0,GK,1
Odysseas,Newcastle United,4.5,1.0,GK,1
Ruddy,Newcastle United,4.0,1.0,GK,1
C.Miguel,Nottingham Forest,4.4,1.0,GK,1
Turner,Nottingham Forest,4.0,1.0,GK,1
Bazunu,Southampton,4.5,0.0,GK,1
Lumley,Southampton,4.0,1.0,GK,1
Austin,Tottenham Hotspur,4.0,1.0,GK,1
Forster,Tottenham Hotspur,4.5,1.0,GK,1
Whiteman,Tottenham Hotspur,4.0,1.0,GK,1
Fabianski,West Ham United,4.0,1.0,GK,1
Foderingham,West Ham United,4.5,1.0,GK,1
Bentley,Wolverhampton Wanderers,4.0,1.0,GK,1
King,Wolverhampton Wanderers,4.0,1.0,GK,1
Romero,Tottenham Hotspur,5.1,1.0,DEF,1
Pedro Porro,Tottenham Hotspur,5.5,1.0,DEF,1
Alexander-Arnold,Liverpool,7.0,1.0,DEF,1
Virgil,Liverpool,6.0,1.0,DEF,1
Kilman,West Ham United,4.5,1.0,DEF,1
Gabriel,Arsenal,6.0,1.0,DEF,1
Saliba,Arsenal,6.0,1.0,DEF,1
White,Arsenal,6.5,1.0,DEF,1
Robertson,Liverpool,6.0,1.0,DEF,1
Mazraoui,Manchester United,4.5,1.0,DEF,1
Van de Ven,Tottenham Hotspur,4.5,1.0,DEF,1
Veltman,Brighton & Hove Albion,4.5,1.0,DEF,1
Aina,Nottingham Forest,4.4,1.0,DEF,1
Robinson,Fulham,4.6,1.0,DEF,1
Gvardiol,Manchester City,6.0,1.0,DEF,1
Murillo,Nottingham Forest,4.5,1.0,DEF,1
Mavropanos,West Ham United,4.5,1.0,DEF,1
Dunk,Brighton & Hove Albion,4.5,1.0,DEF,1
Faes,Leicester City,4.1,1.0,DEF,1
Konaté,Liverpool,5.0,1.0,DEF,1
Akanji,Manchester City,5.5,1.0,DEF,1
Lewis,Manchester City,4.6,1.0,DEF,1
Dalot,Manchester United,5.0,1.0,DEF,1
Martinez,Manchester United,4.5,1.0,DEF,1
Krafth,Newcastle United,4.5,1.0,DEF,1
Livramento,Newcastle United,4.5,1.0,DEF,1
Udogie,Tottenham Hotspur,5.0,1.0,DEF,1
J.Timber,Arsenal,5.5,1.0,DEF,1
Collins,Brentford,4.5,1.0,DEF,1
Van Hecke,Brighton & Hove Albion,4.5,1.0,DEF,1
Rúben,Manchester City,5.5,1.0,DEF,1
Maguire,Manchester United,5.0,1.0,DEF,1
N.Williams,Nottingham Forest,4.5,1.0,DEF,1
Coufal,West Ham United,4.5,1.0,DEF,1
Emerson,West Ham United,4.5,1.0,DEF,1
Zinchenko,Arsenal,5.0,1.0,DEF,1
Burn,Newcastle United,4.5,1.0,DEF,1
Hall,Newcastle United,4.5,1.0,DEF,1
Milenković,Nottingham Forest,4.5,1.0,DEF,1
Muñoz,Crystal Palace,5.0,1.0,DEF,1
Digne,Aston Villa,4.5,1.0,DEF,1
Zabarnyi,Bournemouth,4.5,1.0,DEF,1
Diop,Fulham,4.5,1.0,DEF,1
Tete,Fulham,4.5,1.0,DEF,1
Walker-Peters,Southampton,4.5,1.0,DEF,1
Cash,Aston Villa,4.5,0.75,DEF,1
Konsa,Aston Villa,4.5,1.0,DEF,1
Pau,Aston Villa,4.5,1.0,DEF,1
Kerkez,Bournemouth,4.5,1.0,DEF,1
Smith,Bournemouth,4.5,1.0,DEF,1
J.Araujo,Bournemouth,4.5,1.0,DEF,1
Ajer,Brentford,4.5,1.0,DEF,1
Roerslev,Brentford,4.5,1.0,DEF,1
Bassey,Fulham,4.5,1.0,DEF,1
Johnson,Ipswich Town,4.0,1.0,DEF,1
Justin,Leicester City,4.5,1.0,DEF,1
Kelly,Newcastle United,4.5,1.0,DEF,1
Boly,Nottingham Forest,4.5,1.0,DEF,1
Bednarek,Southampton,4.0,1.0,DEF,1
Harwood-Bellis,Southampton,4.0,1.0,DEF,1
Stephens,Southampton,4.0,1.0,DEF,1
Sugawara,Southampton,4.5,1.0,DEF,1
Aït-Nouri,Wolverhampton Wanderers,4.5,1.0,DEF,1
Maatsen,Aston Villa,5.0,1.0,DEF,1
Nedeljkovic,Aston Villa,4.0,1.0,DEF,1
Huijsen,Bournemouth,4.5,1.0,DEF,1
Colwill,Chelsea,4.5,1.0,DEF,1
Cucurella,Chelsea,5.0,1.0,DEF,1
W.Fofana,Chelsea,4.5,1.0,DEF,1
Mitchell,Crystal Palace,5.0,1.0,DEF,1
Kristiansen,Leicester City,4.5,1.0,DEF,1
Vestergaard,Leicester City,4.0,1.0,DEF,1
Bradley,Liverpool,4.9,1.0,DEF,1
De Ligt,Manchester United,5.0,1.0,DEF,1
Spence,Tottenham Hotspur,4.5,1.0,DEF,1
Todibo,West Ham United,4.5,1.0,DEF,1
Dawson,Wolverhampton Wanderers,4.5,1.0,DEF,1
Toti,Wolverhampton Wanderers,4.5,1.0,DEF,1
Calafiori,Arsenal,5.9,1.0,DEF,1
Senesi,Bournemouth,4.9,1.0,DEF,1
Mee,Brentford,4.5,1.0,DEF,1
Pinnock,Brentford,4.5,1.0,DEF,1
Webster,Brighton & Hove Albion,4.5,1.0,DEF,1
Gusto,Chelsea,5.0,1.0,DEF,1
C.Richards,Crystal Palace,4.5,1.0,DEF,1
Chadi Riad,Crystal Palace,4.5,0.25,DEF,1
