name,team,price,condition,position,GW
Raya,Arsenal,5.5,1.0,GK,3
A.Becker,Liverpool,5.5,1.0,GK,3
Pope,Newcastle United,5.0,1.0,GK,3
Ederson M.,Manchester City,5.5,1.0,GK,3
Steele,Brighton & Hove Albion,4.5,1.0,GK,3
Sels,Nottingham Forest,4.5,1.0,GK,3
Vicario,Tottenham Hotspur,5.0,1.0,GK,3
Neto,Arsenal,4.5,1.0,GK,3
Flekken,Brentford,4.5,1.0,GK,3
Onana,Manchester United,5.0,1.0,GK,3
Areola,West Ham United,4.5,1.0,GK,3
Leno,Fulham,5.0,1.0,GK,3
McCarthy,Southampton,4.5,1.0,GK,3
Hermansen,Leicester City,4.5,1.0,GK,3
Martinez,Aston Villa,5.0,1.0,GK,3
Sánchez,Chelsea,4.5,1.0,GK,3
Henderson,Crystal Palace,4.5,1.0,GK,3
Pickford,Everton,4.9,1.0,GK,3
Walton,Ipswich Town,4.5,1.0,GK,3
José Sá,Wolverhampton Wanderers,4.5,1.0,GK,3
Gauci,Aston Villa,4.0,1.0,GK,3
Olsen,Aston Villa,4.5,1.0,GK,3
Travers,Bournemouth,4.5,1.0,GK,3
Arrizabalaga,Bournemouth,4.5,1.0,GK,3
Dennis,Bournemouth,4.0,1.0,GK,3
Valdimarsson,Brentford,4.0,1.0,GK,3
Verbruggen,Brighton & Hove Albion,4.5,1.0,GK,3
Rushworth,Brighton & Hove Albion,4.0,1.0,GK,3
Bergström,Chelsea,4.0,1.0,GK,3
Bettinelli,Chelsea,4.0,1.0,GK,3
Petrović,Chelsea,4.4,1.0,GK,3
Jørgensen,Chelsea,4.4,1.0,GK,3
Matthews,Crystal Palace,4.0,1.0,GK,3
J.Virginia,Everton,4.0,1.0,GK,3
Begovic,Everton,4.0,1.0,GK,3
Benda,Fulham,4.0,1.0,GK,3
Slicker,Ipswich Town,4.0,1.0,GK,3
Muric,Ipswich Town,4.4,1.0,GK,3
Iversen,Leicester City,4.0,1.0,GK,3
Stolarczyk,Leicester City,4.0,0.0,GK,3
Ward,Leicester City,4.0,1.0,GK,3
Kelleher,Liverpool,4.4,1.0,GK,3
Carson,Manchester City,4.0,1.0,GK,3
Ortega Moreno,Manchester City,5.4,1.0,GK,3
Bayindir,Manchester United,4.5,1.0,GK,3
Heaton,Manchester United,4.0,1.0,GK,3
Dúbravka,Newcastle United,4.4,0.75,GK,3
Odysseas,Newcastle United,4.5,1.0,GK,3
Ruddy,Newcastle United,4.0,1.0,GK,3
C.Miguel,Nottingham Forest,4.4,1.0,GK,3
Turner,Nottingham Forest,4.0,1.0,GK,3
Ramsdale,Southampton,4.4,1.0,GK,3
Bazunu,Southampton,4.5,0.0,GK,3
Lumley,Southampton,4.0,1.0,GK,3
Austin,Tottenham Hotspur,4.0,1.0,GK,3
Forster,Tottenham Hotspur,4.5,1.0,GK,3
Whiteman,Tottenham Hotspur,4.0,1.0,GK,3
Fabianski,West Ham United,4.0,1.0,GK,3
Foderingham,West Ham United,4.5,1.0,GK,3
Johnstone,Wolverhampton Wanderers,4.4,1.0,GK,3
Bentley,Wolverhampton Wanderers,4.0,1.0,GK,3
King,Wolverhampton Wanderers,4.0,1.0,GK,3
Romero,Tottenham Hotspur,5.1,1.0,DEF,3
Pedro Porro,Tottenham Hotspur,5.5,1.0,DEF,3
Alexander-Arnold,Liverpool,7.0,1.0,DEF,3
Virgil,Liverpool,6.0,1.0,DEF,3
Kilman,West Ham United,4.5,1.0,DEF,3
Gabriel,Arsenal,6.0,1.0,DEF,3
Saliba,Arsenal,6.0,1.0,DEF,3
White,Arsenal,6.5,1.0,DEF,3
Robertson,Liverpool,6.0,1.0,DEF,3
Mazraoui,Manchester United,4.5,1.0,DEF,3
Van de Ven,Tottenham Hotspur,4.5,1.0,DEF,3
Veltman,Brighton & Hove Albion,4.5,1.0,DEF,3
Aina,Nottingham Forest,4.4,1.0,DEF,3
Robinson,Fulham,4.6,1.0,DEF,3
Gvardiol,Manchester City,6.0,1.0,DEF,3
Murillo,Nottingham Forest,4.5,1.0,DEF,3
Mavropanos,West Ham United,4.5,1.0,DEF,3
Dunk,Brighton & Hove Albion,4.5,1.0,DEF,3
Faes,Leicester City,4.1,1.0,DEF,3
Konaté,Liverpool,5.0,1.0,DEF,3
