name,team,price,condition,position,GW
Sels,Nottingham Forest,5.0,1.0,GK,22
Pickford,Everton,5.0,1.0,GK,22
Raya,Arsenal,5.6,1.0,GK,22
Henderson,Crystal Palace,4.5,1.0,GK,22
Onana,Manchester United,5.1,1.0,GK,22
Sánchez,Chelsea,4.8,1.0,GK,22
Leno,Fulham,5.0,1.0,GK,22
Flekken,Brentford,4.4,1.0,GK,22
Martinez,Aston Villa,5.0,1.0,GK,22
Verbruggen,Brighton & Hove Albion,4.5,1.0,GK,22
A.Becker,Liverpool,5.4,1.0,GK,22
Arrizabalaga,Bournemouth,4.5,1.0,GK,22
Muric,Ipswich Town,4.4,1.0,GK,22
Pope,Newcastle United,4.9,0.5,GK,22
Ramsdale,Southampton,4.4,1.0,GK,22
Dúbravka,Newcastle United,4.3,1.0,GK,22
Hermansen,Leicester City,4.5,0.0,GK,22
José Sá,Wolverhampton Wanderers,4.3,1.0,GK,22
Kelleher,Liverpool,4.1,1.0,GK,22
Vicario,Tottenham Hotspur,4.8,0.0,GK,22
Fabianski,West Ham United,4.1,1.0,GK,22
Ederson M.,Manchester City,5.3,1.0,GK,22
Ortega Moreno,Manchester City,5.2,1.0,GK,22
Travers,Bournemouth,4.4,1.0,GK,22
Forster,Tottenham Hotspur,4.3,1.0,GK,22
Areola,West Ham United,4.2,1.0,GK,22
Walton,Ipswich Town,4.3,1.0,GK,22
Johnstone,Wolverhampton Wanderers,4.2,1.0,GK,22
McCarthy,Southampton,4.3,1.0,GK,22
Steele,Brighton & Hove Albion,4.1,1.0,GK,22
Stolarczyk,Leicester City,4.0,1.0,GK,22
Lumley,Southampton,4.0,1.0,GK,22
Neto,Arsenal,4.1,1.0,GK,22
Jørgensen,Chelsea,4.2,1.0,GK,22
Ward,Leicester City,3.9,1.0,GK,22
Kinsky,Tottenham Hotspur,4.5,1.0,GK,22
Olsen,Aston Villa,4.5,1.0,GK,22
Valdimarsson,Brentford,3.9,1.0,GK,22
Jaros,Liverpool,4.0,1.0,GK,22
Austin,Tottenham Hotspur,4.0,1.0,GK,22
Setford,Arsenal,4.5,1.0,GK,22
Gauci,Aston Villa,4.0,1.0,GK,22
Zych,Aston Villa,4.0,1.0,GK,22
Dennis,Bournemouth,4.0,1.0,GK,22
McKenna,Bournemouth,4.0,1.0,GK,22
Cahill,Brighton & Hove Albion,3.9,1.0,GK,22
Bergström,Chelsea,3.9,1.0,GK,22
Bettinelli,Chelsea,3.9,1.0,GK,22
Matthews,Crystal Palace,3.9,1.0,GK,22
Turner,Crystal Palace,3.9,1.0,GK,22
J.Virginia,Everton,3.9,1.0,GK,22
Begovic,Everton,4.0,1.0,GK,22
Benda,Fulham,4.0,1.0,GK,22
Slicker,Ipswich Town,3.9,1.0,GK,22
Iversen,Leicester City,3.9,1.0,GK,22
Davies,Liverpool,4.0,1.0,GK,22
Carson,Manchester City,4.0,1.0,GK,22
Brits,Manchester City,4.0,1.0,GK,22
Bayindir,Manchester United,4.3,1.0,GK,22
Heaton,Manchester United,3.9,1.0,GK,22
Odysseas,Newcastle United,4.3,1.0,GK,22
Ruddy,Newcastle United,4.0,1.0,GK,22
C.Miguel,Nottingham Forest,4.2,1.0,GK,22
Hennessey,Nottingham Forest,4.0,1.0,GK,22
Bazunu,Southampton,4.3,0.75,GK,22
Whiteman,Tottenham Hotspur,4.0,1.0,GK,22
Foderingham,West Ham United,4.3,1.0,GK,22
Bentley,Wolverhampton Wanderers,3.9,1.0,GK,22
King,Wolverhampton Wanderers,4.0,1.0,GK,22
Aina,Nottingham Forest,5.3,1.0,DEF,22
Alexander-Arnold,Liverpool,7.2,1.0,DEF,22
Hall,Newcastle United,5.0,1.0,DEF,22
Gabriel,Arsenal,6.4,1.0,DEF,22
Milenković,Nottingham Forest,4.8,1.0,DEF,22
Kerkez,Bournemouth,4.8,1.0,DEF,22
Virgil,Liverpool,6.4,1.0,DEF,22
Robinson,Fulham,5.1,1.0,DEF,22
Murillo,Nottingham Forest,4.6,1.0,DEF,22
Guéhi,Crystal Palace,4.5,1.0,DEF,22
Saliba,Arsenal,6.3,0.75,DEF,22
Gvardiol,Manchester City,6.0,1.0,DEF,22
Muñoz,Crystal Palace,4.8,1.0,DEF,22
Young,Everton,4.7,1.0,DEF,22
Mitchell,Crystal Palace,4.8,1.0,DEF,22
Pedro Porro,Tottenham Hotspur,5.4,1.0,DEF,22
J.Timber,Arsenal,5.6,1.0,DEF,22
Lacroix,Crystal Palace,4.5,1.0,DEF,22
Collins,Brentford,4.5,1.0,DEF,22
Burn,Newcastle United,4.4,1.0,DEF,22
Wan-Bissaka,West Ham United,4.6,1.0,DEF,22
Tarkowski,Everton,4.8,1.0,DEF,22
Digne,Aston Villa,4.6,1.0,DEF,22
Huijsen,Bournemouth,4.4,1.0,DEF,22
Zabarnyi,Bournemouth,4.4,1.0,DEF,22
Mykolenko,Everton,4.3,1.0,DEF,22
Aït-Nouri,Wolverhampton Wanderers,4.8,1.0,DEF,22
Robertson,Liverpool,5.9,1.0,DEF,22
Konaté,Liverpool,5.1,1.0,DEF,22
Schär,Newcastle United,5.4,1.0,DEF,22
Chalobah,Chelsea,4.4,1.0,DEF,22
Dalot,Manchester United,5.0,1.0,DEF,22
N.Williams,Nottingham Forest,4.4,1.0,DEF,22
Mazraoui,Manchester United,4.4,1.0,DEF,22
Livramento,Newcastle United,4.5,1.0,DEF,22
Martinez,Manchester United,4.4,1.0,DEF,22
Van Hecke,Brighton & Hove Albion,4.5,1.0,DEF,22
Veltman,Brighton & Hove Albion,4.4,1.0,DEF,22
Davis,Ipswich Town,4.4,1.0,DEF,22
Konsa,Aston Villa,4.4,1.0,DEF,22
Colwill,Chelsea,4.6,0.75,DEF,22
Cucurella,Chelsea,5.2,1.0,DEF,22
Bassey,Fulham,4.5,1.0,DEF,22
Lewis,Manchester City,4.5,1.0,DEF,22
De Ligt,Manchester United,4.9,1.0,DEF,22
Emerson,West Ham United,4.4,1.0,DEF,22
Kilman,West Ham United,4.4,1.0,DEF,22
Justin,Leicester City,4.2,1.0,DEF,22
Branthwaite,Everton,4.8,1.0,DEF,22
Dunk,Brighton & Hove Albion,4.3,1.0,DEF,22
Estupiñan,Brighton & Hove Albion,5.0,1.0,DEF,22
Tete,Fulham,4.4,0.0,DEF,22
Walker-Peters,Southampton,4.3,1.0,DEF,22
Udogie,Tottenham Hotspur,4.8,0.0,DEF,22
Cash,Aston Villa,4.4,1.0,DEF,22
Akanji,Manchester City,5.3,1.0,DEF,22
Harwood-Bellis,Southampton,4.1,1.0,DEF,22
N.Semedo,Wolverhampton Wanderers,4.5,1.0,DEF,22
Sugawara,Southampton,4.3,1.0,DEF,22
Romero,Tottenham Hotspur,4.9,0.5,DEF,22
Smith,Bournemouth,4.4,0.0,DEF,22
Roerslev,Brentford,4.3,1.0,DEF,22
Toti,Wolverhampton Wanderers,4.3,0.5,DEF,22
Pinnock,Brentford,4.4,0.0,DEF,22
Van den Berg,Brentford,4.1,1.0,DEF,22
Pau,Aston Villa,4.2,0.0,DEF,22
Keane,Everton,3.9,1.0,DEF,22
Alex Moreno,Nottingham Forest,4.3,1.0,DEF,22
Gusto,Chelsea,4.9,1.0,DEF,22
Andersen,Fulham,4.2,1.0,DEF,22
O'Shea,Ipswich Town,4.0,1.0,DEF,22
Bednarek,Southampton,4.0,1.0,DEF,22
Mavropanos,West Ham United,4.3,0.0,DEF,22
Faes,Leicester City,4.0,1.0,DEF,22
Rúben,Manchester City,5.4,0.25,DEF,22
Van de Ven,Tottenham Hotspur,4.5,0.5,DEF,22
Doherty,Wolverhampton Wanderers,4.3,1.0,DEF,22
White,Arsenal,6.1,0.0,DEF,22
C.Richards,Crystal Palace,4.4,1.0,DEF,22
S.Bueno,Wolverhampton Wanderers,4.3,1.0,DEF,22
Calafiori,Arsenal,5.8,0.75,DEF,22
Morato,Nottingham Forest,4.5,1.0,DEF,22
Castagne,Fulham,4.2,1.0,DEF,22
Diop,Fulham,4.4,1.0,DEF,22
Kristiansen,Leicester City,4.5,1.0,DEF,22
Lamptey,Brighton & Hove Albion,4.4,1.0,DEF,22
Tsimikas,Liverpool,4.6,1.0,DEF,22
Aké,Manchester City,5.3,1.0,DEF,22
Trippier,Newcastle United,5.6,1.0,DEF,22
Todibo,West Ham United,4.2,0.25,DEF,22
Tosin,Chelsea,4.2,1.0,DEF,22
Dragusin,Tottenham Hotspur,4.3,1.0,DEF,22
Greaves,Ipswich Town,3.9,1.0,DEF,22
Diego Carlos,Aston Villa,4.5,0.0,DEF,22
Senesi,Bournemouth,4.6,0.0,DEF,22
Disasi,Chelsea,4.2,1.0,DEF,22
Stones,Manchester City,5.3,0.25,DEF,22
F.Kadıoğlu,Brighton & Hove Albion,4.5,0.0,DEF,22
W.Fofana,Chelsea,4.4,0.0,DEF,22
Zinchenko,Arsenal,4.8,1.0,DEF,22
Maatsen,Aston Villa,4.5,1.0,DEF,22
Igor,Brighton & Hove Albion,4.4,0.0,DEF,22
Okoli,Leicester City,4.0,1.0,DEF,22
Dawson,Wolverhampton Wanderers,4.3,1.0,DEF,22
Maguire,Manchester United,4.9,1.0,DEF,22
Mings,Aston Villa,4.4,1.0,DEF,22
Clyne,Crystal Palace,4.3,1.0,DEF,22
Burgess,Ipswich Town,3.9,1.0,DEF,22
Tuanzebe,Ipswich Town,3.9,0.0,DEF,22
Johnson,Ipswich Town,3.9,1.0,DEF,22
Gomez,Liverpool,4.7,0.0,DEF,22
Evans,Manchester United,4.4,0.25,DEF,22
Manning,Southampton,4.3,1.0,DEF,22
Kiwior,Arsenal,4.8,1.0,DEF,22
Hill,Bournemouth,3.9,0.25,DEF,22
Woolfenden,Ipswich Town,4.0,1.0,DEF,22
Walker,Manchester City,5.1,1.0,DEF,22
Wood,Southampton,4.0,1.0,DEF,22
Coufal,West Ham United,4.2,1.0,DEF,22
James,Chelsea,4.8,1.0,DEF,22
Bradley,Liverpool,4.7,1.0,DEF,22
Spence,Tottenham Hotspur,4.4,1.0,DEF,22
Kelly,Newcastle United,4.2,1.0,DEF,22
Krafth,Newcastle United,4.3,1.0,DEF,22
Stephens,Southampton,4.0,0.0,DEF,22
Davies,Tottenham Hotspur,4.3,0.75,DEF,22
Ajer,Brentford,4.4,0.0,DEF,22
Vestergaard,Leicester City,3.9,1.0,DEF,22
J.Araujo,Bournemouth,4.3,0.0,DEF,22
Webster,Brighton & Hove Albion,4.3,1.0,DEF,22
Yoro,Manchester United,4.3,1.0,DEF,22
Mee,Brentford,4.2,1.0,DEF,22
Coady,Leicester City,4.0,1.0,DEF,22
Botman,Newcastle United,4.4,1.0,DEF,22
Bree,Southampton,3.9,1.0,DEF,22
Cresswell,West Ham United,3.9,1.0,DEF,22
B.Badiashile,Chelsea,4.3,0.0,DEF,22
Taylor,Southampton,3.9,1.0,DEF,22
Nedeljkovic,Aston Villa,3.9,1.0,DEF,22
Patterson,Everton,4.4,1.0,DEF,22
J.Cuenca,Fulham,4.4,1.0,DEF,22
Quansah,Liverpool,3.9,1.0,DEF,22
Lindelof,Manchester United,4.3,0.25,DEF,22
Boly,Nottingham Forest,4.2,1.0,DEF,22
Scarles,West Ham United,4.0,1.0,DEF,22
Bogarde,Aston Villa,4.0,1.0,DEF,22
Acheampong,Chelsea,4.0,1.0,DEF,22
Coleman,Everton,4.3,0.0,DEF,22
Toffolo,Nottingham Forest,4.2,1.0,DEF,22
Mosquera,Wolverhampton Wanderers,3.9,0.0,DEF,22
Ji-soo,Brentford,3.9,1.0,DEF,22
Kporha,Crystal Palace,4.0,1.0,DEF,22
O'Brien,Everton,4.5,1.0,DEF,22
Sessegnon,Fulham,4.2,1.0,DEF,22
Ricardo,Leicester City,4.1,0.0,DEF,22
Shaw,Manchester United,4.9,0.25,DEF,22
Tierney,Arsenal,4.3,1.0,DEF,22
Tomiyasu,Arsenal,4.8,0.0,DEF,22
Henry,Brentford,4.3,1.0,DEF,22
Chadi Riad,Crystal Palace,4.3,1.0,DEF,22
H.Clarke,Ipswich Town,4.0,1.0,DEF,22
Townsend,Ipswich Town,3.9,1.0,DEF,22
Thomas,Leicester City,3.9,1.0,DEF,22
Simpson-Pusey,Manchester City,4.0,1.0,DEF,22
Malacia,Manchester United,4.4,1.0,DEF,22
Targett,Newcastle United,4.0,1.0,DEF,22
