name,team,price,condition,position,GW
Onana,Manchester United,5.2,1.0,GK,15
Sels,Nottingham Forest,4.7,1.0,GK,15
Pickford,Everton,4.9,1.0,GK,15
Raya,Arsenal,5.5,1.0,GK,15
Sánchez,Chelsea,4.8,1.0,GK,15
Henderson,Crystal Palace,4.4,1.0,GK,15
Pope,Newcastle United,5.0,1.0,GK,15
Flekken,Brentford,4.5,1.0,GK,15
Leno,Fulham,5.0,1.0,GK,15
Martinez,Aston Villa,5.0,1.0,GK,15
Muric,Ipswich Town,4.4,1.0,GK,15
Kelleher,Liverpool,4.6,1.0,GK,15
Vicario,Tottenham Hotspur,4.9,0.0,GK,15
A.Becker,Liverpool,5.4,0.0,GK,15
Verbruggen,Brighton & Hove Albion,4.5,1.0,GK,15
Hermansen,Leicester City,4.5,1.0,GK,15
Ederson M.,Manchester City,5.4,1.0,GK,15
Arrizabalaga,Bournemouth,4.5,1.0,GK,15
Ramsdale,Southampton,4.4,0.0,GK,15
Fabianski,West Ham United,4.1,1.0,GK,15
Areola,West Ham United,4.3,1.0,GK,15
José Sá,Wolverhampton Wanderers,4.3,1.0,GK,15
Travers,Bournemouth,4.4,1.0,GK,15
Johnstone,Wolverhampton Wanderers,4.3,1.0,GK,15
Steele,Brighton & Hove Albion,4.2,1.0,GK,15
Ortega Moreno,Manchester City,5.2,1.0,GK,15
McCarthy,Southampton,4.3,1.0,GK,15
Neto,Arsenal,4.2,1.0,GK,15
Forster,Tottenham Hotspur,4.3,1.0,GK,15
Lumley,Southampton,4.0,1.0,GK,15
Jørgensen,Chelsea,4.2,1.0,GK,15
Walton,Ipswich Town,4.3,1.0,GK,15
Olsen,Aston Villa,4.5,1.0,GK,15
Jaros,Liverpool,4.0,1.0,GK,15
Setford,Arsenal,4.5,1.0,GK,15
Gauci,Aston Villa,4.0,1.0,GK,15
Zych,Aston Villa,4.0,1.0,GK,15
Dennis,Bournemouth,4.0,1.0,GK,15
Valdimarsson,Brentford,4.0,1.0,GK,15
Cahill,Brighton & Hove Albion,3.9,1.0,GK,15
Bergström,Chelsea,4.0,1.0,GK,15
Bettinelli,Chelsea,3.9,1.0,GK,15
Matthews,Crystal Palace,4.0,1.0,GK,15
Turner,Crystal Palace,4.0,1.0,GK,15
J.Virginia,Everton,4.0,1.0,GK,15
Begovic,Everton,4.0,1.0,GK,15
Benda,Fulham,4.0,1.0,GK,15
Slicker,Ipswich Town,4.0,1.0,GK,15
Iversen,Leicester City,4.0,1.0,GK,15
Stolarczyk,Leicester City,4.0,0.0,GK,15
Ward,Leicester City,4.0,1.0,GK,15
Davies,Liverpool,4.0,1.0,GK,15
Carson,Manchester City,4.0,1.0,GK,15
Bayindir,Manchester United,4.3,1.0,GK,15
Heaton,Manchester United,4.0,1.0,GK,15
Dúbravka,Newcastle United,4.2,1.0,GK,15
Odysseas,Newcastle United,4.3,1.0,GK,15
Ruddy,Newcastle United,4.0,1.0,GK,15
C.Miguel,Nottingham Forest,4.2,1.0,GK,15
Bazunu,Southampton,4.3,0.0,GK,15
Austin,Tottenham Hotspur,4.0,1.0,GK,15
Whiteman,Tottenham Hotspur,4.0,1.0,GK,15
Foderingham,West Ham United,4.3,1.0,GK,15
Bentley,Wolverhampton Wanderers,4.0,1.0,GK,15
King,Wolverhampton Wanderers,4.0,1.0,GK,15
Virgil,Liverpool,6.4,1.0,DEF,15
Alexander-Arnold,Liverpool,7.0,1.0,DEF,15
Gabriel,Arsenal,6.2,0.75,DEF,15
Young,Everton,4.6,1.0,DEF,15
Aina,Nottingham Forest,4.9,1.0,DEF,15
Gvardiol,Manchester City,6.2,1.0,DEF,15
Murillo,Nottingham Forest,4.6,1.0,DEF,15
Pedro Porro,Tottenham Hotspur,5.6,1.0,DEF,15
Robinson,Fulham,4.7,1.0,DEF,15
Dalot,Manchester United,5.2,1.0,DEF,15
Guéhi,Crystal Palace,4.5,1.0,DEF,15
Robertson,Liverpool,5.9,1.0,DEF,15
Saliba,Arsenal,6.1,1.0,DEF,15
Kerkez,Bournemouth,4.6,1.0,DEF,15
Konaté,Liverpool,5.2,0.0,DEF,15
J.Timber,Arsenal,5.6,1.0,DEF,15
Muñoz,Crystal Palace,4.7,1.0,DEF,15
Tarkowski,Everton,4.8,1.0,DEF,15
Mazraoui,Manchester United,4.7,1.0,DEF,15
Milenković,Nottingham Forest,4.5,1.0,DEF,15
Digne,Aston Villa,4.7,1.0,DEF,15
Collins,Brentford,4.5,1.0,DEF,15
Wan-Bissaka,West Ham United,4.5,1.0,DEF,15
De Ligt,Manchester United,5.0,1.0,DEF,15
Mykolenko,Everton,4.3,1.0,DEF,15
Davis,Ipswich Town,4.5,1.0,DEF,15
Aït-Nouri,Wolverhampton Wanderers,4.9,1.0,DEF,15
Hall,Newcastle United,4.4,1.0,DEF,15
Veltman,Brighton & Hove Albion,4.6,0.75,DEF,15
Justin,Leicester City,4.5,1.0,DEF,15
Martinez,Manchester United,4.4,1.0,DEF,15
Romero,Tottenham Hotspur,5.0,0.75,DEF,15
Emerson,West Ham United,4.4,1.0,DEF,15
Kilman,West Ham United,4.5,1.0,DEF,15
Cucurella,Chelsea,5.1,1.0,DEF,15
Mitchell,Crystal Palace,4.8,1.0,DEF,15
Udogie,Tottenham Hotspur,4.9,1.0,DEF,15
Colwill,Chelsea,4.5,1.0,DEF,15
Keane,Everton,4.2,0.5,DEF,15
Lewis,Manchester City,4.7,1.0,DEF,15
Burn,Newcastle United,4.4,1.0,DEF,15
Schär,Newcastle United,5.4,1.0,DEF,15
Pinnock,Brentford,4.5,1.0,DEF,15
Lacroix,Crystal Palace,4.5,1.0,DEF,15
