name,team,price,condition,position,GW
Onana,Manchester United,5.1,1.0,GK,12
Sels,Nottingham Forest,4.7,1.0,GK,12
Pickford,Everton,4.9,1.0,GK,12
Sánchez,Chelsea,4.7,1.0,GK,12
Pope,Newcastle United,5.0,1.0,GK,12
Raya,Arsenal,5.5,1.0,GK,12
Leno,Fulham,5.0,1.0,GK,12
Henderson,Crystal Palace,4.4,1.0,GK,12
A.Becker,Liverpool,5.4,0.0,GK,12
Martinez,Aston Villa,5.0,1.0,GK,12
Ederson M.,Manchester City,5.5,1.0,GK,12
Flekken,Brentford,4.5,1.0,GK,12
Muric,Ipswich Town,4.4,1.0,GK,12
Vicario,Tottenham Hotspur,5.0,1.0,GK,12
Verbruggen,Brighton & Hove Albion,4.5,1.0,GK,12
Hermansen,Leicester City,4.5,1.0,GK,12
Ramsdale,Southampton,4.4,0.0,GK,12
Kelleher,Liverpool,4.5,1.0,GK,12
Arrizabalaga,Bournemouth,4.5,1.0,GK,12
Areola,West Ham United,4.3,1.0,GK,12
Fabianski,West Ham United,4.0,1.0,GK,12
José Sá,Wolverhampton Wanderers,4.3,1.0,GK,12
Travers,Bournemouth,4.4,1.0,GK,12
Johnstone,Wolverhampton Wanderers,4.4,1.0,GK,12
Steele,Brighton & Hove Albion,4.3,1.0,GK,12
Neto,Arsenal,4.3,1.0,GK,12
McCarthy,Southampton,4.3,1.0,GK,12
Walton,Ipswich Town,4.4,1.0,GK,12
Jaros,Liverpool,4.0,1.0,GK,12
Setford,Arsenal,4.5,1.0,GK,12
Gauci,Aston Villa,4.0,1.0,GK,12
Olsen,Aston Villa,4.5,1.0,GK,12
Zych,Aston Villa,4.0,1.0,GK,12
Dennis,Bournemouth,4.0,1.0,GK,12
Valdimarsson,Brentford,4.0,1.0,GK,12
Cahill,Brighton & Hove Albion,3.9,1.0,GK,12
Bergström,Chelsea,4.0,1.0,GK,12
Bettinelli,Chelsea,4.0,1.0,GK,12
Jørgensen,Chelsea,4.2,0.75,GK,12
Matthews,Crystal Palace,4.0,1.0,GK,12
Turner,Crystal Palace,4.0,1.0,GK,12
J.Virginia,Everton,4.0,1.0,GK,12
Begovic,Everton,4.0,1.0,GK,12
Benda,Fulham,4.0,1.0,GK,12
Slicker,Ipswich Town,4.0,1.0,GK,12
Iversen,Leicester City,4.0,1.0,GK,12
Stolarczyk,Leicester City,4.0,0.0,GK,12
Ward,Leicester City,4.0,1.0,GK,12
Davies,Liverpool,4.0,1.0,GK,12
Carson,Manchester City,4.0,1.0,GK,12
Ortega Moreno,Manchester City,5.3,1.0,GK,12
Bayindir,Manchester United,4.3,1.0,GK,12
Heaton,Manchester United,4.0,1.0,GK,12
Dúbravka,Newcastle United,4.3,1.0,GK,12
Odysseas,Newcastle United,4.3,1.0,GK,12
Ruddy,Newcastle United,4.0,1.0,GK,12
C.Miguel,Nottingham Forest,4.2,1.0,GK,12
Bazunu,Southampton,4.3,0.0,GK,12
Lumley,Southampton,4.0,1.0,GK,12
Austin,Tottenham Hotspur,4.0,1.0,GK,12
Forster,Tottenham Hotspur,4.4,1.0,GK,12
Whiteman,Tottenham Hotspur,4.0,1.0,GK,12
Foderingham,West Ham United,4.4,1.0,GK,12
Bentley,Wolverhampton Wanderers,4.0,1.0,GK,12
King,Wolverhampton Wanderers,4.0,1.0,GK,12
Virgil,Liverpool,6.3,1.0,DEF,12
Gvardiol,Manchester City,6.3,1.0,DEF,12
Aina,Nottingham Forest,4.8,0.75,DEF,12
Alexander-Arnold,Liverpool,7.0,0.5,DEF,12
Konaté,Liverpool,5.4,1.0,DEF,12
Gabriel,Arsenal,6.1,1.0,DEF,12
Murillo,Nottingham Forest,4.5,1.0,DEF,12
Robinson,Fulham,4.7,1.0,DEF,12
Robertson,Liverpool,5.9,1.0,DEF,12
Dalot,Manchester United,5.2,1.0,DEF,12
Mazraoui,Manchester United,4.6,1.0,DEF,12
Digne,Aston Villa,4.7,1.0,DEF,12
Guéhi,Crystal Palace,4.5,1.0,DEF,12
Milenković,Nottingham Forest,4.5,1.0,DEF,12
Aït-Nouri,Wolverhampton Wanderers,4.7,1.0,DEF,12
De Ligt,Manchester United,5.0,1.0,DEF,12
Pedro Porro,Tottenham Hotspur,5.5,1.0,DEF,12
Young,Everton,4.5,1.0,DEF,12
Romero,Tottenham Hotspur,5.0,0.75,DEF,12
Veltman,Brighton & Hove Albion,4.5,1.0,DEF,12
Keane,Everton,4.3,1.0,DEF,12
Davis,Ipswich Town,4.5,1.0,DEF,12
