name,position,team,opponent_team,total_points,was_home,team_tot_points_last_5_matches,team_tot_points_last_5_h2h,tot_assists_last_5_h2h,tot_bonus_last_5_h2h,tot_bps_last_5_h2h,tot_clean_sheets_last_5_h2h,tot_goals_conceded_last_5_h2h,tot_goals_scored_last_5_h2h,tot_own_goals_last_5_h2h,tot_penalties_missed_last_5_h2h,tot_penalties_saved_last_5_h2h,tot_red_cards_last_5_h2h,tot_yellow_cards_last_5_h2h,tot_saves_last_5_h2h,tot_total_points_last_5_h2h,avg_ict_index_last_5_h2h,avg_influence_last_5_h2h,avg_creativity_last_5_h2h,avg_threat_last_5_h2h,avg_selected_last_5_h2h,avg_minutes_last_5_h2h,tot_assists_last_5,tot_bonus_last_5,tot_bps_last_5,tot_clean_sheets_last_5,tot_goals_conceded_last_5,tot_goals_scored_last_5,tot_own_goals_last_5,tot_penalties_missed_last_5,tot_penalties_saved_last_5,tot_red_cards_last_5,tot_yellow_cards_last_5,tot_saves_last_5,tot_total_points_last_5,avg_ict_index_last_5,avg_influence_last_5,avg_creativity_last_5,avg_threat_last_5,avg_selected_last_5,avg_minutes_last_5
Leon Bailey,MID,Aston Villa,Arsenal,2,True,0.0,0.0,2,3,87,1,4,2,0,0,0,0,0,0,27,5.0,25.0,9.0,18.0,266377.0,50.0,0,0,24,0,7,0,0,0,0,0,1,0,7,4.0,7.0,17.0,12.0,339993.0,69.0
Tyrone Mings,DEF,Aston Villa,Arsenal,0,True,0.0,0.0,0,0,10,0,4,0,0,0,0,0,0,0,0,0.0,2.0,0.0,0.0,266063.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,71641.0,0.0
Martin Ødegaard,MID,Arsenal,Aston Villa,2,False,15.0,15.0,1,6,94,3,3,1,0,0,0,0,1,0,26,8.0,22.0,39.0,20.0,2204738.0,87.0,2,2,75,4,1,0,0,0,0,0,1,0,21,8.0,21.0,40.0,22.0,1717465.0,90.0
Ollie Watkins,FWD,Aston Villa,Arsenal,2,True,0.0,0.0,1,3,65,4,2,2,0,0,0,0,0,0,24,6.0,18.0,15.0,22.0,2717245.0,79.0,1,0,18,1,9,0,0,0,0,0,0,0,13,3.0,5.0,10.0,13.0,3677913.0,75.0
Filip Marschall,GK,Aston Villa,Arsenal,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1294.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1588.0,0.0
Reiss Nelson,MID,Arsenal,Aston Villa,1,False,15.0,15.0,0,0,8,0,0,0,0,0,0,0,0,0,2,0.0,2.0,0.0,0.0,3782.0,1.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,4058.0,0.0
Morgan Rogers,MID,Aston Villa,Arsenal,2,True,0.0,0.0,0,0,19,1,2,0,0,0,0,0,1,0,4,4.0,11.0,16.0,8.0,416273.0,90.0,0,0,34,0,3,0,0,0,0,0,0,0,5,2.0,7.0,11.0,7.0,325902.0,41.0
Amadou Onana,MID,Aston Villa,Arsenal,1,True,0.0,0.0,0,0,39,1,8,0,0,0,0,0,2,0,9,2.0,10.0,8.0,4.0,77685.0,87.0,0,3,69,1,4,1,0,0,0,0,1,0,17,3.0,19.0,4.0,11.0,86728.0,76.0
Eddie Nketiah,FWD,Arsenal,Aston Villa,0,False,15.0,15.0,1,0,13,1,2,0,0,0,0,0,0,0,9,2.0,0.0,7.0,18.0,570286.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,215745.0,0.0
Kaine Kesler-Hayden,DEF,Aston Villa,Arsenal,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6016.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2212.0,1.0
Jaden Philogene,MID,Aston Villa,Arsenal,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7021.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,6110.0,3.0
Diego Carlos,DEF,Aston Villa,Arsenal,0,True,0.0,0.0,0,1,59,2,0,0,0,0,0,0,1,0,13,1.0,11.0,0.0,0.0,40053.0,41.0,0,0,37,0,9,0,0,0,0,0,0,0,3,2.0,12.0,0.0,4.0,50888.0,54.0
Ben White,DEF,Arsenal,Aston Villa,6,False,15.0,15.0,0,1,90,3,3,0,0,0,0,0,1,0,21,3.0,17.0,11.0,2.0,1289212.0,83.0,0,0,104,4,1,0,0,0,0,0,0,0,26,4.0,12.0,16.0,7.0,1855617.0,86.0
Ezri Konsa,DEF,Aston Villa,Arsenal,1,True,0.0,0.0,0,0,88,3,6,0,0,0,0,0,0,0,19,2.0,13.0,1.0,2.0,339491.0,85.0,0,0,46,0,12,0,0,0,0,0,0,0,6,2.0,10.0,4.0,3.0,619427.0,90.0
John McGinn,MID,Aston Villa,Arsenal,3,True,0.0,0.0,0,4,97,4,4,2,0,0,0,0,1,0,27,4.0,26.0,4.0,14.0,95747.0,85.0,0,0,40,1,10,0,0,0,0,0,2,0,9,2.0,6.0,8.0,4.0,137382.0,78.0
Lamare Bogarde,DEF,Aston Villa,Arsenal,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6971.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6090.0,0.0
Matty Cash,DEF,Aston Villa,Arsenal,1,True,0.0,0.0,1,0,52,1,4,0,0,0,0,0,0,0,11,2.0,11.0,5.0,1.0,989624.0,44.0,0,0,15,0,2,0,0,0,0,0,1,0,4,1.0,3.0,3.0,1.0,785083.0,32.0
Thomas Partey,MID,Arsenal,Aston Villa,11,False,15.0,15.0,0,3,48,2,0,1,0,0,0,0,0,0,14,2.0,12.0,6.0,4.0,26684.0,36.0,0,3,74,4,1,1,0,0,0,0,2,0,20,4.0,16.0,15.0,4.0,13573.0,86.0
Riccardo Calafiori,DEF,Arsenal,Aston Villa,1,False,15.0,15.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,206409.0,11.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,216348.0,6.0
Jhon Durán,FWD,Aston Villa,Arsenal,1,True,0.0,0.0,0,2,33,0,4,1,0,0,0,0,0,0,9,2.0,8.0,3.0,9.0,21155.0,11.0,0,4,90,0,8,3,0,0,0,0,0,0,22,4.0,21.0,3.0,12.0,28921.0,34.0
Kortney Hause,DEF,Aston Villa,Arsenal,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,23465.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,33249.0,0.0
Bukayo Saka,MID,Arsenal,Aston Villa,6,False,15.0,15.0,1,0,70,2,5,1,0,0,0,0,1,0,19,8.0,23.0,25.0,37.0,5026241.0,89.0,2,4,101,4,0,2,0,0,0,0,2,0,30,12.0,32.0,40.0,46.0,4584287.0,66.0
Moussa Diaby,MID,Aston Villa,Arsenal,0,True,0.0,0.0,0,0,23,2,0,0,0,0,0,0,0,0,7,3.0,4.0,12.0,11.0,654348.0,42.0,1,0,29,1,8,0,0,0,0,0,0,0,10,4.0,8.0,12.0,18.0,380658.0,50.0
Aaron Ramsdale,GK,Arsenal,Aston Villa,0,False,15.0,15.0,0,0,39,1,2,0,0,0,0,0,0,5,8,1.0,8.0,0.0,0.0,872982.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,381987.0,0.0
Lucas Digne,DEF,Aston Villa,Arsenal,2,True,0.0,0.0,2,5,93,3,3,0,0,0,0,0,2,0,29,3.0,14.0,7.0,5.0,277659.0,69.0,0,0,51,0,11,0,0,0,0,0,1,0,6,3.0,16.0,16.0,1.0,282484.0,83.0
Leandro Trossard,MID,Arsenal,Aston Villa,7,False,15.0,15.0,0,1,38,1,2,1,0,0,0,0,0,0,13,4.0,12.0,10.0,15.0,381189.0,36.0,0,4,89,2,1,3,0,0,0,0,0,0,29,5.0,23.0,7.0,22.0,248392.0,51.0
Myles Lewis-Skelly,MID,Arsenal,Aston Villa,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1958.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1298.0,0.0
Youri Tielemans,MID,Aston Villa,Arsenal,2,True,0.0,0.0,1,0,42,1,2,0,0,0,0,0,0,0,11,2.0,12.0,9.0,1.0,88737.0,58.0,1,3,69,0,6,1,0,0,0,0,0,0,17,4.0,20.0,14.0,4.0,58010.0,49.0
Jorginho,MID,Arsenal,Aston Villa,0,False,15.0,15.0,1,0,23,0,4,0,0,0,0,0,0,0,7,1.0,4.0,6.0,1.0,61908.0,22.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,22600.0,0.0
Robin Olsen,GK,Aston Villa,Arsenal,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,81716.0,0.0,0,3,62,0,6,0,0,0,1,0,0,11,13,2.0,23.0,0.0,0.0,43613.0,36.0
Gabriel Jesus,FWD,Arsenal,Aston Villa,0,False,15.0,15.0,0,0,11,1,1,0,0,0,0,0,0,0,4,2.0,5.0,6.0,11.0,775380.0,32.0,1,0,23,0,0,0,0,0,0,0,1,0,6,1.0,5.0,5.0,2.0,245786.0,6.0
Lewis Dobbin,MID,Aston Villa,Arsenal,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26222.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,2.0,0.0,3115.0,4.0
Pau Torres,DEF,Aston Villa,Arsenal,1,True,0.0,0.0,0,0,71,3,2,0,0,0,0,0,0,0,19,2.0,15.0,1.0,0.0,302724.0,90.0,0,0,49,0,7,0,0,0,0,0,0,0,6,2.0,13.0,1.0,1.0,242192.0,72.0
Ross Barkley,MID,Aston Villa,Arsenal,1,True,0.0,0.0,0,0,42,0,7,1,0,0,0,0,1,0,9,2.0,13.0,4.0,6.0,60621.0,39.0,0,0,9,0,2,0,0,0,0,0,1,0,3,1.0,4.0,5.0,4.0,96119.0,28.0
Viljami Sinisalo,GK,Aston Villa,Arsenal,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,388.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,252.0,0.0
David Raya,GK,Arsenal,Aston Villa,10,False,15.0,15.0,0,3,58,1,4,0,0,0,0,0,0,6,15,1.0,12.0,0.0,0.0,1233352.0,72.0,0,4,111,4,1,0,0,0,0,0,1,11,31,2.0,19.0,0.0,0.0,1615548.0,90.0
Kosta Nedeljkovic,DEF,Aston Villa,Arsenal,1,True,0.0,0.0,0,0,1,0,2,0,0,0,0,0,0,0,1,2.0,16.0,5.0,0.0,44397.0,74.0,0,0,7,0,2,0,0,0,0,0,0,0,2,1.0,10.0,3.0,0.0,35594.0,41.0
Boubacar Kamara,MID,Aston Villa,Arsenal,0,True,0.0,0.0,0,0,42,2,4,0,0,0,0,0,0,0,8,1.0,8.0,3.0,0.0,8348.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5739.0,0.0
Emiliano Martínez,GK,Aston Villa,Arsenal,1,True,0.0,0.0,0,7,106,3,6,0,1,0,0,0,1,13,25,2.0,22.0,2.0,0.0,901706.0,90.0,0,0,36,0,6,0,1,0,0,0,0,10,4,1.0,14.0,0.0,0.0,1168592.0,54.0
Jacob Ramsey,MID,Aston Villa,Arsenal,1,True,0.0,0.0,0,0,14,0,4,0,0,0,0,0,0,0,3,1.0,3.0,5.0,5.0,25872.0,17.0,1,0,25,0,2,0,0,0,0,0,0,0,5,2.0,5.0,5.0,6.0,16843.0,11.0
Oleksandr Zinchenko,DEF,Arsenal,Aston Villa,0,False,15.0,15.0,0,0,54,0,5,1,0,0,0,0,1,0,10,3.0,16.0,9.0,4.0,768424.0,53.0,0,0,30,1,0,0,0,0,0,0,0,0,7,1.0,3.0,4.0,1.0,451179.0,20.0
Emiliano Buendía,MID,Aston Villa,Arsenal,0,True,0.0,0.0,0,0,6,0,2,0,0,0,0,0,0,0,2,0.0,1.0,1.0,0.0,17127.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7289.0,0.0
Samuel Kalu,MID,Aston Villa,Arsenal,0,True,0.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,1,1.0,2.0,1.0,4.0,3520.0,0.0,0,0,17,1,5,0,0,0,0,0,0,0,5,1.0,4.0,6.0,3.0,2968.0,35.0
Jakub Kiwior,DEF,Arsenal,Aston Villa,0,False,15.0,15.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,38313.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,54854.0,0.0
Ethan Nwaneri,MID,Arsenal,Aston Villa,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7137.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7501.0,0.0
Kieran Tierney,DEF,Arsenal,Aston Villa,0,False,15.0,15.0,0,0,5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,27255.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7809.0,0.0
Declan Rice,MID,Arsenal,Aston Villa,2,False,15.0,15.0,0,0,89,2,4,0,0,0,0,0,2,0,10,4.0,18.0,16.0,6.0,544299.0,90.0,1,3,88,4,1,1,0,0,0,0,2,0,23,6.0,23.0,22.0,20.0,615210.0,89.0
Filip Jørgensen,GK,Chelsea,Wolverhampton Wanderers,0,False,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,32295.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31186.0,0.0
David Brooks,MID,Bournemouth,Newcastle United,0,True,5.0,5.0,0,0,7,0,0,0,0,0,0,0,0,0,1,1.0,1.0,6.0,0.0,5034.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3382.0,0.0
Adam Smith,DEF,Bournemouth,Newcastle United,1,True,5.0,5.0,0,0,10,0,3,0,0,0,0,0,1,0,4,0.0,2.0,0.0,0.0,10826.0,39.0,0,0,38,1,3,0,0,0,0,0,1,0,9,1.0,5.0,2.0,0.0,40809.0,47.0
Anthony Gordon,MID,Newcastle United,Bournemouth,10,False,13.0,5.0,0,4,62,0,6,2,0,0,0,0,2,0,20,7.0,20.0,23.0,26.0,1022042.0,75.0,0,3,93,1,5,2,0,0,0,0,1,0,21,8.0,22.0,37.0,22.0,2535313.0,67.0
Paddy McNair,DEF,Newcastle United,Bournemouth,0,False,11.0,5.0,0,0,5,0,1,0,0,0,0,0,0,0,2,1.0,4.0,4.0,3.0,11865.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,10047.0,0.0
Edimilson Fernandes,FWD,Bournemouth,Newcastle United,2,True,5.0,5.0,0,0,7,1,0,0,0,0,0,0,0,0,2,1.0,3.0,1.0,9.0,7709.0,18.0,0,0,7,1,0,0,0,0,0,0,0,0,2,1.0,2.0,1.0,7.0,5729.0,14.0
William Osula,FWD,Newcastle United,Bournemouth,0,False,9.0,5.0,0,0,7,0,1,0,0,0,0,0,0,0,2,1.0,2.0,0.0,9.0,77211.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57396.0,0.0
Dango Ouattara,MID,Bournemouth,Newcastle United,1,True,5.0,5.0,1,2,42,0,3,0,0,0,0,0,0,0,10,3.0,10.0,11.0,6.0,2039.0,23.0,0,0,35,1,5,0,0,0,0,0,1,0,8,3.0,10.0,4.0,15.0,2434.0,55.0
Callum Wilson,FWD,Newcastle United,Bournemouth,0,False,7.0,5.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,1.0,2.0,0.0,430385.0,5.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,215949.0,2.0
Sven Botman,DEF,Newcastle United,Bournemouth,0,False,5.0,5.0,0,0,41,0,4,0,0,0,0,0,1,0,4,2.0,10.0,2.0,5.0,768452.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,282284.0,0.0
Tawanda Chirewa,MID,Wolverhampton Wanderers,Chelsea,0,True,0.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3218.0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3667.0,1.0
Ryan Fraser,MID,Newcastle United,Bournemouth,0,False,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3882.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2401.0,0.0
Sean Longstaff,MID,Newcastle United,Bournemouth,2,False,5.0,5.0,1,0,57,0,6,0,0,0,0,0,0,0,12,3.0,9.0,9.0,15.0,85280.0,74.0,0,2,71,1,6,1,0,0,0,0,0,0,18,4.0,14.0,10.0,19.0,68670.0,78.0
Bruno Guimarães,MID,Newcastle United,Bournemouth,2,False,5.0,5.0,0,0,32,0,4,0,0,0,0,0,1,0,5,3.0,9.0,15.0,5.0,274041.0,54.0,2,3,117,1,7,1,0,0,0,0,0,0,25,7.0,31.0,25.0,13.0,344720.0,90.0
Jacob Murphy,MID,Newcastle United,Bournemouth,1,False,5.0,5.0,0,0,11,0,2,0,0,0,0,0,0,0,3,1.0,2.0,8.0,2.0,98837.0,18.0,1,0,76,0,5,1,0,0,0,0,0,0,16,5.0,18.0,16.0,12.0,89324.0,56.0
Emmanuel Longelo,MID,Chelsea,Wolverhampton Wanderers,0,False,6.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8328.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12765.0,0.0
Lewis Cook,MID,Bournemouth,Newcastle United,2,True,5.0,5.0,0,0,46,1,3,0,0,0,0,0,1,0,6,2.0,12.0,10.0,1.0,4014.0,54.0,0,0,69,0,9,0,0,0,0,0,1,0,9,4.0,16.0,21.0,2.0,6885.0,89.0
João Gomes,MID,Wolverhampton Wanderers,Chelsea,2,True,0.0,9.0,1,0,54,1,13,0,0,0,0,0,1,0,12,3.0,19.0,11.0,4.0,6536.0,83.0,0,0,37,0,18,0,0,0,0,0,2,0,8,3.0,15.0,11.0,4.0,11010.0,89.0
Moisés Caicedo,MID,Chelsea,Wolverhampton Wanderers,2,False,9.0,9.0,1,0,31,0,5,0,0,0,0,0,1,0,8,2.0,7.0,9.0,1.0,132163.0,38.0,1,6,96,0,8,1,0,0,0,0,2,0,22,5.0,27.0,20.0,3.0,101514.0,82.0
Sandro Tonali,MID,Newcastle United,Bournemouth,0,False,5.0,5.0,0,0,6,0,1,0,0,0,0,0,1,0,1,0.0,1.0,0.0,0.0,143900.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,70342.0,0.0
Joe Willock,MID,Newcastle United,Bournemouth,1,False,5.0,5.0,0,0,25,0,3,0,0,0,0,0,0,0,4,2.0,4.0,3.0,10.0,22038.0,29.0,0,0,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,2.0,11045.0,4.0
Jørgen Strand Larsen,FWD,Wolverhampton Wanderers,Chelsea,6,True,0.0,6.0,0,0,35,0,6,1,0,0,0,0,0,0,6,8.0,44.0,12.0,25.0,22849.0,90.0,0,0,37,0,8,1,0,0,0,0,0,0,8,5.0,23.0,7.0,24.0,19938.0,86.0
Anis Ben Slimane,MID,Newcastle United,Bournemouth,1,False,5.0,5.0,0,0,7,0,3,0,0,0,0,0,1,0,3,1.0,4.0,6.0,4.0,81298.0,36.0,0,3,59,1,4,1,0,0,0,0,2,0,14,5.0,18.0,12.0,16.0,84923.0,58.0
Jamal Lewis,DEF,Newcastle United,Bournemouth,0,False,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9568.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,15502.0,0.0
Pedro Lima,DEF,Wolverhampton Wanderers,Chelsea,0,True,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,143202.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,133230.0,0.0
Kieran Trippier,DEF,Newcastle United,Bournemouth,1,False,5.0,5.0,0,0,51,0,6,0,0,0,0,0,0,0,7,4.0,18.0,23.0,2.0,4270001.0,78.0,0,0,19,0,2,0,0,0,0,0,0,0,4,1.0,3.0,9.0,0.0,1818947.0,21.0
Enso González,MID,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1631.0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2238.0,0.0
Christopher Nkunku,MID,Chelsea,Wolverhampton Wanderers,1,False,12.0,12.0,0,2,36,0,4,1,0,0,0,0,0,0,10,5.0,12.0,7.0,27.0,477563.0,28.0,0,2,47,0,3,1,0,0,0,0,0,0,11,3.0,12.0,9.0,12.0,642633.0,34.0
Marc Guiu,FWD,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,77517.0,0.0,0,0,2,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,69952.0,12.0
Luis Sinisterra,MID,Bournemouth,Newcastle United,1,True,5.0,5.0,0,0,5,0,1,0,0,0,0,0,0,0,2,2.0,3.0,4.0,11.0,16164.0,8.0,0,0,14,0,2,0,0,0,0,0,0,0,3,1.0,3.0,3.0,8.0,9791.0,16.0
Gonçalo Guedes,MID,Wolverhampton Wanderers,Chelsea,0,True,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8653.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5360.0,0.0
Philip Billing,MID,Bournemouth,Newcastle United,0,True,5.0,5.0,0,0,17,0,4,0,0,0,0,0,0,0,4,1.0,5.0,1.0,2.0,35574.0,36.0,0,0,7,0,1,0,0,0,0,0,0,0,3,0.0,1.0,0.0,1.0,19225.0,9.0
Jaidon Anthony,MID,Bournemouth,Newcastle United,0,True,5.0,5.0,0,0,11,0,4,0,0,0,0,0,1,0,3,1.0,3.0,4.0,1.0,15448.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,19928.0,0.0
Conor Gallagher,MID,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,36,0,9,0,0,0,0,0,2,0,6,3.0,8.0,11.0,12.0,49304.0,69.0,0,0,38,0,4,0,0,0,0,0,1,0,5,2.0,8.0,4.0,7.0,147012.0,52.0
Emil Krafth,DEF,Newcastle United,Bournemouth,2,False,5.0,5.0,0,0,12,0,1,0,0,0,0,0,0,0,3,0.0,2.0,2.0,0.0,4630.0,18.0,0,0,64,1,7,0,0,0,0,0,1,0,11,2.0,13.0,8.0,3.0,15072.0,84.0
Alexander Isak,FWD,Newcastle United,Bournemouth,2,False,5.0,5.0,0,0,18,0,3,0,0,0,0,0,0,0,6,3.0,3.0,8.0,17.0,2072540.0,49.0,3,2,82,1,7,1,0,0,0,0,0,0,25,7.0,20.0,15.0,31.0,4913035.0,83.0
Julián Araujo,DEF,Bournemouth,Newcastle United,2,True,5.0,5.0,0,0,4,0,1,0,0,0,0,0,0,0,2,1.0,7.0,1.0,0.0,19567.0,85.0,0,0,8,0,1,0,0,0,0,0,0,0,3,1.0,6.0,1.0,0.0,17259.0,56.0
José Sá,GK,Wolverhampton Wanderers,Chelsea,-1,True,0.0,0.0,0,0,58,1,13,0,0,0,0,0,0,12,10,2.0,19.0,2.0,0.0,243055.0,90.0,0,0,54,0,15,0,0,0,0,0,0,24,7,4.0,36.0,2.0,0.0,222413.0,72.0
Malo Gusto,DEF,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,45,0,8,0,0,0,0,0,3,0,2,3.0,11.0,19.0,5.0,423560.0,83.0,1,3,44,1,5,0,0,0,0,0,2,0,14,3.0,13.0,10.0,12.0,627973.0,61.0
Lloyd Kelly,DEF,Newcastle United,Bournemouth,2,False,5.0,5.0,0,0,6,0,1,0,0,0,0,0,0,0,2,1.0,10.0,1.0,0.0,13293.0,68.0,0,0,21,0,3,0,0,0,0,0,0,0,5,1.0,8.0,1.0,1.0,12077.0,37.0
Alex Murphy,DEF,Newcastle United,Bournemouth,0,False,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,46199.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,57705.0,0.0
Caleb Okoli,DEF,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4415.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,11626.0,0.0
Dean Huijsen,DEF,Bournemouth,Newcastle United,0,True,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,12187.0,0.0,0,0,9,0,1,0,0,0,0,0,0,0,2,1.0,12.0,0.0,0.0,10706.0,45.0
Max Aarons,DEF,Bournemouth,Newcastle United,0,True,5.0,5.0,0,0,44,1,3,0,0,0,0,0,0,0,8,1.0,7.0,4.0,1.0,30735.0,38.0,0,0,10,0,3,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,17199.0,14.0
Rayan Aït-Nouri,DEF,Wolverhampton Wanderers,Chelsea,2,True,0.0,0.0,2,1,42,1,11,0,0,0,0,0,1,0,13,2.0,9.0,7.0,6.0,84185.0,65.0,1,0,29,0,16,0,0,0,0,0,1,0,5,3.0,12.0,9.0,7.0,369252.0,75.0
Ederson Moraes,GK,Chelsea,Wolverhampton Wanderers,0,False,15.0,15.0,0,0,61,1,7,0,0,0,0,0,0,5,10,1.0,10.0,0.0,0.0,1067922.0,72.0,0,1,33,1,1,0,0,0,0,0,0,3,10,0.0,5.0,0.0,0.0,586911.0,36.0
Craig Dawson,DEF,Wolverhampton Wanderers,Chelsea,1,True,0.0,0.0,0,1,63,2,7,0,0,0,0,0,1,0,14,3.0,16.0,0.0,10.0,53662.0,68.0,0,0,2,0,1,0,0,0,0,0,0,0,2,0.0,1.0,0.0,0.0,33563.0,6.0
Hee-Chan Hwang,MID,Wolverhampton Wanderers,Chelsea,1,True,0.0,0.0,0,0,20,0,5,1,0,0,0,0,1,0,9,2.0,9.0,5.0,9.0,318457.0,42.0,0,0,44,0,16,1,0,0,0,0,0,0,14,3.0,10.0,6.0,12.0,155540.0,77.0
