name,web_name,position,team,element,kickoff_time,opponent_team,total_points,value,was_home,team_last_5_points_h2h,team_last_5_points_vs_all,tot_assists_last_5_h2h,tot_assists_last_5,tot_bonus_last_5_h2h,tot_bonus_last_5,tot_bps_last_5_h2h,tot_bps_last_5,tot_clean_sheets_last_5_h2h,tot_clean_sheets_last_5,tot_goals_conceded_last_5_h2h,tot_goals_conceded_last_5,tot_goals_scored_last_5_h2h,tot_goals_scored_last_5,tot_own_goals_last_5_h2h,tot_own_goals_last_5,tot_penalties_missed_last_5_h2h,tot_penalties_missed_last_5,tot_penalties_saved_last_5_h2h,tot_penalties_saved_last_5,tot_red_cards_last_5_h2h,tot_red_cards_last_5,tot_yellow_cards_last_5_h2h,tot_yellow_cards_last_5,tot_saves_last_5_h2h,tot_saves_last_5,tot_total_points_last_5_h2h,tot_total_points_last_5,tot_team_points_last_5_h2h,tot_team_points_last_5,avg_ict_index_last_5_h2h,avg_ict_index_last_5,avg_influence_last_5_h2h,avg_influence_last_5,avg_creativity_last_5_h2h,avg_creativity_last_5,avg_threat_last_5_h2h,avg_threat_last_5,avg_selected_last_5_h2h,avg_selected_last_5,avg_minutes_last_5_h2h,avg_minutes_last_5
Lisandro Martínez,Martinez,DEF,Manchester United,380,2024-08-16T19:00:00Z,Brighton & Hove Albion,3.5,45,False,15,15,1,0,0,1,69,58,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,12,6,12,3.0,1.0,15.0,9.0,4.0,4.0,8.0,0.0,401191.0,312269.0,60.0,44.0
Richarlison de Andrade,Richarlison,FWD,Tottenham Hotspur,497,2024-08-19T19:00:00Z,Everton,1.5,70,True,5,5,0,0,3,0,62,0,1,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,9,8,5.0,1.0,24.0,1.0,7.0,2.0,21.0,5.0,450977.0,258831.0,50.0,9.0
Joško Gvardiol,Gvardiol,DEF,Manchester City,350,2024-08-18T15:30:00Z,Ipswich Town,4.0,60,True,12,15,0,0,0,4,18,132,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,40,3,15,2.0,5.0,12.0,27.0,2.0,7.0,2.0,16.0,1521565.0,1922364.0,50.0,82.0
Harry Clarke,H.Clarke,DEF,Ipswich Town,266,2024-08-17T11:30:00Z,Manchester City,0.0,40,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3114.0,3114.0,0.0,0.0
Joachim Andersen,Andersen,DEF,Fulham,191,2024-08-18T13:00:00Z,Leicester City,4.5,45,True,12,3,0,0,1,1,71,79,1,2,6,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,12,17,6,10,4.0,3.0,17.0,19.0,12.0,6.0,10.0,7.0,297344.0,1462142.0,90.0,89.0
Moisés Caicedo Corozo,Caicedo,MID,Chelsea,157,2024-08-18T15:30:00Z,Wolverhampton Wanderers,0.5,50,False,3,3,1,1,0,6,46,94,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,2,0,0,7,20,7,10,2.0,5.0,9.0,26.0,12.0,22.0,3.0,3.0,98840.0,121029.0,44.0,76.0
Carlos Henrique Casimiro,Casemiro,MID,Manchester United,368,2024-08-16T19:00:00Z,Brighton & Hove Albion,3.0,50,False,15,15,1,1,0,0,59,84,2,3,3,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,11,14,6,12,5.0,6.0,26.0,30.0,18.0,20.0,3.0,8.0,251877.0,174235.0,83.0,90.0
Jhon Durán,Duran,FWD,Aston Villa,38,2024-08-17T16:30:00Z,Arsenal,3.0,60,True,12,12,0,0,0,4,16,104,0,0,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,24,7,5,1.0,4.0,5.0,24.0,0.0,3.0,7.0,13.0,13835.0,19454.0,6.0,32.0
Jacob Murphy,J.Murphy,MID,Newcastle United,402,2024-08-17T14:00:00Z,Bournemouth,2.5,55,False,15,15,0,1,0,0,25,87,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,17,6,10,2.0,5.0,4.0,20.0,8.0,16.0,7.0,12.0,152442.0,73506.0,14.0,48.0
Sean Longstaff,Longstaff,MID,Newcastle United,410,2024-08-17T14:00:00Z,Bournemouth,2.0,50,False,15,15,1,0,0,2,48,61,0,1,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,18,6,10,3.0,4.0,9.0,14.0,9.0,8.0,15.0,19.0,118874.0,60042.0,67.0,74.0
Leander Dendoncker,Dendoncker,MID,Aston Villa,33,2024-08-17T16:30:00Z,Arsenal,0.0,45,True,10,10,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,22175.0,26265.0,10.0,0.0
Trevoh Chalobah,Chalobah,DEF,Crystal Palace,159,2024-08-18T15:30:00Z,West Ham United,0.0,45,True,6,6,0,0,0,0,29,50,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,9,1.0,2.0,4.0,14.0,1.0,1.0,3.0,1.0,37770.0,145345.0,16.0,54.0
Ryan Manning,Manning,DEF,Southampton,467,2024-08-17T14:00:00Z,Nottingham Forest,0.0,45,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6978.0,6978.0,0.0,0.0
Vitalii Mykolenko,Mykolenko,DEF,Everton,231,2024-08-17T14:00:00Z,Tottenham Hotspur,0.5,45,False,2,0,0,0,0,0,33,-7,0,0,7,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,4,2.0,0.0,14.0,1.0,5.0,0.0,6.0,1.0,357659.0,457513.0,66.0,27.0
Ryan Christie,Christie,MID,Bournemouth,63,2024-08-17T14:00:00Z,Newcastle United,1.5,50,True,5,5,0,0,0,0,38,44,1,1,3,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,8,7,2,4.0,3.0,11.0,13.0,16.0,16.0,12.0,4.0,6975.0,11656.0,62.0,67.0
Fábio Silva,Fábio Silva,FWD,Wolverhampton Wanderers,545,2024-08-17T14:00:00Z,Chelsea,0.5,50,True,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1.0,1.0,2.0,1.0,2.0,1.0,10.0,6.0,21594.0,20592.0,2.0,1.0
Kepa Arrizabalaga,Arrizabalaga,GK,Bournemouth,152,2024-08-18T15:30:00Z,Newcastle United,0.0,45,True,4,4,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215347.0,28892.0,18.0,0.0
Frank Onyeka,Onyeka,MID,Brentford,102,2024-08-18T13:00:00Z,Liverpool,0.5,50,False,8,14,0,0,0,0,11,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,5,9,0.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,2577.0,2490.0,29.0,3.0
Youssef Ramalho Chermiti,Y. Chermiti,FWD,Everton,237,2024-08-17T14:00:00Z,Tottenham Hotspur,0.0,50,False,1,0,0,0,0,0,-1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,1.0,1.0,1.0,2.0,0.0,2.0,6.0,6.0,4326.0,4769.0,3.0,7.0
Morgan Gibbs-White,Gibbs-White,MID,Nottingham Forest,433,2024-08-17T14:00:00Z,Southampton,2.0,65,False,3,3,1,3,1,3,51,87,1,0,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,12,7,4.0,8.0,15.0,22.0,16.0,42.0,9.0,14.0,93865.0,271532.0,50.0,90.0
Noni Madueke,Madueke,MID,Chelsea,177,2024-08-18T15:30:00Z,Wolverhampton Wanderers,0.0,65,False,2,2,0,0,0,0,2,11,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,9,0.0,1.0,0.0,3.0,3.0,1.0,1.0,8.0,11882.0,104795.0,2.0,38.0
Nélson Cabral Semedo,N.Semedo,DEF,Wolverhampton Wanderers,559,2024-08-17T14:00:00Z,Chelsea,1.0,45,True,0,0,0,0,3,0,66,19,1,0,6,10,0,0,0,0,0,0,0,0,0,1,1,1,0,0,13,-2,9,0,2.0,1.0,13.0,8.0,8.0,5.0,1.0,0.0,47232.0,43803.0,81.0,50.0
Tommy Doyle,Doyle,MID,Wolverhampton Wanderers,544,2024-08-17T14:00:00Z,Chelsea,0.0,50,True,1,1,0,0,0,0,6,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,1,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,3123.0,4798.0,7.0,3.0
Tom Heaton,Heaton,GK,Manchester United,374,2024-08-16T19:00:00Z,Brighton & Hove Albion,0.0,40,False,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23256.0,12990.0,0.0,0.0
Lucas Bergvall,Bergvall,MID,Tottenham Hotspur,481,2024-08-19T19:00:00Z,Everton,1.0,45,True,5,5,0,0,0,0,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4.0,4.0,12.0,12.0,19.0,19.0,5.0,5.0,75912.0,75912.0,12.0,12.0
Lesley Ugochukwu,Ugochukwu,MID,Southampton,188,2024-08-18T15:30:00Z,Nottingham Forest,0.5,45,True,1,1,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,0.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,15570.0,18177.0,0.0,6.0
Evan Ferguson,Ferguson,FWD,Brighton & Hove Albion,123,2024-08-17T14:00:00Z,Manchester United,2.5,55,True,15,15,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,7,1.0,1.0,4.0,3.0,1.0,1.0,7.0,4.0,327663.0,291589.0,2.0,1.0
Christian Eriksen,Eriksen,MID,Manchester United,370,2024-08-16T19:00:00Z,Brighton & Hove Albion,0.5,55,False,15,15,1,1,0,0,45,22,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,12,3.0,1.0,11.0,5.0,13.0,5.0,8.0,0.0,147521.0,34523.0,41.0,6.0
Danny Ings,Ings,FWD,West Ham United,523,2024-08-17T16:30:00Z,Crystal Palace,1.0,50,False,2,2,0,0,0,0,7,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,3,1.0,1.0,2.0,1.0,0.0,0.0,6.0,6.0,132039.0,82825.0,14.0,9.0
Jean-Ricner Bellegarde,Bellegarde,MID,Wolverhampton Wanderers,535,2024-08-17T14:00:00Z,Chelsea,1.0,50,True,1,1,0,1,0,0,3,24,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,6,0,1.0,1.0,1.0,2.0,1.0,3.0,7.0,2.0,2332.0,2050.0,25.0,53.0
Tim Ream,Ream,DEF,Fulham,253,2024-08-16T19:00:00Z,Leicester City,3.5,45,True,10,4,0,0,3,0,43,29,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,10,5,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,84597.0,40808.0,27.0,27.0
Benoît Badiashile,B.Badiashile,DEF,Chelsea,153,2024-08-18T15:30:00Z,Wolverhampton Wanderers,0.0,45,False,2,2,0,0,0,0,5,28,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,9,0.0,1.0,1.0,7.0,1.0,2.0,0.0,2.0,28158.0,23762.0,5.0,47.0
Radu Drăgușin,Dragusin,DEF,Tottenham Hotspur,486,2024-08-19T19:00:00Z,Everton,0.0,45,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20787.0,20787.0,0.0,0.0
Jack Stephens,Stephens,DEF,Southampton,472,2024-08-17T14:00:00Z,Nottingham Forest,1.0,40,True,1,1,0,0,0,0,20,12,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,2,4,0,2.0,1.0,11.0,5.0,6.0,7.0,1.0,2.0,10338.0,11823.0,60.0,36.0
Mateo Kovačić,Kovačić,MID,Manchester City,354,2024-08-18T15:30:00Z,Ipswich Town,7.0,55,True,15,15,0,0,1,4,27,85,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,24,3,15,5.0,3.0,33.0,21.0,12.0,9.0,4.0,3.0,53410.0,37408.0,78.0,68.0
Nicolás Domínguez,Dominguez,MID,Nottingham Forest,431,2024-08-17T14:00:00Z,Southampton,1.0,50,False,3,3,0,0,0,0,3,11,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,8,2.0,1.0,6.0,3.0,6.0,2.0,4.0,2.0,3116.0,3002.0,36.0,15.0
Ben Doak,Doak,MID,Liverpool,318,2024-08-17T11:30:00Z,Brentford,0.5,45,True,13,13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2456.0,3744.0,1.0,1.0
Phil Foden,Foden,MID,Manchester City,348,2024-08-18T15:30:00Z,Ipswich Town,2.0,95,True,15,15,0,0,0,4,6,104,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,29,3,15,4.0,8.0,9.0,31.0,18.0,28.0,16.0,24.0,1145956.0,3327218.0,68.0,75.0
Mason Mount,Mount,MID,Manchester United,382,2024-08-16T19:00:00Z,Brighton & Hove Albion,2.5,65,False,15,15,0,0,0,0,13,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,6,12,2.0,2.0,3.0,3.0,7.0,7.0,9.0,8.0,370744.0,87497.0,34.0,25.0
Gabriel Martinelli Silva,Martinelli,MID,Arsenal,9,2024-08-17T14:00:00Z,Aston Villa,4.0,70,False,9,12,0,0,3,0,79,59,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,9,15,7.0,7.0,22.0,14.0,22.0,33.0,26.0,22.0,1951445.0,471614.0,58.0,60.0
Yasin Ayari,Ayari,MID,Brighton & Hove Albion,600,2024-08-17T14:00:00Z,Manchester United,0.5,50,True,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1964.0,1700.0,0.0,0.0
Facundo Buonanotte,Buonanotte,MID,Leicester City,117,2024-08-19T19:00:00Z,Fulham,1.0,50,False,6,6,0,0,0,0,6,30,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,4,1.0,2.0,2.0,5.0,6.0,10.0,3.0,1.0,5392.0,6853.0,26.0,50.0
Caoimhin Kelleher,Kelleher,GK,Liverpool,325,2024-08-17T11:30:00Z,Brentford,0.0,45,True,12,12,0,0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,11,12,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,76909.0,288440.0,18.0,0.0
Odeluga Offiah,Offiah,DEF,Brighton & Hove Albion,139,2024-08-17T14:00:00Z,Manchester United,0.0,40,True,15,15,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3885.0,5487.0,0.0,2.0
Lino da Cruz Sousa,Sousa,DEF,Aston Villa,56,2024-08-17T16:30:00Z,Arsenal,0.0,40,True,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24385.0,24385.0,0.0,0.0
Amario Cozier-Duberry,Cozier-Duberry,MID,Brighton & Hove Albion,118,2024-08-17T14:00:00Z,Manchester United,0.0,45,True,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6742.0,5627.0,0.0,0.0
Emerson Leite de Souza Junior,E.Royal,DEF,Tottenham Hotspur,487,2024-08-19T19:00:00Z,Everton,4.0,45,True,5,5,0,0,3,0,43,17,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,8,2.0,1.0,12.0,5.0,5.0,2.0,1.0,2.0,147602.0,57103.0,27.0,12.0
Kai Havertz,Havertz,FWD,Arsenal,4,2024-08-17T14:00:00Z,Aston Villa,7.0,80,False,12,15,0,3,1,4,46,136,0,3,5,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,13,36,6,15,8.0,10.0,15.0,32.0,24.0,25.0,37.0,43.0,514787.0,996068.0,81.0,90.0
Scott Carson,Carson,GK,Manchester City,344,2024-08-18T15:30:00Z,Ipswich Town,0.0,40,True,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10538.0,10592.0,0.0,0.0
Ethan Brierley,Brierley,MID,Brentford,87,2024-08-18T13:00:00Z,Liverpool,0.0,45,False,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2817.0,3222.0,0.0,0.0
Andrey Nascimento dos Santos,Andrey Santos,MID,Chelsea,150,2024-08-18T15:30:00Z,Wolverhampton Wanderers,0.0,45,False,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7830.0,6356.0,0.0,0.0
Rico Henry,Henry,DEF,Brentford,92,2024-08-18T13:00:00Z,Liverpool,2.0,45,False,13,13,0,0,0,0,27,10,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,5,9,2.0,1.0,8.0,3.0,8.0,4.0,1.0,1.0,149382.0,70703.0,41.0,9.0
Mateusz Lis,Lis,GK,Southampton,465,2024-08-17T14:00:00Z,Nottingham Forest,0.0,40,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18270.0,18189.0,0.0,0.0
Yoane Wissa,Wissa,FWD,Brentford,110,2024-08-18T13:00:00Z,Liverpool,10.0,60,False,12,12,0,3,4,10,79,168,0,0,6,7,2,4,0,0,0,0,0,0,0,0,0,2,0,0,22,42,5,9,4.0,8.0,17.0,40.0,9.0,14.0,16.0,30.0,342216.0,447354.0,50.0,59.0
Daniel Iversen,Iversen,GK,Leicester City,294,2024-08-19T19:00:00Z,Fulham,0.0,40,False,6,6,0,0,0,2,12,49,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,12,1,6,0.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,332442.0,370729.0,30.0,54.0
Mads Hermansen,Hermansen,GK,Leicester City,293,2024-08-19T19:00:00Z,Fulham,3.0,45,False,6,6,0,0,0,0,15,30,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,6,1,2,4.0,4.0,42.0,42.0,0.0,0.0,0.0,0.0,34105.0,34105.0,90.0,90.0
Rob Holding,Holding,DEF,Crystal Palace,202,2024-08-18T13:00:00Z,West Ham United,0.0,45,True,6,6,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,10,1.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,12900.0,10689.0,18.0,0.0
Ismaïla Sarr,I.Sarr,MID,Crystal Palace,585,2024-08-18T13:00:00Z,West Ham United,1.0,60,True,5,5,0,1,0,2,13,49,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,3.0,4.0,5.0,10.0,8.0,16.0,18.0,17.0,50314.0,72991.0,37.0,56.0
Jarrod Bowen,Bowen,MID,West Ham United,514,2024-08-17T16:30:00Z,Crystal Palace,5.5,75,False,2,2,0,0,1,1,21,20,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,1,3,3.0,4.0,9.0,7.0,12.0,17.0,13.0,21.0,930439.0,1029616.0,70.0,67.0
Mark O’Mahony,O’Mahony,FWD,Brighton & Hove Albion,138,2024-08-17T14:00:00Z,Manchester United,0.0,45,True,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25804.0,21390.0,0.0,0.0
Ryan Sessegnon,Sessegnon,DEF,Fulham,579,2024-08-16T19:00:00Z,Leicester City,0.0,45,True,8,5,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,1.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,47908.0,6219.0,36.0,0.0
Josh Dasilva,Dasilva,MID,Brentford,90,2024-08-18T13:00:00Z,Liverpool,0.0,50,False,11,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182450.0,2930.0,7.0,0.0
Jadon Sancho,Sancho,MID,Chelsea,386,2024-08-16T19:00:00Z,Wolverhampton Wanderers,0.5,65,False,6,6,0,0,0,0,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,12,2.0,0.0,4.0,0.0,11.0,1.0,9.0,1.0,177154.0,41301.0,23.0,2.0
Sam Johnstone,Johnstone,GK,Wolverhampton Wanderers,204,2024-08-18T13:00:00Z,Chelsea,3.0,45,True,3,3,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,139956.0,116727.0,9.0,9.0
Jonny Evans,Evans,DEF,Manchester United,371,2024-08-16T19:00:00Z,Brighton & Hove Albion,1.0,45,False,15,15,0,0,0,0,20,29,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,7,12,1.0,1.0,6.0,7.0,0.0,2.0,0.0,0.0,25394.0,44002.0,26.0,43.0
Mohamed Salah,M.Salah,MID,Liverpool,328,2024-08-17T11:30:00Z,Brentford,9.5,125,True,11,11,2,5,8,4,144,123,2,2,4,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,48,44,11,12,11.0,13.0,42.0,38.0,28.0,25.0,41.0,68.0,3462287.0,2684631.0,80.0,89.0
Timothy Castagne,Castagne,DEF,Fulham,244,2024-08-16T19:00:00Z,Leicester City,0.0,45,True,5,5,0,0,0,0,0,37,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0.0,1.0,0.0,6.0,0.0,1.0,0.0,2.0,267974.0,203001.0,0.0,36.0
Tariq Lamptey,Lamptey,DEF,Brighton & Hove Albion,131,2024-08-17T14:00:00Z,Manchester United,0.0,45,True,15,15,2,0,0,0,34,27,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,3,12,7,1.0,2.0,7.0,7.0,5.0,13.0,1.0,1.0,317733.0,302675.0,20.0,29.0
Ola Aina,Aina,DEF,Nottingham Forest,422,2024-08-17T14:00:00Z,Southampton,1.0,45,False,4,4,0,0,0,0,34,14,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,3,1.0,1.0,6.0,3.0,3.0,3.0,4.0,0.0,64105.0,146159.0,41.0,33.0
Taiwo Awoniyi,Awoniyi,FWD,Nottingham Forest,424,2024-08-17T14:00:00Z,Southampton,4.0,60,False,4,4,0,0,6,1,100,30,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,6,7,7.0,1.0,40.0,4.0,5.0,1.0,28.0,9.0,58256.0,114097.0,56.0,10.0
Leandro Trossard,Trossard,MID,Arsenal,23,2024-08-17T14:00:00Z,Aston Villa,1.0,70,False,15,15,0,0,0,3,28,69,1,2,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,23,6,15,3.0,4.0,6.0,17.0,11.0,8.0,10.0,16.0,943124.0,284646.0,51.0,49.0
Jacob Greaves,Greaves,DEF,Ipswich Town,270,2024-08-17T11:30:00Z,Manchester City,1.0,40,False,0,0,0,0,0,0,12,24,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5.0,5.0,26.0,26.0,1.0,1.0,22.0,22.0,48563.0,48563.0,90.0,90.0
Alfie Whiteman,Whiteman,GK,Tottenham Hotspur,510,2024-08-19T19:00:00Z,Everton,0.0,40,True,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35185.0,49827.0,0.0,0.0
Séamus Coleman,Coleman,DEF,Everton,221,2024-08-17T14:00:00Z,Tottenham Hotspur,0.0,45,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4723.0,4723.0,0.0,0.0
Fabian Schär,Schär,DEF,Newcastle United,415,2024-08-17T14:00:00Z,Bournemouth,0.0,55,False,15,15,1,0,0,0,56,2,0,0,6,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,8,-1,6,10,3.0,1.0,13.0,4.0,5.0,1.0,12.0,2.0,965904.0,564542.0,84.0,40.0
Nicolas Jackson,N.Jackson,FWD,Chelsea,180,2024-08-18T15:30:00Z,Wolverhampton Wanderers,1.5,75,False,5,5,0,0,0,0,-4,41,0,1,4,5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,12,0,9,3.0,6.0,4.0,12.0,12.0,17.0,10.0,28.0,637112.0,1355688.0,61.0,82.0
Joe White,White,MID,Newcastle United,419,2024-08-17T14:00:00Z,Bournemouth,0.0,45,False,15,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15736.0,12841.0,0.0,0.0
Jamie Vardy,Vardy,FWD,Leicester City,306,2024-08-19T19:00:00Z,Fulham,8.0,55,False,6,6,1,0,2,4,46,78,0,1,9,6,1,2,0,0,1,0,0,0,0,0,0,0,0,0,15,21,4,6,7.0,5.0,16.0,19.0,4.0,0.0,44.0,32.0,764649.0,191563.0,67.0,64.0
Miguel Almirón Rejala,Almirón,MID,Newcastle United,391,2024-08-17T14:00:00Z,Bournemouth,1.0,60,False,15,15,0,0,3,0,62,14,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16,3,6,10,4.0,1.0,12.0,3.0,12.0,5.0,19.0,6.0,1019938.0,268730.0,66.0,23.0
